baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
DDX24	8908.98483799565	0.204971218935495	0.0308888042362493	6.63577707210022	3.22797393826717e-11	2.68607424261293e-10	ENSG00000089737	DDX24	protein_coding	chr14	94048291	94081245	chr14:94048291	DDX24	protein_coding	chr14	94048287	94081202	chr14:94048287	ENSG00000089737
NUAK1	336.951817860956	-0.766972140269992	0.115599854703383	-6.63471543487629	3.25129163377248e-11	2.70428086973575e-10	ENSG00000074590	NUAK1	protein_coding	chr12	106063340	106140033	chr12:106063340	NUAK1	protein_coding	chr12	106063345	106138954	chr12:106063345	ENSG00000074590
ALMS1	797.153032113302	-0.527002570159601	0.0794362693922965	-6.63428147106198	3.26087056498284e-11	2.711049153186e-10	ENSG00000116127	ALMS1	protein_coding	chr2	73385758	73610793	chr2:73385758	ALMS1	protein_coding	chr2	73385758	73625166	chr2:73385758	ENSG00000116127
TLE1	2167.92460218689	0.352385281076877	0.0531465034702071	6.63045088703564	3.34663013342319e-11	2.78111914667064e-10	ENSG00000196781	TLE1	protein_coding	chr9	81583683	81689305	chr9:81583683	TLE1	protein_coding	chr9	81583683	81689547	chr9:81583683	ENSG00000196781
ABTB2	659.419726686243	0.550737095781772	0.0831062964978801	6.62689975356826	3.42810265626207e-11	2.84756619053288e-10	ENSG00000166016	ABTB2	protein_coding	chr11	34150988	34358008	chr11:34150988	ABTB2	protein_coding	chr11	34150987	34358010	chr11:34150987	ENSG00000166016
PVRL2	671.755331090044	-0.531473359878911	0.0802043083558061	-6.62649389757423	3.43753677413231e-11	2.8541420121118e-10	ENSG00000130202	PVRL2	protein_coding	chr19	44846175	44889228	chr19:44846175	NECTIN2	protein_coding	chr19	44846175	44889223	chr19:44846175	ENSG00000130202
TM7SF3	3058.27242969149	0.283451535238635	0.0427759378037297	6.62642480310321	3.43914540327538e-11	2.85421749576332e-10	ENSG00000064115	TM7SF3	protein_coding	chr12	26973195	27014434	chr12:26973195	TM7SF3	protein_coding	chr12	26971579	27014434	chr12:26971579	ENSG00000064115
TERF1	1498.55649432364	-0.381979029371885	0.0576618458977101	-6.6244675907445	3.48501965787802e-11	2.89101366061111e-10	ENSG00000147601	TERF1	protein_coding	chr8	73008864	73048122	chr8:73008864	TERF1	protein_coding	chr8	73008856	73048123	chr8:73008856	ENSG00000147601
DONSON	552.13822275426	-0.586491913844654	0.0885824051318497	-6.6208623820012	3.5710931760427e-11	2.95980512422473e-10	ENSG00000159147	DONSON	protein_coding	chr21	33559542	33588708	chr21:33559542	DONSON	protein_coding	chr21	33559542	33588706	chr21:33559542	ENSG00000159147
SEL1L	4807.45756590929	-0.25120982241781	0.0379446779860948	-6.62042309358558	3.58172222569045e-11	2.96730696812047e-10	ENSG00000071537	SEL1L	protein_coding	chr14	81471549	81533861	chr14:81471549	SEL1L	protein_coding	chr14	81471547	81533853	chr14:81471547	ENSG00000071537
MCOLN1	840.73439809797	0.485005763078573	0.0732889903919823	6.61771652856104	3.64789674393712e-11	3.02079903859451e-10	ENSG00000090674	MCOLN1	protein_coding	chr19	7522626	7534009	chr19:7522626	MCOLN1	protein_coding	chr19	7522624	7534009	chr19:7522624	ENSG00000090674
ILF3	20267.077747932	-0.170366434367799	0.025744331258816	-6.61762904831554	3.65005544318372e-11	3.02125627924793e-10	ENSG00000129351	ILF3	protein_coding	chr19	10654261	10692417	chr19:10654261	ILF3	protein_coding	chr19	10654304	10692400	chr19:10654304	ENSG00000129351
GTF2H2	8126.02813876692	-0.253878709454597	0.0383651193270394	-6.61743567875899	3.65483154801561e-11	3.0238786666072e-10	ENSG00000145736	GTF2H2	protein_coding	chr5	71032670	71067689	chr5:71032670	GTF2H2	protein_coding	chr5	71035016	71067689	chr5:71035016	ENSG00000145736
VAMP7	2492.22976993122	0.316643691555796	0.0478608571745768	6.61592186702401	3.6924336728818e-11	3.05364589499627e-10	ENSG00000124333	VAMP7	protein_coding	chrX	155881293	155943769	chrX:155881293	VAMP7	protein_coding	chrX	155881345	155943769	chrX:155881345	ENSG00000124333
TNFRSF12A	433.351654303061	0.693304782773092	0.10479733635761	6.61567179920741	3.69868152523805e-11	3.05746834125832e-10	ENSG00000006327	TNFRSF12A	protein_coding	chr16	3018445	3022383	chr16:3018445	TNFRSF12A	protein_coding	chr16	3018445	3022383	chr16:3018445	ENSG00000006327
MARCH2	818.132272313977	-0.518542821060415	0.0783976218222436	-6.61426723167883	3.73396683722888e-11	3.08528033132365e-10	ENSG00000099785	MARCH2	protein_coding	chr19	8413270	8439017	chr19:8413270	MARCHF2	protein_coding	chr19	8413270	8439017	chr19:8413270	ENSG00000099785
SHKBP1	1801.17537577676	0.349237270454042	0.0528335751390122	6.61013890381546	3.83959581584971e-11	3.17116552098681e-10	ENSG00000160410	SHKBP1	protein_coding	chr19	40576851	40591399	chr19:40576851	SHKBP1	protein_coding	chr19	40576853	40591399	chr19:40576853	ENSG00000160410
ATP1B3	9144.37181366366	0.242297700634048	0.0366622523861409	6.60891475193819	3.87147563402454e-11	3.19609178110033e-10	ENSG00000069849	ATP1B3	protein_coding	chr3	141876124	141926514	chr3:141876124	ATP1B3	protein_coding	chr3	141876124	141926549	chr3:141876124	ENSG00000069849
ST6GALNAC4	592.850159056613	-0.596291610786306	0.0903528831067038	-6.5995858713452	4.12307880725637e-11	3.40230890957715e-10	ENSG00000136840	ST6GALNAC4	protein_coding	chr9	127907886	127917038	chr9:127907886	ST6GALNAC4	protein_coding	chr9	127907886	127917041	chr9:127907886	ENSG00000136840
PCYOX1	1760.06781018912	-0.369877510082648	0.0560553588906032	-6.59843264592232	4.15527177907573e-11	3.42737022268852e-10	ENSG00000116005	PCYOX1	protein_coding	chr2	70257386	70281191	chr2:70257386	PCYOX1	protein_coding	chr2	70257386	70281185	chr2:70257386	ENSG00000116005
FAM60A	3201.03141191485	-0.295779010458341	0.0448730239730763	-6.59146596930503	4.3550465757424e-11	3.58900113511882e-10	ENSG00000139146	FAM60A	protein_coding	chr12	31280584	31327058	chr12:31280584	SINHCAF	protein_coding	chr12	31280584	31327058	chr12:31280584	ENSG00000139146
MIEN1	2140.33187234461	0.377973073560133	0.0573595012737594	6.58954602405245	4.41173461343915e-11	3.63412532371164e-10	ENSG00000141741	MIEN1	protein_coding	chr17	39728496	39730787	chr17:39728496	MIEN1	protein_coding	chr17	39728496	39730532	chr17:39728496	ENSG00000141741
ASCC3	6915.66855799137	-0.250580676146247	0.0380312407948867	-6.58881148521291	4.43361290490103e-11	3.65054834893033e-10	ENSG00000112249	ASCC3	protein_coding	chr6	100508194	100881372	chr6:100508194	ASCC3	protein_coding	chr6	100508194	100881372	chr6:100508194	ENSG00000112249
CALM3	6917.33523341835	-0.313292623250376	0.0475514601762142	-6.58849638032964	4.44303082991698e-11	3.65670187253474e-10	ENSG00000160014	CALM3	protein_coding	chr19	46601074	46610793	chr19:46601074	CALM3	protein_coding	chr19	46601074	46610782	chr19:46601074	ENSG00000160014
STARD7	8406.77036364985	0.204672122125724	0.0310669024938089	6.5881084271762	4.45465294748229e-11	3.6646633127888e-10	ENSG00000084090	STARD7	protein_coding	chr2	96184859	96208825	chr2:96184859	STARD7	protein_coding	chr2	96184859	96208827	chr2:96184859	ENSG00000084090
SHC1	4615.59551652691	0.239157590734167	0.0363231703089661	6.58416070788659	4.57462105469033e-11	3.7617106932447e-10	ENSG00000160691	SHC1	protein_coding	chr1	154962298	154974395	chr1:154962298	SHC1	protein_coding	chr1	154962298	154974395	chr1:154962298	ENSG00000160691
BCAT2	1593.05782745176	0.383784664983362	0.0582997176088833	6.58295924446955	4.61175593006498e-11	3.79058924916093e-10	ENSG00000105552	BCAT2	protein_coding	chr19	48795062	48811029	chr19:48795062	BCAT2	protein_coding	chr19	48795062	48811029	chr19:48795062	ENSG00000105552
MBTPS2	2242.69809151237	-0.316570462767776	0.0481128727945104	-6.57974559365526	4.71253902805302e-11	3.87041188985446e-10	ENSG00000012174	MBTPS2	protein_coding	chrX	21839636	21885424	chrX:21839636	MBTPS2	protein_coding	chrX	21839617	21885423	chrX:21839617	ENSG00000012174
RNF169	1488.65880340132	-0.388643543837091	0.0590667789532136	-6.57973146199378	4.7129869338332e-11	3.87041188985446e-10	ENSG00000166439	RNF169	protein_coding	chr11	74748868	74842413	chr11:74748868	RNF169	protein_coding	chr11	74748849	74842413	chr11:74748849	ENSG00000166439
CLOCK	2533.32554944767	-0.321794359332756	0.0489135545358395	-6.57883816431648	4.74138486628647e-11	3.8920333389517e-10	ENSG00000134852	CLOCK	protein_coding	chr4	55427903	55547138	chr4:55427903	CLOCK	protein_coding	chr4	55427903	55546909	chr4:55427903	ENSG00000134852
ZNF281	1489.02405323065	0.398946731320085	0.0606610433042178	6.57665463021053	4.81150598030725e-11	3.94787004649469e-10	ENSG00000162702	ZNF281	protein_coding	chr1	200404940	200410056	chr1:200404940	ZNF281	protein_coding	chr1	200404940	200410056	chr1:200404940	ENSG00000162702
TRMT5	1744.75881829085	0.337887341623434	0.0513825604414113	6.57591483804526	4.835492672667e-11	3.96582098570325e-10	ENSG00000126814	TRMT5	protein_coding	chr14	60971451	60981358	chr14:60971451	TRMT5	protein_coding	chr14	60971441	60981170	chr14:60971441	ENSG00000126814
EPHA10	103.189639717139	-1.5286366747625	0.232474331286459	-6.57550735301993	4.84875471058284e-11	3.97496430197127e-10	ENSG00000183317	EPHA10	protein_coding	chr1	37713880	37765133	chr1:37713880	EPHA10	protein_coding	chr1	37713880	37765133	chr1:37713880	ENSG00000183317
GLRX3	4097.27598905982	-0.253245519741017	0.0385268475240016	-6.57322194823361	4.9237977447106e-11	4.03472507133018e-10	ENSG00000108010	GLRX3	protein_coding	chr10	130136399	130184521	chr10:130136399	GLRX3	protein_coding	chr10	130136391	130184521	chr10:130136391	ENSG00000108010
TRUB2	2929.15463441284	0.278763911206848	0.0424231830077198	6.57102771275132	4.99691573393159e-11	4.09285702492672e-10	ENSG00000167112	TRUB2	protein_coding	chr9	128305161	128322742	chr9:128305161	TRUB2	protein_coding	chr9	128305159	128322447	chr9:128305159	ENSG00000167112
FCHSD2	353.583718142392	-0.718857002257449	0.109401826496484	-6.57079525340971	5.00472386754987e-11	4.09746787344984e-10	ENSG00000137478	FCHSD2	protein_coding	chr11	72836745	73142261	chr11:72836745	FCHSD2	protein_coding	chr11	72836745	73142318	chr11:72836745	ENSG00000137478
PIP4K2B	2467.75988892278	-0.298861136481881	0.0454988103835514	-6.56854836340786	5.0808130984613e-11	4.15795348693051e-10	ENSG00000276293	PIP4K2B	protein_coding	chr17	38765689	38800126	chr17:38765689	PIP4K2B	protein_coding	chr17	38765691	38800126	chr17:38765691	ENSG00000276293
RPS20	17706.818391547	0.214501055340035	0.0326584378185056	6.5680133425883	5.09909732724565e-11	4.171101537024e-10	ENSG00000008988	RPS20	protein_coding	chr8	56067295	56074581	chr8:56067295	RPS20	protein_coding	chr8	56067254	56074510	chr8:56067254	ENSG00000008988
DNA2	1439.39015709697	-0.371883774364547	0.0566308428883987	-6.56680627370162	5.14058541927807e-11	4.20321084325841e-10	ENSG00000138346	DNA2	protein_coding	chr10	68414064	68472121	chr10:68414064	DNA2	protein_coding	chr10	68414064	68472121	chr10:68414064	ENSG00000138346
INSIG1	6378.69165029248	0.251115799900145	0.0382595673711517	6.56347724646489	5.25672596820314e-11	4.29630545667224e-10	ENSG00000186480	INSIG1	protein_coding	chr7	155297776	155310235	chr7:155297776	INSIG1	protein_coding	chr7	155297776	155310235	chr7:155297776	ENSG00000186480
FBXO25	1767.72325062471	-0.353752813455913	0.053937031289143	-6.55862595698922	5.430582665871e-11	4.43646992243137e-10	ENSG00000147364	FBXO25	protein_coding	chr8	406428	477967	chr8:406428	FBXO25	protein_coding	chr8	406428	477967	chr8:406428	ENSG00000147364
NRP1	2971.20395043067	-0.296570950969544	0.0452294120316652	-6.55703750386836	5.48872134911215e-11	4.48201883158503e-10	ENSG00000099250	NRP1	protein_coding	chr10	33177492	33336262	chr10:33177492	NRP1	protein_coding	chr10	33177492	33336262	chr10:33177492	ENSG00000099250
EIF4EBP3	1006.8764776169	0.43435911929198	0.0662918831837154	6.55222175674563	5.6687276081916e-11	4.62700049477653e-10	ENSG00000243056	EIF4EBP3	protein_coding	chr5	140547666	140549578	chr5:140547666	EIF4EBP3	protein_coding	chr5	140547662	140549576	chr5:140547662	ENSG00000243056
NDUFB6	2509.15596076625	0.309467676278136	0.0472533194265344	6.5491203588199	5.78769729968507e-11	4.72205793569968e-10	ENSG00000165264	NDUFB6	protein_coding	chr9	32552999	32573184	chr9:32552999	NDUFB6	protein_coding	chr9	32553001	32573184	chr9:32553001	ENSG00000165264
CLK1	1986.0021235526	0.339725412752958	0.0518829814322501	6.54791616392707	5.83454550477066e-11	4.75821607817507e-10	ENSG00000013441	CLK1	protein_coding	chr2	200853009	200864744	chr2:200853009	CLK1	protein_coding	chr2	200853009	200864691	chr2:200853009	ENSG00000013441
GAPVD1	3361.26654276867	-0.269537716617736	0.0411822731475835	-6.54499365908733	5.949791010125e-11	4.85009838475989e-10	ENSG00000165219	GAPVD1	protein_coding	chr9	125261794	125367207	chr9:125261794	GAPVD1	protein_coding	chr9	125261794	125367207	chr9:125261794	ENSG00000165219
TMEM201	2269.501632586	-0.316137218997973	0.0483098746236857	-6.54394616960928	5.99163715523882e-11	4.88209394893507e-10	ENSG00000188807	TMEM201	protein_coding	chr1	9588922	9614873	chr1:9588922	TMEM201	protein_coding	chr1	9588911	9614877	chr1:9588911	ENSG00000188807
NOSIP	1057.22351274548	0.454909481616436	0.0695214134452712	6.54344408539033	6.01179683870882e-11	4.8963989323845e-10	ENSG00000142546	NOSIP	protein_coding	chr19	49555711	49590262	chr19:49555711	NOSIP	protein_coding	chr19	49555468	49590262	chr19:49555468	ENSG00000142546
ATP6V1E1	4016.61409160012	0.254098265423191	0.0388333498356305	6.54330019168345	6.01758667974355e-11	4.8989928614397e-10	ENSG00000131100	ATP6V1E1	protein_coding	chr22	17592136	17628818	chr22:17592136	ATP6V1E1	protein_coding	chr22	17592136	17628749	chr22:17592136	ENSG00000131100
COX5B	3488.72921079723	0.32140540844669	0.0491436494209743	6.54012089524463	6.14691234781931e-11	5.00007202933165e-10	ENSG00000135940	COX5B	protein_coding	chr2	97646040	97648383	chr2:97646040	COX5B	protein_coding	chr2	97646062	97648383	chr2:97646062	ENSG00000135940
PPIF	9057.65559436044	-0.212282064647144	0.0324584494622813	-6.54011723184218	6.14706292237306e-11	5.00007202933165e-10	ENSG00000108179	PPIF	protein_coding	chr10	79347469	79355337	chr10:79347469	PPIF	protein_coding	chr10	79347469	79355334	chr10:79347469	ENSG00000108179
ABCG1	119.152760902446	-1.25271337897032	0.191592744594765	-6.53841762964414	6.21731112018125e-11	5.05502606684516e-10	ENSG00000160179	ABCG1	protein_coding	chr21	42199689	42297244	chr21:42199689	ABCG1	protein_coding	chr21	42199689	42297244	chr21:42199689	ENSG00000160179
LINC01106	1111.04028911912	0.460767356500349	0.0704725690526726	6.5382511620367	6.22423365388089e-11	5.0584675062612e-10	ENSG00000175772	LINC01106	lincRNA	chr2	110375138	110384442	chr2:110375138	LINC01106	lncRNA	chr2	110375138	110384442	chr2:110375138	ENSG00000175772
MYO6	12449.0357745476	0.204790753121895	0.0313251918311239	6.53757379127748	6.25247986097484e-11	5.07922834840142e-10	ENSG00000196586	MYO6	protein_coding	chr6	75749192	75919537	chr6:75749192	MYO6	protein_coding	chr6	75749201	75919537	chr6:75749201	ENSG00000196586
LAMTOR4	1487.56487519877	0.384814075941524	0.0588721626307139	6.53643519697651	6.30024172410737e-11	5.11581804246818e-10	ENSG00000188186	LAMTOR4	protein_coding	chr7	100148907	100155944	chr7:100148907	LAMTOR4	protein_coding	chr7	100148912	100155944	chr7:100148912	ENSG00000188186
SH2D4A	2448.37797446899	-0.295698443380278	0.0452449480909393	-6.535501881579	6.33965850839075e-11	5.14560284457473e-10	ENSG00000104611	SH2D4A	protein_coding	chr8	19313617	19396218	chr8:19313617	SH2D4A	protein_coding	chr8	19313693	19396218	chr8:19313693	ENSG00000104611
SECTM1	615.411479661295	-0.580133548995224	0.0887931653200178	-6.53353832926639	6.42337450707359e-11	5.21130202674832e-10	ENSG00000141574	SECTM1	protein_coding	chr17	82321024	82334074	chr17:82321024	SECTM1	protein_coding	chr17	82321024	82334074	chr17:82321024	ENSG00000141574
IFNAR1	4392.943207287	0.262502607004061	0.0401886619937367	6.53175781380757	6.50022083358223e-11	5.27137356603482e-10	ENSG00000142166	IFNAR1	protein_coding	chr21	33324477	33359862	chr21:33324477	IFNAR1	protein_coding	chr21	33324387	33359864	chr21:33324387	ENSG00000142166
VPS28	1406.80927531074	0.398726659955403	0.0610735733297728	6.52862831199411	6.63747367344007e-11	5.38035904753077e-10	ENSG00000160948	VPS28	protein_coding	chr8	144423601	144428563	chr8:144423601	VPS28	protein_coding	chr8	144423601	144428563	chr8:144423601	ENSG00000160948
IQSEC2	490.937187965361	-0.652538111263527	0.0999589107414224	-6.5280634455045	6.6625476217194e-11	5.39835719836515e-10	ENSG00000124313	IQSEC2	protein_coding	chrX	53232876	53321324	chrX:53232876	IQSEC2	protein_coding	chrX	53225828	53321350	chrX:53225828	ENSG00000124313
DNAJC10	5895.05013122917	-0.30018676782778	0.0459857109685832	-6.52782704681599	6.67306863642502e-11	5.4045533495525e-10	ENSG00000077232	DNAJC10	protein_coding	chr2	182716041	182794464	chr2:182716041	DNAJC10	protein_coding	chr2	182716255	182794464	chr2:182716255	ENSG00000077232
C14orf1	1902.75673108114	0.346081167133652	0.0530183640843824	6.52757158977669	6.68445611705103e-11	5.41144561933972e-10	ENSG00000133935	C14orf1	protein_coding	chr14	75649791	75661189	chr14:75649791	ERG28	protein_coding	chr14	75649791	75660876	chr14:75649791	ENSG00000133935
FBF1	733.183555297202	-0.526095616325943	0.0806170987083745	-6.525856483983	6.76140385590105e-11	5.47138386033026e-10	ENSG00000188878	FBF1	protein_coding	chr17	75909574	75941140	chr17:75909574	FBF1	protein_coding	chr17	75909574	75941140	chr17:75909574	ENSG00000188878
SUPT5H	7149.28223980729	0.210342353681225	0.0322437645517394	6.52350482660616	6.86832010070012e-11	5.55551087371039e-10	ENSG00000196235	SUPT5H	protein_coding	chr19	39436156	39476670	chr19:39436156	SUPT5H	protein_coding	chr19	39436156	39476670	chr19:39436156	ENSG00000196235
FAM83H-AS1	2999.22525927332	0.277872967574229	0.0426208573988331	6.51964752782841	7.04727962151046e-11	5.69781343775261e-10	ENSG00000203499	FAM83H-AS1	lincRNA	chr8	143734140	143746337	chr8:143734140	IQANK1	protein_coding	chr8	143734139	143790645	chr8:143734139	ENSG00000203499
TRMT12	1021.55088222714	0.424804556924311	0.0651958135396945	6.51582569279036	7.22908837661909e-11	5.84229634768795e-10	ENSG00000183665	TRMT12	protein_coding	chr8	124450820	124462150	chr8:124450820	TRMT12	protein_coding	chr8	124450820	124462150	chr8:124450820	ENSG00000183665
CDC25C	481.661631119633	-0.620860542591554	0.0952924665373689	-6.51531611208829	7.25367360971937e-11	5.85964716084117e-10	ENSG00000158402	CDC25C	protein_coding	chr5	138285265	138338355	chr5:138285265	CDC25C	protein_coding	chr5	138285269	138338355	chr5:138285269	ENSG00000158402
KCTD9	2156.31153411403	-0.316071892319611	0.0485450769497097	-6.5108948667863	7.47044173750806e-11	6.03216519173794e-10	ENSG00000104756	KCTD9	protein_coding	chr8	25427847	25458476	chr8:25427847	KCTD9	protein_coding	chr8	25427847	25458476	chr8:25427847	ENSG00000104756
JUND	2612.84450497968	0.354217081231157	0.054421867191186	6.50872708918236	7.57902700986886e-11	6.11721810933879e-10	ENSG00000130522	JUND	protein_coding	chr19	18279760	18281622	chr19:18279760	JUND	protein_coding	chr19	18279694	18281622	chr19:18279694	ENSG00000130522
DDB2	776.43155511026	-0.481301552109857	0.0739595492835313	-6.50763230404149	7.63445049257735e-11	6.15930827813855e-10	ENSG00000134574	DDB2	protein_coding	chr11	47214465	47239240	chr11:47214465	DDB2	protein_coding	chr11	47214465	47239217	chr11:47214465	ENSG00000134574
PRAC1	379.545645065507	-0.729530783321903	0.112109137182787	-6.50732671443584	7.6499915877116e-11	6.16919990559624e-10	ENSG00000159182	PRAC1	protein_coding	chr17	48721719	48722522	chr17:48721719	PRAC1	protein_coding	chr17	48721719	48722518	chr17:48721719	ENSG00000159182
SPCS2	3927.57515191517	-0.343064337296543	0.0527249337539556	-6.50668123923068	7.68291969208638e-11	6.19309848818588e-10	ENSG00000118363	SPCS2	protein_coding	chr11	74949247	74979031	chr11:74949247	SPCS2	protein_coding	chr11	74949261	74979033	chr11:74949261	ENSG00000118363
KIF3A	1424.79606842924	-0.447278159107318	0.0688501061395195	-6.49640478695767	8.22621367350891e-11	6.62819941491039e-10	ENSG00000131437	KIF3A	protein_coding	chr5	132692628	132737638	chr5:132692628	KIF3A	protein_coding	chr5	132692628	132737638	chr5:132692628	ENSG00000131437
GAS2L3	394.963295749058	-0.6915368046116	0.106506846116589	-6.49288594889574	8.42074389428675e-11	6.78203467562983e-10	ENSG00000139354	GAS2L3	protein_coding	chr12	100573683	100628286	chr12:100573683	GAS2L3	protein_coding	chr12	100573683	100628288	chr12:100573683	ENSG00000139354
ARL8A	659.437110612716	-0.539489228864365	0.0830921497776467	-6.49266182555187	8.43328522497102e-11	6.78922782280844e-10	ENSG00000143862	ARL8A	protein_coding	chr1	202133404	202144743	chr1:202133404	ARL8A	protein_coding	chr1	202133404	202144743	chr1:202133404	ENSG00000143862
PSMD3	7517.53273662629	-0.204044840137649	0.0314282587954835	-6.49240040517204	8.44793667236522e-11	6.79811283955927e-10	ENSG00000108344	PSMD3	protein_coding	chr17	39980797	39997960	chr17:39980797	PSMD3	protein_coding	chr17	39980807	39997959	chr17:39980807	ENSG00000108344
RAB4A	3821.73705414025	0.263047866033405	0.0405244442663209	6.49109126098539	8.52168359436571e-11	6.85452445148167e-10	ENSG00000168118	RAB4A	protein_coding	chr1	229271062	229305894	chr1:229271062	RAB4A	protein_coding	chr1	229271062	229305894	chr1:229271062	ENSG00000168118
POLR3A	3156.57642409969	0.263449113414101	0.0405869339052278	6.49098337975629	8.52778877414788e-11	6.8565025945543e-10	ENSG00000148606	POLR3A	protein_coding	chr10	77969251	78029545	chr10:77969251	POLR3A	protein_coding	chr10	77953148	78029522	chr10:77953148	ENSG00000148606
NFYA	1414.42927764529	-0.380334844099397	0.0586083252971327	-6.48943374804132	8.61595839623412e-11	6.92443220511021e-10	ENSG00000001167	NFYA	protein_coding	chr6	41072945	41099976	chr6:41072945	NFYA	protein_coding	chr6	41072974	41102403	chr6:41072974	ENSG00000001167
NUDT4	3976.67976618731	0.255416504077696	0.039360971180546	6.48908033559736	8.63619103132365e-11	6.93772783148537e-10	ENSG00000173598	NUDT4	protein_coding	chr12	93377883	93408146	chr12:93377883	NUDT4	protein_coding	chr12	93377883	93408146	chr12:93377883	ENSG00000173598
DSTN	7689.36182584161	0.230848556370812	0.0355839609997651	6.48743281762072	8.73112508845461e-11	7.01099651637393e-10	ENSG00000125868	DSTN	protein_coding	chr20	17569863	17609919	chr20:17569863	DSTN	protein_coding	chr20	17570075	17609919	chr20:17570075	ENSG00000125868
LRR1	1183.06540937798	-0.424908334840186	0.0654980108628454	-6.48734716127418	8.73608862394244e-11	7.01198816311829e-10	ENSG00000165501	LRR1	protein_coding	chr14	49598697	49614672	chr14:49598697	LRR1	protein_coding	chr14	49598761	49614672	chr14:49598761	ENSG00000165501
KIAA0922	1394.03923927505	0.378966315634542	0.0584458757933397	6.48405572661001	8.92892174062183e-11	7.16370743405009e-10	ENSG00000121210	KIAA0922	protein_coding	chr4	153466346	153636711	chr4:153466346	TMEM131L	protein_coding	chr4	153466346	153636711	chr4:153466346	ENSG00000121210
SLC39A6	6435.25932105938	-0.218865960900576	0.0337549964836982	-6.48395744927054	8.93474297404698e-11	7.16532095394147e-10	ENSG00000141424	SLC39A6	protein_coding	chr18	36108532	36129385	chr18:36108532	SLC39A6	protein_coding	chr18	36108531	36129385	chr18:36108531	ENSG00000141424
ZC2HC1C	199.846946342038	-0.967726875684506	0.149278549945119	-6.48269209501489	9.01002560805898e-11	7.22261473082511e-10	ENSG00000119703	ZC2HC1C	protein_coding	chr14	75064170	75079987	chr14:75064170	ZC2HC1C	protein_coding	chr14	75064109	75119502	chr14:75064109	ENSG00000119703
NFKB1	1413.96970738984	-0.3890424026336	0.0600143920870619	-6.48248510239382	9.02239957889406e-11	7.22945234259402e-10	ENSG00000109320	NFKB1	protein_coding	chr4	102501329	102617302	chr4:102501329	NFKB1	protein_coding	chr4	102501330	102617302	chr4:102501330	ENSG00000109320
PLEKHA6	1297.39247841219	-0.400650467988711	0.0618130261684104	-6.48165108268819	9.072425647009e-11	7.26644108678242e-10	ENSG00000143850	PLEKHA6	protein_coding	chr1	204218851	204377665	chr1:204218851	PLEKHA6	protein_coding	chr1	204218853	204377665	chr1:204218853	ENSG00000143850
TRIB3	1627.83693813538	0.375358952582678	0.0579204462411502	6.48059497020932	9.13616253138892e-11	7.31437516242231e-10	ENSG00000101255	TRIB3	protein_coding	chr20	362835	397559	chr20:362835	TRIB3	protein_coding	chr20	362835	397559	chr20:362835	ENSG00000101255
ATP6AP1	4635.06470647445	0.269020921803525	0.0415288461370108	6.47792912222938	9.29900131794237e-11	7.44157526745635e-10	ENSG00000071553	ATP6AP1	protein_coding	chrX	154428632	154436516	chrX:154428632	ATP6AP1	protein_coding	chrX	154428633	154436516	chrX:154428633	ENSG00000071553
ARL5A	2856.81620904265	-0.353265106923991	0.0545518461905221	-6.4757681287305	9.43308131953917e-11	7.54566258167816e-10	ENSG00000162980	ARL5A	protein_coding	chr2	151788984	151828492	chr2:151788984	ARL5A	protein_coding	chr2	151788984	151828492	chr2:151788984	ENSG00000162980
B4GALNT2	879.181114553765	0.483014951595438	0.0745940983766372	6.47524351265191	9.4659154573152e-11	7.56870774193323e-10	ENSG00000167080	B4GALNT2	protein_coding	chr17	49132460	49176840	chr17:49132460	B4GALNT2	protein_coding	chr17	49132460	49176840	chr17:49132460	ENSG00000167080
GOLM1	5928.80244523397	-0.225194694254271	0.0347815834615294	-6.47453829994113	9.5102287011305e-11	7.60090781782661e-10	ENSG00000135052	GOLM1	protein_coding	chr9	86026146	86100173	chr9:86026146	GOLM1	protein_coding	chr9	86026146	86100173	chr9:86026146	ENSG00000135052
UQCRB	8278.17709410884	0.282495164901435	0.0436346509223527	6.47410163551283	9.53776885817252e-11	7.61968059247207e-10	ENSG00000156467	UQCRB	protein_coding	chr8	96225920	96235634	chr8:96225920	UQCRB	protein_coding	chr8	96222947	96235546	chr8:96222947	ENSG00000156467
BZW2	5259.0687322661	0.241585463183023	0.0373257656941829	6.47235116788705	9.64895467593383e-11	7.70523319047183e-10	ENSG00000136261	BZW2	protein_coding	chr7	16646131	16706523	chr7:16646131	BZW2	protein_coding	chr7	16646131	16706523	chr7:16646131	ENSG00000136261
RPS28	11273.7324842688	0.282353975537465	0.0436456752044739	6.46923146943371	9.85026093937294e-11	7.86264886357587e-10	ENSG00000233927	RPS28	protein_coding	chr19	8321158	8323340	chr19:8321158	RPS28	protein_coding	chr19	8321158	8323340	chr19:8321158	ENSG00000233927
ZNF587	2176.35555838762	0.328557784053497	0.0507985052553532	6.46786322553996	9.93984017527922e-11	7.93078635283416e-10	ENSG00000198466	ZNF587	protein_coding	chr19	57849857	57865112	chr19:57849857	ZNF587	protein_coding	chr19	57849859	57865117	chr19:57849859	ENSG00000198466
