gene_id	TPM_encode	SRR5931685	SRR5931686	SRR5931687	gene_name.107	median_TPM
ENSG00000116478	46.5	42.7499	43.4981	46.7497	HDAC1	44.99905
ENSG00000116489	40.62	62.2887	62.6671	66.7475	CAPZA1	62.4779
ENSG00000116497	11.07	5.463283	5.602453	6.0464436	S100PBP	5.8244483
ENSG00000116514	6.01	6.31429	6.51334	7.23472	RNF19B	6.413815
ENSG00000116521	25.27	30.53217	30.34074	32.55795	SCAMP3	30.436455
ENSG00000116525	3.88	4.050055	3.533574	3.790227	TRIM62	3.8351135
ENSG00000116539	15.32	18.00763	17.437586	17.304785	ASH1L	17.3711855
ENSG00000116560	105.17	109.707	103.959	111.104	SFPQ	107.4385
ENSG00000116574	3.16	6.20023	6.37795	6.25243	RHOU	6.22633
ENSG00000116580	13.58	9.05946	8.3049227	8.340359	GON4L	8.6999095
ENSG00000116584	7.2	5.579729	5.554243	5.3327050051683	ARHGEF2	5.566986
ENSG00000116586	23.17	36.399973	36.8055	41.283099	LAMTOR2	36.6027365
ENSG00000116604	6.9	8.248959	7.405204	7.6606625	MEF2D	7.53293325
ENSG00000116641	9.48	9.17674	8.26959	8.827872	DOCK7	9.002306
ENSG00000116649	40.18	73.1289	61.8276	69.1633	SRM	65.49545
ENSG00000116661	1.38	2.69362	2.90844	3.03715	FBXO2	2.80103
ENSG00000116663	1.76	2.67736	3.09399	3.20555	FBXO6	2.885675
ENSG00000116667	19.74	4.40594	4.3316	4.59807	C1orf21	4.502005
ENSG00000116668	0.68	1.416328	1.703457	1.683681	SWT1	1.5500045
ENSG00000116670	11.94	14.6274445	13.968523	14.646323	MAD2L2	14.29798375
ENSG00000116675	3.78	2.36092286273	2.060236	2.410603	DNAJC6	2.385762931365
ENSG00000116678	0.96	1.3358907	1.2921832	1.2248609	LEPR	1.25852205
ENSG00000116679	23.71	33.67895	34.59048	35.62361	IVNS1ABP	34.134715
ENSG00000116685	16.19	12.14893958	11.94446	13.31181	KIAA2013	12.73037479
ENSG00000116688	15.7	14.61665	15.2164	15.72018	MFN2	15.4582
ENSG00000116691	9.43	7.20017	7.1068	7.31569	MIIP	7.25793
ENSG00000116698	32.68	33.61231	30.3786	33.30073	SMG7	32.990365
ENSG00000116704	3.12	4.89633	5.13174	5.74778	SLC35D1	5.014035
ENSG00000116717	6.23	26.95245	22.375272	27.78788	GADD45A	24.663861
ENSG00000116729	1.69	1.8381019	2.083713	2.098302	WLS	1.96090745
ENSG00000116731	13.5	10.427117	9.677617	10.104993	PRDM2	10.266055
ENSG00000116747	20.59	19.7273	19.49418	21.60412	RO60	20.15865
ENSG00000116750	14.75	35.84228	33.8838	37.67361	UCHL5	34.86304
ENSG00000116752	76.26	300.912	291.189	320.112	BCAS2	296.0505
ENSG00000116754	34.31	53.98423	52.8661	56.54831	SRSF11	53.425165
ENSG00000116761	1.19	1.443386	1.56773	1.960462	CTH	1.505558
ENSG00000116771	1.31	2.88404	3.54446	3.40493	AGMAT	3.144485
ENSG00000116786	12.38	11.88937	11.29165	11.70296	PLEKHM2	11.796165
ENSG00000116791	6.11	8.112588	8.080745	10.248227	CRYZ	8.0966665
ENSG00000116793	11.08	17.3710651	16.021436	18.0599012	PHTF1	16.69625055
ENSG00000116809	11.97	6.943599	6.597596	7.082717	ZBTB17	7.013158
ENSG00000116815	6.17	23.67679	22.12755	27.43452	CD58	22.90217
ENSG00000116830	29.84	9.40084	9.05329	9.51614	TTF2	9.45849
ENSG00000116833	0.29	1.2421788	1.420135	1.51862	NR5A2	1.3311569
ENSG00000116857	38.56	30.873768	32.187565	35.1283	TMEM9	33.6579325
ENSG00000116863	7.6	8.73898	8.80017	9.78139	ADPRS	8.769575
ENSG00000116871	14.34	20.76202	18.06709	19.17628	MAP7D1	18.621685
ENSG00000116874	4.18	6.55593	7.02554	6.6558	WARS2	6.605865
ENSG00000116885	1.36	2.078024	1.711618	2.101758	OSCP1	1.894821
ENSG00000116898	24.68	40.5453	40.1561	46.0396	MRPS15	40.3507
ENSG00000116903	5.55	4.34903	4.17092	5.10552	EXOC8	4.727275
ENSG00000116906	9.76	10.51	10.2275	11.3047	GNPAT	10.36875
ENSG00000116918	11.47	13.8163	13.6775	14.8751	TSNAX	13.7469
ENSG00000116922	9.39	9.62959	8.97049	9.2534	C1orf109	9.3217
ENSG00000116954	7.05	14.7826	14.838	16.4066	RRAGC	14.8103
ENSG00000116977	14.98	22.400787002365	22.499812410004	22.970876	LGALS8	22.4502997061845
ENSG00000116984	11.68	5.285963	5.495017	5.662128	MTR	5.5785725
ENSG00000116985	0.79	1.655582	1.5941144	1.930434	BMP8B	1.6248482
ENSG00000116990	2.11	1.921663	1.884135	1.755136	MYCL	1.902899
ENSG00000116991	12.29	9.01310137829	8.89677999	9.1187778	SIPA1L2	9.065939589145
ENSG00000117000	4.67	10.1988	9.38593	10.7573	RLF	9.792365
ENSG00000117010	0.99	2.308483	2.442516	2.611313	ZNF684	2.3754995
ENSG00000117036	7.32	8.62591	7.87704	8.80356	ETV3	8.251475
ENSG00000117054	5.51	7.043053	8.066611	7.151635	ACADM	7.097344
ENSG00000117118	29.58	47.5717	44.6341	52.1444	SDHB	46.1029
ENSG00000117122	1.31	3.179008	3.088096	3.156000621179	MFAP2	3.1220483105895
ENSG00000117133	9.57	30.75093	28.01826	31.34898	RPF1	29.384595
ENSG00000117139	63.09	45.30182	44.79209	45.27669	KDM5B	45.289255
ENSG00000117143	5.53	17.22231	17.029536	17.7461656	UAP1	17.125923
ENSG00000117151	2.67	2.61821	2.577	3.07593	CTBS	2.644105
ENSG00000117153	12.93	15.77963	16.70393	17.684	KLHL12	16.24178
ENSG00000117155	6.86	13.929722	14.1095581	14.300259	SSX2IP	14.01964005
ENSG00000117174	2.32	7.236757	6.669032	7.469255	ZNHIT6	6.9528945
ENSG00000117222	11.98	14.79654	14.50166	15.00008	RBBP5	14.6491
ENSG00000117242	1.69	1.65551	1.61023	1.7474	PINK1-AS	1.672755
ENSG00000117262	18.75	30.51311	27.50471	30.01192	GPR89A	28.758315
ENSG00000117266	8.84	7.18708	7.05783	6.310906	CDK18	7.122455
ENSG00000117280	7.49	9.844205	10.617216	11.144212	RAB29	10.2307105
ENSG00000117298	27.62	20.55645	19.536276	20.621728	ECE1	20.589089
ENSG00000117305	9.46	6.960009	7.360964	7.462735	HMGCL	7.4118495
ENSG00000117308	9.96	7.310451	6.261832616	7.5432	GALE	7.4268255
ENSG00000117318	60.01	64.6507	61.3441	62.4178	ID3	61.88095
ENSG00000117335	29.11	38.554999	40.531322	43.509188	CD46	39.5431605
ENSG00000117360	70.2	69.1804	67.8464	70.8488	PRPF3	69.6902
ENSG00000117362	98.31	72.46288	78.62741	84.63011	APH1A	81.62876
ENSG00000117385	4.38	3.205811	3.222	3.887242	P3H1	3.554621
ENSG00000117394	47.5	22.4356	21.0732	22.5268	SLC2A1	22.4812
ENSG00000117395	30	56.39001	54.61576	58.53626	EBNA1BP2	55.502885
ENSG00000117399	37.25	33.35254	34.08658	36.94131	CDC20	35.513945
ENSG00000117408	7.03	5.964244	5.305419	6.110841	IPO13	6.0375425
ENSG00000117410	47.31	43.20993	42.15146	50.05484	ATP6V0B	45.259965
ENSG00000117411	14.44	11.39355	10.283702	10.5836	B4GALT2	10.988575
ENSG00000117419	19.19	12.200803	13.3118	13.29453	ERI3	13.303165
ENSG00000117448	36.3	18.48224	19.52064	22.28893	AKR1A1	20.904785
ENSG00000117450	241.96	288.896964	300.78365	342.78386	PRDX1	294.840307
ENSG00000117461	31.06	23.208427852	24.22925199	24.351462	PIK3R3	24.290356995
ENSG00000117472	3.16	4.88936	5.7194	5.68786	TSPAN1	5.28861
ENSG00000117475	9.61	22.47093	21.76937	24.91297	BLZF1	22.12015
ENSG00000117479	11.05	20.09808	20.14504	22.98949	SLC19A2	20.12156
ENSG00000117480	19.48	6.10701	6.04488	6.13359	FAAH	6.1203
ENSG00000117481	7.03	5.79515	5.813715	5.662069	NSUN4	5.8044325
ENSG00000117500	7.34	20.72151	21.64324	23.58015	TMED5	21.182375
ENSG00000117505	9.46	12.10593	11.64606	13.71001	DR1	11.875995
ENSG00000117523	55.18	57.31325	50.24089	51.08387	PRRC2C	53.131935
ENSG00000117525	1.06	1.1059111	1.223316	1.485524	F3	1.16461355
ENSG00000117528	11.02	10.96238	11.62511	11.05039	ABCD3	11.035195
ENSG00000117533	1.91	5.07024	5.3322	6.51045	VAMP4	5.20122
ENSG00000117543	4.76	9.528264	9.261564	12.09339	DPH5	9.394914
ENSG00000117569	4.42	8.84231	9.339538	9.716647	PTBP2	9.090924
ENSG00000117592	106.66	107.236	111.688	120.966	PRDX6	109.462
ENSG00000117593	19.23	24.7473	25.613	28.7679	DARS2	25.18015
ENSG00000117595	6.09	3.302697	3.47652	3.543189	IRF6	3.5098545
ENSG00000117597	1.52	2.13788	2.16428	2.25151	UTP25	2.15108
ENSG00000117602	2.72	4.414323	4.235053	4.71775	RCAN3	4.324688
ENSG00000117614	10.52	26.125181	27.468142	30.49106	SYF2	26.7966615
ENSG00000117616	24.05	27.0566	28.0881	30.1674	RSRP1	27.57235
ENSG00000117620	9.35	13.311912	13.937245	13.70859	SLC35A3	13.510251
ENSG00000117625	8.91	11.39336	10.004398	10.7064208	RCOR3	10.3554094
ENSG00000117632	89.9	144.325303	143.27988	155.33359	STMN1	143.8025915
ENSG00000117640	10.34	8.385039	8.859576293943	9.189973	MTFR1L	9.0247746469715
ENSG00000117643	1.19	2.07613932335	2.159845	2.249662	MAN1C1	2.117992161675
ENSG00000117650	5.05	9.346789	8.88433	10.408086	NEK2	9.1155595
ENSG00000117676	10.01	7.016376	6.821938	7.348725	RPS6KA1	7.1825505
ENSG00000117682	11.98	10.836492	11.360199	11.90861	DHDDS	11.6344045
ENSG00000117691	14.01	11.0539	10.1965	11.7339	NENF	11.3939
ENSG00000117697	4.24	6.8024715	6.5637585	7.0150952	NSL1	6.683115
ENSG00000117713	25.75	17.0871019	15.745401	15.659966	ARID1A	16.41625145
ENSG00000117724	16.73	15.41178	13.85726	16.17524	CENPF	15.79351
ENSG00000117748	11.52	25.741797	24.486041	26.04191	RPA2	25.113919
ENSG00000117751	10.37	14.739328	14.836324	15.854516	PPP1R8	14.787826
ENSG00000117758	8.66	15.586	15.0451	16.7995	STX12	15.31555
ENSG00000117791	1.66	1.729795	1.888293	2.072701	MTARC2	1.809044
ENSG00000117859	23.52	24.45525	23.55089	24.9297400636782	OSBPL9	24.00307
ENSG00000117862	10.41	15.10692	15.853433	17.664117	TXNDC12	15.4801765
ENSG00000117868	28.49	27.7783	28.5615	28.1825	ESYT2	28.33625
ENSG00000117877	9.03	9.59317	8.84808	8.91627	POLR1G	8.973135
ENSG00000117899	14.45	18.858939	17.810744	20.270116	MESD	18.3348415
ENSG00000117906	27.56	68.25191	65.4776	75.87847	RCN2	66.864755
ENSG00000117983	5.07	15.3155	13.9642	13.321	MUC5B	13.6426
ENSG00000117984	456.27	345.279	327.442	384.024	CTSD	364.6515
ENSG00000118007	11.93	18.487692	17.264734	19.136486	STAG1	17.876213
ENSG00000118046	25.83	14.67784	15.88464	16.36473	STK11	16.124685
ENSG00000118058	26.34	17.66711	16.1053	15.26752	KMT2A	16.886205
ENSG00000118096	12.12	16.11946	16.49304	18.83374	IFT46	16.30625
ENSG00000118162	6.47	3.15782	3.0401	2.85234	KPTN	3.09896
ENSG00000118181	602.68	726.517	727.08	809.747	RPS25	726.7985
ENSG00000118193	6.5	14.65281	14.68243	15.49288	KIF14	14.66762
ENSG00000118197	11.36	11.880488	10.779028	12.17572	DDX59	11.620244
ENSG00000118200	15.55	36.29032	34.3993958598	34.3547	CAMSAP2	34.3770479299
ENSG00000118217	2.75	6.33886	5.66343	6.19181	ATF6	5.92762
ENSG00000118242	40.08	73.3785	75.4775	83.7136	MREG	74.428
ENSG00000118246	7.85	18.88107	18.21811	20.31551	FASTKD2	18.54959
ENSG00000118260	19.36	12.94507	12.32354	12.53164	CREB1	12.738355
ENSG00000118263	5.8	3.013862	2.930968	2.912233	KLF7	2.972415
ENSG00000118276	1.15	1.15399	1.23758	1.03173	B4GALT6	1.151995
ENSG00000118292	1.16	5.343113	3.611282	3.827055	C1orf54	3.7191685
ENSG00000118363	63.8	82.085839	82.58248	92.115405	SPCS2	82.3341595
ENSG00000118369	2.19	1.802495	1.900208	2.014805	USP35	1.9575065
ENSG00000118402	0.62	1.92976	1.89428	1.88303	ELOVL4	1.888655
ENSG00000118412	9.35	10.13	9.98783	10.1479	CASP8AP2	10.058915
ENSG00000118418	20.61	46.52847	43.41688	51.55081	HMGN3	44.972675
ENSG00000118420	2.79	2.76687	4.44277	2.92901	UBE3D	2.859505
ENSG00000118454	5.91	8.80303	8.050054	9.41252	ANKRD13C	8.426542
ENSG00000118482	14.23	17.783406	17.42928	17.49383	PHF3	17.461555
ENSG00000118496	2	4.25252	4.18259	4.5228	FBXO30	4.217555
ENSG00000118503	1.5	7.541901	7.331836	7.4496	TNFAIP3	7.390718
ENSG00000118507	0.65	1.217936	1.460082	1.067189	AKAP7	1.1425625
ENSG00000118508	6.03	27.841	27.1186	31.3868	RAB32	27.4798
ENSG00000118513	29.99	18.04826374	17.718614	20.202507	MYB	19.12538537
ENSG00000118515	6.57	8.777187	8.646222	10.151987	SGK1	8.7117045
ENSG00000118518	7.81	16.018768	16.413658	15.696775913	RNF146	15.8577719565
ENSG00000118523	1.88	1.22106	0.977196	1.24472	CCN2	1.23289
ENSG00000118564	9.12	12.2392	12.48402	12.63501	FBXL5	12.36161
ENSG00000118579	14.39	16.11704	18.14195	18.90565	MED28	17.129495
ENSG00000118596	5.09	9.116191	9.4164617	10.2666844	SLC16A7	9.26632635
ENSG00000118600	8.69	15.5785	13.74877	16.16416	RXYLT1	14.663635
ENSG00000118620	4.57	7.309664	7.515852	7.788782	ZNF430	7.412758
ENSG00000118640	54.83	86.33545	88.233628	88.69525	VAMP8	87.284539
ENSG00000118655	16.84	20.0361	19.9479	21.5765	DCLRE1B	19.992
ENSG00000118680	160.46	311.71546	320.98398	343.96102	MYL12B	316.34972
ENSG00000118689	19.04	17.0270996	17.73848	17.6903796	FOXO3	17.7144298
ENSG00000118705	95.76	81.47666	79.21776	86.241581	RPN2	83.8591205
ENSG00000118707	23.77	11.577777	11.95483	13.107145	TGIF2	12.5309875
ENSG00000118762	3.11	6.025997	5.922456	6.378785	PKD2	5.9742265
ENSG00000118777	7.98	3.577788	3.300484	4.069361	ABCG2	3.8235745
ENSG00000118804	1.53	3.41938	3.99298	4.01599	STBD1	3.70618
ENSG00000118816	76.35	104.723	107.335	115.691	CCNI	106.029
ENSG00000118855	12.26	19.086087	19.66417818	20.9636610571	MFSD1	19.37513259
ENSG00000118873	9.09	7.4821	7.73199	7.90693	RAB3GAP2	7.81946
ENSG00000118894	5.81	5.02621	4.94534	5.26954000033657	EEF2KMT	5.14787500016828
ENSG00000118898	17.08	19.535904	17.7664	18.0536	PPL	17.91
ENSG00000118900	18.68	16.993559	16.111696	16.786588	UBN1	16.8900735
ENSG00000118939	7.95	37.218178	32.731959	39.740502	UCHL3	34.9750685
ENSG00000118960	10.39	6.923096	6.950005	7.653838	HS1BP3	7.3019215
ENSG00000118961	5.81	8.458657	8.248224	8.614084	LDAH	8.3534405
ENSG00000118965	1.56	2.227092	2.448852	2.463023	WDR35	2.337972
ENSG00000118972	0	184.872	197.338	212.692	FGF23	191.105
ENSG00000118985	1.7	8.01398	7.19096	8.15464	ELL2	7.60247
ENSG00000119004	5.82	7.53683	7.7323	7.923999	CYP20A1	7.634565
ENSG00000119013	30.75	48.7421	45.757509	51.55826	NDUFB3	47.2498045
ENSG00000119041	13.7	17.01578	18.05878	18.2556	GTF3C3	17.53728
ENSG00000119042	12.37	4.947116	4.872836166031	4.749947	SATB2	4.9099760830155
ENSG00000119048	41.53	26.197	26.947	28.803	UBE2B	27.875
ENSG00000119138	5.43	6.97965	7.31024	7.33698	KLF9	7.144945
ENSG00000119139	20.31	24.320029	22.9605225	24.7642497	TJP2	23.64027575
ENSG00000119185	32.78	28.84409	28.075496	28.1495	ITGB1BP1	28.496795
ENSG00000119203	16.42	28.456321	29.1080379	32.185608	CPSF3	28.78217945
ENSG00000119227	2.07	1.404962	1.492717	1.54745	PIGZ	1.5200835
ENSG00000119231	16.06	21.43978	23.2787	24.81602	SENP5	22.35924
ENSG00000119242	8.1	8.674165	7.59634	8.03245	CCDC92	8.066225
ENSG00000119280	13.49	6.975543	7.287007	7.753231	C1orf198	7.520119
ENSG00000119285	12.51	11.416879	11.283759	12.00089	HEATR1	11.7088845
ENSG00000119314	47.78	52.380444	52.751169	54.0147837	PTBP3	52.5658065
ENSG00000119318	59.43	121.93982	118.14145	128.62494	RAD23B	120.040635
ENSG00000119321	8.44	12.6188	12.0152	12.321	FKBP15	12.1681
ENSG00000119326	7.51	18.8827	18.23875	17.866874	CTNNAL1	18.052812
ENSG00000119328	4.64	20.161742	19.317648	22.11917	ABITRAM	19.739695
ENSG00000119333	85.2	60.7578	62.8837	68.8047	DYNC2I2	65.8442
ENSG00000119335	231.99	580.8759	544.3818	604.7738	SET	562.62885
ENSG00000119383	82.17	68.855045	76.385718	82.282318	PTPA	79.277859
ENSG00000119392	16.99	21.680957	21.129838	23.02915	GLE1	21.4053975
ENSG00000119396	26.28	43.7443	47.7714	49.0527	RAB14	45.75785
ENSG00000119397	3.29	6.9864315	6.79142943	6.054443	CNTRL	6.422936215
ENSG00000119401	7.48	4.45142	4.43583	5.18727	TRIM32	4.819345
ENSG00000119402	24.25	10.255	10.5483	11.0871	FBXW2	10.8177
ENSG00000119403	23.98	26.215253	24.717189	29.199758	PHF19	25.466221
ENSG00000119408	10.54	10.673539	10.1859670996102	10.730031	NEK6	10.6067695
ENSG00000119411	10.89	11.4396	11.2521	12.655	BSPRY	11.34585
ENSG00000119414	19.6	33.244662	32.527355	34.731071	PPP6C	32.8860085
ENSG00000119421	20.89	34.6088	35.0019	40.3534	NDUFA8	34.80535
ENSG00000119431	13.23	12.29682	13.4698	15.24235	HDHD3	13.3499
ENSG00000119446	9.01	7.66654	8.30606	9.0361	RBM18	8.65803
ENSG00000119471	8.76	13.61834	14.08556	14.76844	HSDL2	13.85195
ENSG00000119487	35.99	43.118148	42.0741580549404	43.876236	MAPKAP1	42.5961530274702
ENSG00000119508	0.2	5.469884	4.922418	4.671979	NR4A3	4.7971985
ENSG00000119509	3.46	4.871777	4.464284	5.338446	INVS	4.6680305
ENSG00000119514	1.76	2.64925	3.2596	2.87781	GALNT12	2.76353
ENSG00000119522	7.31	11.514532	11.277197	11.572669	DENND1A	11.3958645
ENSG00000119523	11.33	36.0613	35.9349	38.0016	ALG2	35.9981
ENSG00000119537	8.41	5.63447	4.100866	5.444725	KDSR	5.5395975
ENSG00000119541	15.49	14.121546	14.9075	14.8966	VPS4B	14.90205
ENSG00000119547	1.72	1.20501	1.10649	1.27815	ONECUT2	1.24158
ENSG00000119559	9.68	6.627262	7.151133	7.719198	C19orf25	7.4351655
ENSG00000119574	7.14	5.608237	5.493793	5.276893	ZBTB45	5.551015
ENSG00000119596	23.09	19.856446	18.56368	17.888808	YLPM1	19.210063
ENSG00000119599	16.59	15.52494	15.17217	15.308634	DCAF4	15.416787
ENSG00000119616	18.47	39.56878	41.91554	46.70387	FCF1	40.74216
ENSG00000119632	2.57	7.0884	6.80375	6.115	IFI27L2	6.459375
ENSG00000119636	1.01	2.253411	2.61117	3.25307	BBOF1	2.4322905
ENSG00000119638	4.96	1.63503	1.72406	1.71387	NEK9	1.718965
ENSG00000119640	6.85	17.270331	16.89046	18.0675492	ACYP1	17.0803955
ENSG00000119650	11	19.697069	17.981582	21.407719	IFT43	18.8393255
ENSG00000119655	41.88	52.25699	52.435923	58.40639	NPC2	52.3464565
ENSG00000119661	4.79	8.95047	10.0489683	11.59772	DNAL1	9.49971915
ENSG00000119669	33.9	14.5237	14.5226	15.4459	IRF2BPL	14.9848
ENSG00000119673	9.25	7.07204	7.240946	8.05365	ACOT2	7.647298
ENSG00000119682	16.64	13.918	13.638	14.3513	AREL1	14.13465
ENSG00000119684	9.79	7.7378	7.99207000046983	8.221843	MLH3	8.10695650023492
ENSG00000119685	19.25	14.792982	13.496751	14.349061	TTLL5	14.5710215
ENSG00000119686	8.49	10.767003	10.808973	11.993652	FLVCR2	10.787988
ENSG00000119688	13.92	6.9012	7.20131	6.702871	ABCD4	7.051255
ENSG00000119689	42.56	36.02358	36.721852	38.846092	DLST	37.783972
ENSG00000119699	2.34	1.053343	0.8667039	0.995363	TGFB3	1.024353
ENSG00000119705	63.53	173.9736012	153.6270255	171.864185	SLIRP	162.74560525
ENSG00000119707	30.7	85.0173	81.00145	80.96886	RBM25	80.985155
ENSG00000119711	10.21	7.07457	7.091299	8.83236	ALDH6A1	7.9618295
ENSG00000119714	1.34	1.322819	1.1351076	1.422897	GPR68	1.3314095
ENSG00000119718	23.73	12.5023	11.0428	11.7676	EIF2B2	12.13495
ENSG00000119720	9.31	2.47601	2.62031	2.74351	NRDE2	2.68191
ENSG00000119723	13.46	11.06458	11.88387	12.35157	COQ6	12.11772
ENSG00000119725	19.26	26.646254	28.332792	30.838112	ZNF410	27.489523
ENSG00000119729	10.49	39.22697	34.9844	37.2897	RHOQ	36.13705
ENSG00000119737	0.44	1.0905	1.0862	0.981364	GPR75	1.033782
ENSG00000119760	8.31	15.116347	13.986021	15.82142	SUPT7L	14.551184
ENSG00000119772	19.99	14.938056	14.592954	15.801426	DNMT3A	15.369741
ENSG00000119777	25.44	25.74489	22.467835	24.204016	TMEM214	24.822008
ENSG00000119778	9.48	10.0687	9.28778	10.0039	ATAD2B	9.74195
ENSG00000119787	21.44	34.683325	34.47843	37.917555	ATL2	34.5808775
ENSG00000119801	18.04	31.36136	29.058366	31.0043299	YPEL5	30.03134795
ENSG00000119812	13.52	25.055508	24.796487	26.8862	FAM98A	24.9259975
ENSG00000119820	15.68	4.85912	5.49616	5.87441	YIPF4	5.685285
ENSG00000119844	9.02	20.50352	20.64156	22.18792	AFTPH	20.57254
ENSG00000119862	1.85	3.65478	3.789592	3.76198	LGALSL	3.70838
ENSG00000119878	6.57	7.39146	8.46885	9.80664	CRIPT	7.930155
ENSG00000119888	99.96	179.88722	184.73614	201.29686	EPCAM	182.31168
ENSG00000119899	1	3.65106	3.81288	3.88852	SLC17A5	3.73197
ENSG00000119900	1.28	2.56327	2.78108	2.92007	OGFRL1	2.672175
ENSG00000119906	12.88	13.82756	14.198289	14.303539	SLF2	14.0129245
ENSG00000119912	17.21	21.5015	20.9701	22.7478	IDE	21.2358
ENSG00000119927	3.96	2.9443281	3.172393	3.0695435	GPAM	3.12096825
ENSG00000119929	6.35	10.9908	10.9186	12.1893	CUTC	10.9547
ENSG00000119938	2.04	2.7013	3.07341	3.20582	PPP1R3C	2.887355
ENSG00000119943	23.16	6.46265	6.76323	6.97073	PYROXD2	6.86698
ENSG00000119946	1.24	1.93095	2.01465	1.80076	CNNM1	1.865855
ENSG00000119950	7.28	8.355059	9.07801	9.27745	MXI1	8.7165345
ENSG00000119953	11.29	25.15195	21.2463	23.9754	SMNDC1	22.61085
ENSG00000119965	2.46	4.60289	5.20632	5.82125	C10orf88	4.904605
ENSG00000119969	41.67	21.587397	21.769648	23.00235	HELLS	22.385999
ENSG00000119977	11.11	12.500914	13.1045938	14.125885	TCTN3	12.8027539
ENSG00000119979	15.74	24.20326	24.4275	23.81408	DENND10	24.00867
ENSG00000119986	7.08	9.6057	9.739	11.1892	AVPI1	9.67235
ENSG00000120008	12.12	8.99126	9.52685	10.0467	WDR11	9.786775
ENSG00000120029	7.45	7.27999	7.54216	8.17033	ARMH3	7.49608
ENSG00000120053	10.87	21.3188	20.9716	22.817	GOT1	21.1452
ENSG00000120055	1.38	2.07679	1.99961	2.20476	C10orf95	2.0382
ENSG00000120063	41.72	69.336764	70.823992	75.412573	GNA13	70.080378
ENSG00000120071	16.29	7.245621	6.9484927	7.42336	KANSL1	7.3344905
ENSG00000120129	9.28	15.94	14.2481	15.2139	DUSP1	14.731
ENSG00000120137	45.77	26.818	27.9502	28.9439	PANK3	28.44705
ENSG00000120149	18.23	15.10006	14.57533	14.95515	MSX2	15.027605
ENSG00000120158	12.31	13.433122	11.500857	12.803015	RCL1	12.5565075
ENSG00000120159	6.03	13.80219	12.64418	14.633939	CAAP1	13.223185
ENSG00000120253	12.51	12.25449	12.9003	13.212423	NUP43	12.70515
ENSG00000120254	14.17	16.364383	16.259942	16.937562	MTHFD1L	16.3121625
ENSG00000120256	12.49	19.99947	20.540631	22.320354	LRP11	20.2700505
ENSG00000120262	6.95	12.7615	14.2045	14.5302	CCDC170	13.483
ENSG00000120265	35.78	46.0966600057805	46.2929200826094	50.34953	PCMT1	46.194790044195
ENSG00000120306	9.4	10.3598	9.86027	10.0816	CYSTM1	9.970935
ENSG00000120314	14.55	10.4786	11.1638	11.2508	WDR55	11.2073
ENSG00000120322	1.81	2.5849	2.52331	2.42276	PCDHB8	2.473035
ENSG00000120324	1.03	1.17385	1.1798	1.37411	PCDHB10	1.176825
ENSG00000120327	2.38	1.50015	1.73272	1.69341	PCDHB14	1.713065
ENSG00000120333	12.55	14.2785	13.0101	14.5956	MRPS14	13.6443
ENSG00000120334	11.04	12.211964	13.01117	13.78983	CENPL	12.611567
ENSG00000120370	4	9.690744	10.877043	10.450269	GORAB	10.0705065
ENSG00000120437	17.83	11.5214	10.4452	12.2142	ACAT2	11.8678
ENSG00000120438	49.84	89.90273	84.471793	97.903296	TCP1	87.1872615
ENSG00000120451	7.63	6.084009	6.3912422	6.764924	SNX19	6.5780831
ENSG00000120458	2.23	4.2530617	3.897002	4.401549	MSANTD2	4.07503185
ENSG00000120509	17.8	25.98859	23.18111	25.49827	PDZD11	24.33969
ENSG00000120519	1.95	4.9090264	4.465315	5.385742	SLC10A7	4.6871707
ENSG00000120526	13.9	27.16777	27.82996	31.34974	NUDCD1	27.498865
ENSG00000120533	73.01	95.83165	98.17849	109.93165	ENY2	97.00507
ENSG00000120539	7.81	18.9206	17.75228	18.77831	MASTL	18.265295
ENSG00000120549	10.5	3.5763672	3.309943	3.6420648	KIAA1217	3.609216
ENSG00000120594	12.69	5.13072	4.92785	5.13799	PLXDC2	5.134355
ENSG00000120616	11.48	12.777439	11.771454	12.424479	EPC1	12.0979665
ENSG00000120647	2.33	2.690376	3.0383746	2.773619	CCDC77	2.7319975
ENSG00000120656	8.93	15.75743	14.86105	15.340182	TAF12	15.100616
ENSG00000120662	3.47	5.47408	7.175212	6.09972	MTRF1	5.7869
ENSG00000120675	5.53	4.8469	4.29174	5.02289	DNAJC15	4.934895
ENSG00000120685	19.42	17.03246	14.830284	16.20577	PROSER1	16.619115
ENSG00000120686	15.28	42.81595	42.17049	42.63556	UFM1	42.403025
ENSG00000120688	2.73	14.6368	14.1547	14.9558	WBP4	14.39575
ENSG00000120690	42.91	55.752365	54.987897	58.70324	ELF1	55.370131
ENSG00000120694	41.83	81.966924	80.738563	91.482451	HSPH1	81.3527435
ENSG00000120696	4.07	3.77522	3.87768	4.44945	KBTBD7	3.97384
ENSG00000120697	11.44	28.4125	27.5517428	29.3261	ALG5	27.9821214
ENSG00000120699	17.49	29.0144	29.1395	32.2443	EXOSC8	29.07695
ENSG00000120705	52.56	103.99355	99.75064	106.45958	ETF1	101.872095
ENSG00000120708	3.83	33.973	30.17108	27.48682	TGFBI	28.82895
ENSG00000120709	15.07	11.736562	12.37011	13.057492	FAM53C	12.713801
ENSG00000120725	13.59	14.178499	14.812959	14.427514	SIL1	14.3030065
ENSG00000120727	42.44	85.100723	84.973332	90.864859	PAIP2	85.0370275
