baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
1705.35903526365	-0.511808420278776	0.0541920098613228	-9.44435206571027	3.57609905993384e-21	6.33855974751327e-20	ENSG00000100842	EFS	protein_coding	chr14	23356402	23365752	chr14:23356402	EFS	protein_coding	chr14	23356403	23365752	chr14:23356403	ENSG00000100842
4559.07701701724	-0.373261231150312	0.0395766684288596	-9.43134543579033	4.04861951235195e-21	7.14913976988646e-20	ENSG00000183684	ALYREF	protein_coding	chr17	81887844	81891586	chr17:81887844	ALYREF	protein_coding	chr17	81887835	81891586	chr17:81887835	ENSG00000183684
194.127370790337	-1.40860721925224	0.149375308506621	-9.42998701281212	4.10139749437203e-21	7.23554233387995e-20	ENSG00000198934	MAGEE1	protein_coding	chrX	76427724	76431353	chrX:76427724	MAGEE1	protein_coding	chrX	76427710	76431342	chrX:76427710	ENSG00000198934
1250.42801844501	-0.61126494739066	0.0648398438427965	-9.4273044344873	4.20762895013303e-21	7.41599531735724e-20	ENSG00000100258	LMF2	protein_coding	chr22	50502949	50507691	chr22:50502949	LMF2	protein_coding	chr22	50502949	50507702	chr22:50502949	ENSG00000100258
272.236178545975	-1.17678668637577	0.124858064003878	-9.42499545995854	4.30124175712223e-21	7.57389068206373e-20	ENSG00000130508	PXDN	protein_coding	chr2	1631887	1744852	chr2:1631887	PXDN	protein_coding	chr2	1631887	1744852	chr2:1631887	ENSG00000130508
911.441935706026	-0.681999228011788	0.0723703433759356	-9.42373900962538	4.35304449682736e-21	7.65793777430639e-20	ENSG00000144354	CDCA7	protein_coding	chr2	173354820	173368997	chr2:173354820	CDCA7	protein_coding	chr2	173354820	173368997	chr2:173354820	ENSG00000144354
870.769248190284	-0.734446539003229	0.0779579528990595	-9.42105983663009	4.46557502794749e-21	7.84856111921314e-20	ENSG00000169740	ZNF32	protein_coding	chr10	43643859	43648856	chr10:43643859	ZNF32	protein_coding	chr10	43643860	43648881	chr10:43643860	ENSG00000169740
1488.54653593937	-0.569304683489801	0.0604747192754234	-9.41392850286719	4.77932031462653e-21	8.39214732370368e-20	ENSG00000198833	UBE2J1	protein_coding	chr6	89326625	89352848	chr6:89326625	UBE2J1	protein_coding	chr6	89326625	89352722	chr6:89326625	ENSG00000198833
916.750691885997	-0.674972588522595	0.0717506807491014	-9.40719421022424	5.09557292715842e-21	8.93078699609891e-20	ENSG00000156052	GNAQ	protein_coding	chr9	77716087	78031458	chr9:77716087	GNAQ	protein_coding	chr9	77716097	78031811	chr9:77716097	ENSG00000156052
2391.84703497407	0.49776212309076	0.0529441354127848	9.40164796742646	5.37150656400835e-21	9.39688859932475e-20	ENSG00000052802	MSMO1	protein_coding	chr4	165327623	165343160	chr4:165327623	MSMO1	protein_coding	chr4	165327667	165343164	chr4:165327667	ENSG00000052802
1830.96365340813	-0.527342212842572	0.0562457923102195	-9.37567400480476	6.87351896108747e-21	1.20021724774569e-19	ENSG00000067141	NEO1	protein_coding	chr15	73051710	73305206	chr15:73051710	NEO1	protein_coding	chr15	73051710	73305205	chr15:73051710	ENSG00000067141
3019.81294449442	-0.402506131081372	0.0429362870922259	-9.37449785112532	6.95058263784527e-21	1.21142406939127e-19	ENSG00000160789	LMNA	protein_coding	chr1	156082573	156140089	chr1:156082573	LMNA	protein_coding	chr1	156082573	156140081	chr1:156082573	ENSG00000160789
3237.23361014426	-0.382161608247013	0.0407670945983981	-9.37426647671944	6.96584297684511e-21	1.21295965761619e-19	ENSG00000165650	PDZD8	protein_coding	chr10	117277274	117375467	chr10:117277274	PDZD8	protein_coding	chr10	117277274	117375440	chr10:117277274	ENSG00000165650
4831.58365987226	0.341127150320666	0.0363931649285606	9.37338511202019	7.02427766110728e-21	1.22200338293047e-19	ENSG00000074657	ZNF532	protein_coding	chr18	58862600	58986480	chr18:58862600	ZNF532	protein_coding	chr18	58862600	58986480	chr18:58862600	ENSG00000074657
6360.89573234858	-0.315039602286071	0.0336514851148572	-9.36183354793396	7.83647753031445e-21	1.3582746215216e-19	ENSG00000059573	ALDH18A1	protein_coding	chr10	95605929	95656706	chr10:95605929	ALDH18A1	protein_coding	chr10	95605941	95656711	chr10:95605941	ENSG00000059573
4069.58007412788	-0.400122285474986	0.0427875005907261	-9.3513825287965	8.65094292833716e-21	1.49806291630118e-19	ENSG00000122203	KIAA1191	protein_coding	chr5	176346061	176361968	chr5:176346061	KIAA1191	protein_coding	chr5	176346062	176361807	chr5:176346062	ENSG00000122203
3749.8397912599	-0.390062866485918	0.0417403425197566	-9.34498480220409	9.19026704114982e-21	1.58709603237766e-19	ENSG00000079616	KIF22	protein_coding	chr16	29790719	29805385	chr16:29790719	KIF22	protein_coding	chr16	29790727	29805385	chr16:29790727	ENSG00000079616
1066.33410731366	-0.623083941383199	0.0666757689338602	-9.34498321273616	9.19040507954522e-21	1.58709603237766e-19	ENSG00000136874	STX17	protein_coding	chr9	99906633	99970341	chr9:99906633	STX17	protein_coding	chr9	99906654	99974534	chr9:99906654	ENSG00000136874
1748.74247948242	-0.48558615775104	0.0520198246553028	-9.33463657305003	1.01338307597127e-20	1.74680862756331e-19	ENSG00000112414	ADGRG6	protein_coding	chr6	142301854	142446266	chr6:142301854	ADGRG6	protein_coding	chr6	142301854	142446266	chr6:142301854	ENSG00000112414
705.268258020497	-0.797082502810005	0.0854224936225139	-9.33106104736711	1.04816281913376e-20	1.80510530921516e-19	ENSG00000163808	KIF15	protein_coding	chr3	44761717	44873376	chr3:44761717	KIF15	protein_coding	chr3	44761721	44873376	chr3:44761721	ENSG00000163808
3714.93070915001	-0.405924908641731	0.0435037294180047	-9.33080713015221	1.05067712876002e-20	1.80777987954812e-19	ENSG00000138867	GUCD1	protein_coding	chr22	24540423	24555935	chr22:24540423	GUCD1	protein_coding	chr22	24540423	24555935	chr22:24540423	ENSG00000138867
2472.37183900739	-0.448177889605266	0.0480363152346122	-9.32998060772019	1.05890279965338e-20	1.82026746346266e-19	ENSG00000177225	PDDC1	protein_coding	chr11	767220	777488	chr11:767220	GATD1	protein_coding	chr11	767220	777488	chr11:767220	ENSG00000177225
15727.8330191384	-0.278409269709476	0.0298453829547359	-9.32838657596443	1.07494708724432e-20	1.84616026691476e-19	ENSG00000175166	PSMD2	protein_coding	chr3	184298709	184309054	chr3:184298709	PSMD2	protein_coding	chr3	184299198	184309050	chr3:184299198	ENSG00000175166
1020.20397636442	-0.62304144446187	0.0668393981095792	-9.32147000247416	1.14739432341665e-20	1.96878628158517e-19	ENSG00000186318	BACE1	protein_coding	chr11	117285207	117316259	chr11:117285207	BACE1	protein_coding	chr11	117285232	117316259	chr11:117285232	ENSG00000186318
6895.8400767694	0.32391270065568	0.0347601976218345	9.3184942208791	1.18003031227147e-20	2.02109745469739e-19	ENSG00000141551	CSNK1D	protein_coding	chr17	82239023	82273731	chr17:82239023	CSNK1D	protein_coding	chr17	82239023	82273700	chr17:82239023	ENSG00000141551
3609.92513806217	-0.421350042228996	0.0452162469067717	-9.31855408295494	1.17936483298326e-20	2.02109745469739e-19	ENSG00000153214	TMEM87B	protein_coding	chr2	112055223	112119318	chr2:112055223	TMEM87B	protein_coding	chr2	112055269	112119318	chr2:112055269	ENSG00000153214
9060.76528277385	-0.291853188561601	0.0313549040994282	-9.30805553211449	1.30193923831667e-20	2.22584266507121e-19	ENSG00000083307	GRHL2	protein_coding	chr8	101492432	101669726	chr8:101492432	GRHL2	protein_coding	chr8	101492439	101669726	chr8:101492439	ENSG00000083307
655.462047091872	-0.777778377371684	0.0836106009628894	-9.3023895105945	1.37324157534989e-20	2.34561135931244e-19	ENSG00000162437	RAVER2	protein_coding	chr1	64745095	64833232	chr1:64745095	RAVER2	protein_coding	chr1	64745075	64833232	chr1:64745075	ENSG00000162437
1653.99716001547	-0.52666209527976	0.0566785240149171	-9.29209263002595	1.512841849595e-20	2.58171541047945e-19	ENSG00000048140	TSPAN17	protein_coding	chr5	176647387	176659054	chr5:176647387	TSPAN17	protein_coding	chr5	176647387	176659054	chr5:176647387	ENSG00000048140
6919.14929869617	-0.341457082858045	0.0367745512574674	-9.28514614542601	1.61485406987295e-20	2.75081029329989e-19	ENSG00000127870	RNF6	protein_coding	chr13	26132115	26222493	chr13:26132115	RNF6	protein_coding	chr13	26132115	26222314	chr13:26132115	ENSG00000127870
459.294646890508	-0.96697523030661	0.104202317472606	-9.27978622510794	1.69818937728065e-20	2.89014926960541e-19	ENSG00000071051	NCK2	protein_coding	chr2	105744897	105894274	chr2:105744897	NCK2	protein_coding	chr2	105744912	105894274	chr2:105744912	ENSG00000071051
5342.36012175842	0.369497912566256	0.0398572952340814	9.27052150418635	1.85237985701311e-20	3.14971569538775e-19	ENSG00000164405	UQCRQ	protein_coding	chr5	132866560	132868031	chr5:132866560	UQCRQ	protein_coding	chr5	132866630	132868847	chr5:132866630	ENSG00000164405
1955.74565400866	0.492552445447759	0.0531355973955575	9.26972631513013	1.86624168270345e-20	3.17041924886369e-19	ENSG00000171223	JUNB	protein_coding	chr19	12791496	12793315	chr19:12791496	JUNB	protein_coding	chr19	12791486	12793315	chr19:12791486	ENSG00000171223
3201.16423380981	-0.41554438628175	0.0448390599671826	-9.26746427302187	1.90623719438129e-20	3.23252449752341e-19	ENSG00000175826	CTDNEP1	protein_coding	chr17	7243591	7252491	chr17:7243591	CTDNEP1	protein_coding	chr17	7243591	7252491	chr17:7243591	ENSG00000175826
2635.7933336777	-0.408172561288958	0.0441084705885055	-9.25383618708662	2.16576861950356e-20	3.66601662091665e-19	ENSG00000179632	MAF1	protein_coding	chr8	144104499	144107611	chr8:144104499	MAF1	protein_coding	chr8	144104461	144107611	chr8:144104461	ENSG00000179632
466.12723892126	-0.88669852458622	0.0959913058104504	-9.23727953380635	2.52843856526285e-20	4.26455745814647e-19	ENSG00000148384	INPP5E	protein_coding	chr9	136428619	136439822	chr9:136428619	INPP5E	protein_coding	chr9	136428619	136439845	chr9:136428619	ENSG00000148384
3596.18472387142	0.370820434099206	0.0401692898392266	9.23144112289204	2.67014867870224e-20	4.49550725619287e-19	ENSG00000133606	MKRN1	protein_coding	chr7	140453040	140479569	chr7:140453040	MKRN1	protein_coding	chr7	140453033	140479536	chr7:140453033	ENSG00000133606
4083.64894530103	0.360482788951551	0.0390545096987437	9.23024746008134	2.70007381815995e-20	4.54182363365975e-19	ENSG00000168672	FAM84B	protein_coding	chr8	126552442	126558393	chr8:126552442	LRATD2	protein_coding	chr8	126552443	126558478	chr8:126552443	ENSG00000168672
1963.74263347875	-0.477389476493624	0.0517682858100109	-9.2216589563278	2.92538607781595e-20	4.9120366588756e-19	ENSG00000184207	PGP	protein_coding	chr16	2211997	2214807	chr16:2211997	PGP	protein_coding	chr16	2211593	2214840	chr16:2211593	ENSG00000184207
732.249521618291	-0.732191014028475	0.0794253368031132	-9.21860760683328	3.00983088771762e-20	5.04481993533134e-19	ENSG00000168005	C11orf84	protein_coding	chr11	63813388	63827718	chr11:63813388	SPINDOC	protein_coding	chr11	63813456	63827716	chr11:63813456	ENSG00000168005
417.707944928516	-0.925849197461707	0.100432487095555	-9.21862262139167	3.00940952312008e-20	5.04481993533134e-19	ENSG00000185697	MYBL1	protein_coding	chr8	66562175	66614247	chr8:66562175	MYBL1	protein_coding	chr8	66562175	66614247	chr8:66562175	ENSG00000185697
1010.33492675542	-0.609717791591014	0.0661486313712429	-9.21739088098623	3.04417134513901e-20	5.09783493470029e-19	ENSG00000160703	NLRX1	protein_coding	chr11	119166568	119184016	chr11:119166568	NLRX1	protein_coding	chr11	119166568	119184016	chr11:119166568	ENSG00000160703
4591.26294158924	0.360733358868493	0.0392132909137108	9.19926255774581	3.60414664236056e-20	6.01950104407041e-19	ENSG00000135390	ATP5G2	protein_coding	chr12	53632726	53677408	chr12:53632726	ATP5MC2	protein_coding	chr12	53632726	53677408	chr12:53632726	ENSG00000135390
2571.04278335263	0.457547782028063	0.0497428380389392	9.19826451538391	3.63777363578162e-20	6.07027249285795e-19	ENSG00000179151	EDC3	protein_coding	chr15	74630558	74696292	chr15:74630558	EDC3	protein_coding	chr15	74630558	74696292	chr15:74630558	ENSG00000179151
2200.17798607757	-0.446721667284249	0.0485745032591518	-9.19662862841698	3.69356355821218e-20	6.1579039251541e-19	ENSG00000031823	RANBP3	protein_coding	chr19	5916139	5978142	chr19:5916139	RANBP3	protein_coding	chr19	5916139	5978142	chr19:5916139	ENSG00000031823
663.443320307197	-0.750476423946351	0.0816470744614014	-9.19171236565418	3.86636750657821e-20	6.4402929431984e-19	ENSG00000157657	ZNF618	protein_coding	chr9	113876282	114056591	chr9:113876282	ZNF618	protein_coding	chr9	113876282	114056593	chr9:113876282	ENSG00000157657
13753.5720546385	-0.248390298392163	0.0270284877992516	-9.18994433713902	3.93044694757745e-20	6.54123763682668e-19	ENSG00000143321	HDGF	protein_coding	chr1	156742107	156766925	chr1:156742107	HDGF	protein_coding	chr1	156742109	156766925	chr1:156742109	ENSG00000143321
347.347292163086	-1.02471557843333	0.111545507922238	-9.1865248320685	4.05737489535947e-20	6.74650683307959e-19	ENSG00000240204	SMKR1	protein_coding	chr7	129502479	129512932	chr7:129502479	SMKR1	protein_coding	chr7	129502531	129512918	chr7:129502531	ENSG00000240204
2771.74731958676	-0.431872607943935	0.0470306270465028	-9.18279502242037	4.20044389586279e-20	6.97822861356852e-19	ENSG00000124532	MRS2	protein_coding	chr6	24402908	24426194	chr6:24402908	MRS2	protein_coding	chr6	24402908	24426194	chr6:24402908	ENSG00000124532
727.37639515925	-0.778837112027537	0.0848743974763806	-9.17634923115981	4.45954279350018e-20	7.39560509475876e-19	ENSG00000110492	MDK	protein_coding	chr11	46380756	46383837	chr11:46380756	MDK	protein_coding	chr11	46380756	46383837	chr11:46380756	ENSG00000110492
1728.76659975726	-0.508197703483667	0.0553850781610348	-9.17571519906602	4.48586657025029e-20	7.43270543789665e-19	ENSG00000137822	TUBGCP4	protein_coding	chr15	43369221	43409771	chr15:43369221	TUBGCP4	protein_coding	chr15	43369221	43409771	chr15:43369221	ENSG00000137822
4073.31555659761	0.352601357779895	0.0384381148086111	9.17322193181294	4.59088011303995e-20	7.5866512658901e-19	ENSG00000023909	GCLM	protein_coding	chr1	93885205	93909456	chr1:93885205	GCLM	protein_coding	chr1	93885199	93909456	chr1:93885199	ENSG00000023909
50044.0458179028	0.217488682033781	0.0237151420193822	9.17087832980419	4.69180401588433e-20	7.74662566485695e-19	ENSG00000161016	RPL8	protein_coding	chr8	144789765	144792587	chr8:144789765	RPL8	protein_coding	chr8	144789765	144792587	chr8:144789765	ENSG00000161016
4728.63682998442	-0.357656590576041	0.0390380368136811	-9.16174633173915	5.10641579467912e-20	8.41641151925816e-19	ENSG00000162607	USP1	protein_coding	chr1	62436297	62451804	chr1:62436297	USP1	protein_coding	chr1	62436297	62451804	chr1:62436297	ENSG00000162607
3459.03086794592	-0.429290287744392	0.0469046642359003	-9.15240082703371	5.56820530089556e-20	9.14547326538358e-19	ENSG00000171208	NETO2	protein_coding	chr16	47077703	47143997	chr16:47077703	NETO2	protein_coding	chr16	47077703	47143945	chr16:47077703	ENSG00000171208
2085.23841498657	0.446402874616002	0.0487977585723299	9.14802006642021	5.79865287958741e-20	9.50736408487539e-19	ENSG00000170502	NUDT9	protein_coding	chr4	87422582	87459454	chr4:87422582	NUDT9	protein_coding	chr4	87422573	87459455	chr4:87422573	ENSG00000170502
1714.40370340032	0.548212024526715	0.0599318945959372	9.14725002809904	5.84012345184203e-20	9.56701756405412e-19	ENSG00000115520	COQ10B	protein_coding	chr2	197453423	197475308	chr2:197453423	COQ10B	protein_coding	chr2	197453493	197475310	chr2:197453493	ENSG00000115520
706.649862773734	-0.734726995165239	0.0803386613095092	-9.14537264113304	5.94246318839835e-20	9.72619344830457e-19	ENSG00000165138	ANKS6	protein_coding	chr9	98731329	98796965	chr9:98731329	ANKS6	protein_coding	chr9	98731329	98796965	chr9:98731329	ENSG00000165138
4339.6084638941	-0.367076791306584	0.040144684449637	-9.14384547640661	6.02701749534717e-20	9.85600791456512e-19	ENSG00000128833	MYO5C	protein_coding	chr15	52192322	52295798	chr15:52192322	MYO5C	protein_coding	chr15	52192322	52295804	chr15:52192322	ENSG00000128833
2709.48225559909	-0.40480142284893	0.0442732023615694	-9.14326051101989	6.05971923932272e-20	9.90087576148593e-19	ENSG00000140262	TCF12	protein_coding	chr15	56918623	57299281	chr15:56918623	TCF12	protein_coding	chr15	56918623	57299281	chr15:56918623	ENSG00000140262
4258.37030396029	0.392796709938067	0.0429695217451635	9.14128652088799	6.17137251724556e-20	1.00745513506354e-18	ENSG00000183283	DAZAP2	protein_coding	chr12	51238292	51271362	chr12:51238292	DAZAP2	protein_coding	chr12	51238724	51271362	chr12:51238724	ENSG00000183283
5238.21908609695	-0.34795571978997	0.0380890139278265	-9.13533021488293	6.52074654073739e-20	1.06264436260925e-18	ENSG00000159023	EPB41	protein_coding	chr1	28887091	29120046	chr1:28887091	EPB41	protein_coding	chr1	28887091	29120046	chr1:28887091	ENSG00000159023
1041.99105356778	-0.623045983223778	0.0682075370530165	-9.1345621047641	6.56720087124644e-20	1.06928813493213e-18	ENSG00000121578	B4GALT4	protein_coding	chr3	119211732	119241103	chr3:119211732	B4GALT4	protein_coding	chr3	119211732	119240946	chr3:119211732	ENSG00000121578
1400.3281646907	-0.542196313242368	0.0593579745920631	-9.13434659737981	6.5802931469675e-20	1.07049301835528e-18	ENSG00000242616	GNG10	protein_coding	chr9	111661335	111670246	chr9:111661335	GNG10	protein_coding	chr9	111661605	111670226	chr9:111661605	ENSG00000242616
659.485836361916	-0.769422037288079	0.0842366557926836	-9.13405251012953	6.59820085567815e-20	1.07247852456252e-18	ENSG00000128578	STRIP2	protein_coding	chr7	129434433	129488399	chr7:129434433	STRIP2	protein_coding	chr7	129434432	129488399	chr7:129434432	ENSG00000128578
4857.59198674906	0.384848220791423	0.0421375359746395	9.13314487641241	6.6537732411955e-20	1.08057737110468e-18	ENSG00000164919	COX6C	protein_coding	chr8	99873200	99894062	chr8:99873200	COX6C	protein_coding	chr8	99873200	99893707	chr8:99873200	ENSG00000164919
10691.888479676	-0.278211046884819	0.0304745722283566	-9.12928472958	6.89533495541812e-20	1.1178764583758e-18	ENSG00000164754	RAD21	protein_coding	chr8	116845935	116874866	chr8:116845935	RAD21	protein_coding	chr8	116845934	116874776	chr8:116845934	ENSG00000164754
290.496030172029	-1.13063411070303	0.123942503029344	-9.12224687309524	7.35826836837509e-20	1.19087431097816e-18	ENSG00000259803	SLC22A31	protein_coding	chr16	89195761	89201664	chr16:89195761	SLC22A31	protein_coding	chr16	89195761	89201651	chr16:89195761	ENSG00000259803
5481.34447072459	-0.359912759621881	0.0394614820507653	-9.12060928575542	7.47031538924616e-20	1.20796862605471e-18	ENSG00000108055	SMC3	protein_coding	chr10	110567691	110604636	chr10:110567691	SMC3	protein_coding	chr10	110567684	110606048	chr10:110567684	ENSG00000108055
1086.83719308255	-0.585058180634442	0.064191838120859	-9.11421448211076	7.92424241036186e-20	1.28026892413458e-18	ENSG00000101187	SLCO4A1	protein_coding	chr20	62642445	62685785	chr20:62642445	SLCO4A1	protein_coding	chr20	62642503	62685785	chr20:62642503	ENSG00000101187
11941.9330238513	0.304664614926705	0.0334546818529124	9.10678559928323	8.48588689178046e-20	1.36983338100277e-18	ENSG00000175130	MARCKSL1	protein_coding	chr1	32333832	32336379	chr1:32333832	MARCKSL1	protein_coding	chr1	32333839	32336233	chr1:32333839	ENSG00000175130
5814.65898411404	-0.330255942220176	0.0362763054508359	-9.10390234385254	8.71431338631031e-20	1.40550066503389e-18	ENSG00000066044	ELAVL1	protein_coding	chr19	7958579	8445041	chr19:7958579	ELAVL1	protein_coding	chr19	7958573	8005659	chr19:7958573	ENSG00000066044
3728.29920689342	-0.366383995843829	0.0402655739116099	-9.09918722748388	9.10103348417488e-20	1.46661555872659e-18	ENSG00000100528	CNIH1	protein_coding	chr14	54423560	54441431	chr14:54423560	CNIH1	protein_coding	chr14	54423561	54441391	chr14:54423561	ENSG00000100528
3380.26405374401	-0.386966628039071	0.0425331242593897	-9.09800619580969	9.20052501830792e-20	1.48137905388954e-18	ENSG00000135250	SRPK2	protein_coding	chr7	105110704	105399308	chr7:105110704	SRPK2	protein_coding	chr7	105110704	105399308	chr7:105110704	ENSG00000135250
350.801540891656	-1.01415112289697	0.111582019434812	-9.08884001234139	1.00101293083399e-19	1.60760454118394e-18	ENSG00000109674	NEIL3	protein_coding	chr4	177309836	177362943	chr4:177309836	NEIL3	protein_coding	chr4	177309874	177362936	chr4:177309874	ENSG00000109674
15266.5580001807	-0.239473773162596	0.0263593694884884	-9.08495832069041	1.03738421058812e-19	1.66459449354268e-18	ENSG00000139514	SLC7A1	protein_coding	chr13	29509410	29595688	chr13:29509410	SLC7A1	protein_coding	chr13	29509414	29595688	chr13:29509414	ENSG00000139514
351.606915018688	-1.02089921473068	0.112394174658053	-9.08320398131538	1.05424790498887e-19	1.69021194383808e-18	ENSG00000138617	PARP16	protein_coding	chr15	65234460	65300618	chr15:65234460	PARP16	protein_coding	chr15	65234460	65300618	chr15:65234460	ENSG00000138617
782.86490054008	0.670438676115606	0.0738195292974271	9.08213155104707	1.06468983879698e-19	1.70549890190937e-18	ENSG00000027075	PRKCH	protein_coding	chr14	61187559	61550976	chr14:61187559	PRKCH	protein_coding	chr14	61187559	61550976	chr14:61187559	ENSG00000027075
4073.58065566034	0.358001209005022	0.0394331212892363	9.07869317214669	1.09886234198548e-19	1.75724534042338e-18	ENSG00000109118	PHF12	protein_coding	chr17	28905250	28951771	chr17:28905250	PHF12	protein_coding	chr17	28905250	28951771	chr17:28905250	ENSG00000109118
10166.5208837698	0.358960244289464	0.0395476823128651	9.07664427588192	1.11973846700213e-19	1.78910803827036e-18	ENSG00000099875	MKNK2	protein_coding	chr19	2037465	2051244	chr19:2037465	MKNK2	protein_coding	chr19	2037465	2051244	chr19:2037465	ENSG00000099875
1993.9554814066	-0.444742442995338	0.0490383929479284	-9.06927034635066	1.19816663923112e-19	1.90632164275638e-18	ENSG00000100281	HMGXB4	protein_coding	chr22	35257452	35295807	chr22:35257452	HMGXB4	protein_coding	chr22	35257452	35295807	chr22:35257452	ENSG00000100281
797.49481670434	-0.680880073235762	0.0750856433119116	-9.06804607649606	1.21170320012586e-19	1.92622911086787e-18	ENSG00000136870	ZNF189	protein_coding	chr9	101398873	101410660	chr9:101398873	ZNF189	protein_coding	chr9	101398851	101410660	chr9:101398851	ENSG00000136870
2213.15520074194	-0.526417110048815	0.0580815372982173	-9.06341557982441	1.26428259739802e-19	2.00811642961716e-18	ENSG00000092853	CLSPN	protein_coding	chr1	35720218	35769967	chr1:35720218	CLSPN	protein_coding	chr1	35720218	35769978	chr1:35720218	ENSG00000092853
611.941797427882	-0.821380104839074	0.0906308695424473	-9.06291762382769	1.27006944831457e-19	2.01560557341804e-18	ENSG00000165716	FAM69B	protein_coding	chr9	136712570	136724050	chr9:136712570	DIPK1B	protein_coding	chr9	136712572	136724742	chr9:136712572	ENSG00000165716
868.511243126047	-0.653408803722142	0.0721144731344988	-9.06071659850424	1.29596316700616e-19	2.05496486667099e-18	ENSG00000065154	OAT	protein_coding	chr10	124397303	124418976	chr10:124397303	OAT	protein_coding	chr10	124397303	124418976	chr10:124397303	ENSG00000065154
1531.81290088422	0.511513953592571	0.0564903079550536	9.05489759410686	1.36695992670778e-19	2.16571595464756e-18	ENSG00000168795	ZBTB5	protein_coding	chr9	37438114	37465399	chr9:37438114	ZBTB5	protein_coding	chr9	37438102	37465450	chr9:37438102	ENSG00000168795
11855.8921850911	-0.266279563654759	0.0294291696658795	-9.04815075239742	1.45409926936713e-19	2.30183424745102e-18	ENSG00000167553	TUBA1C	protein_coding	chr12	49188736	49274603	chr12:49188736	TUBA1C	protein_coding	chr12	49188736	49274600	chr12:49188736	ENSG00000167553
3335.27055658239	0.363423827906381	0.040178346165306	9.04526598509415	1.4930123917732e-19	2.3614458401755e-18	ENSG00000100897	DCAF11	protein_coding	chr14	24114195	24125242	chr14:24114195	DCAF11	protein_coding	chr14	24114195	24125242	chr14:24114195	ENSG00000100897
6102.66017816821	-0.34158987044104	0.037789704881644	-9.03923096279495	1.57777875381043e-19	2.49132722453056e-18	ENSG00000165476	REEP3	protein_coding	chr10	63521363	63625123	chr10:63521363	REEP3	protein_coding	chr10	63521401	63625128	chr10:63521401	ENSG00000165476
7745.57054796199	-0.291584317903752	0.0322721188306127	-9.03517737506471	1.63736670532104e-19	2.58324817619693e-18	ENSG00000180817	PPA1	protein_coding	chr10	70202830	70233911	chr10:70202830	PPA1	protein_coding	chr10	70202835	70233911	chr10:70202835	ENSG00000180817
12810.0666419094	-0.255800507615741	0.0283146800512682	-9.03420088634494	1.65205032687856e-19	2.60422954294034e-18	ENSG00000213585	VDAC1	protein_coding	chr5	133971915	134005133	chr5:133971915	VDAC1	protein_coding	chr5	133971871	134004975	chr5:133971871	ENSG00000213585
20848.7156318241	0.26021919376525	0.0288350854841415	9.02439473981663	1.8069144225972e-19	2.83883313545222e-18	ENSG00000122406	RPL5	protein_coding	chr1	92832025	92841924	chr1:92832025	RPL5	protein_coding	chr1	92832013	92841924	chr1:92832013	ENSG00000122406
494.99998397904	0.89064816798371	0.0987533221556059	9.0189185390676	1.899551843078e-19	2.97939716104461e-18	ENSG00000164463	CREBRF	protein_coding	chr5	173056352	173139284	chr5:173056352	CREBRF	protein_coding	chr5	173056352	173139284	chr5:173056352	ENSG00000164463
4570.82393200794	0.371363970293685	0.0412478023730855	9.00324257119704	2.19147449537797e-19	3.43393942714422e-18	ENSG00000164713	BRI3	protein_coding	chr7	98252379	98310441	chr7:98252379	BRI3	protein_coding	chr7	98252379	98310441	chr7:98252379	ENSG00000164713
11047.0950937813	0.338933513854754	0.0376588868347531	9.00009379836403	2.25524917377963e-19	3.52847054593176e-18	ENSG00000140264	SERF2	protein_coding	chr15	43777087	43802589	chr15:43777087	SERF2	protein_coding	chr15	43777087	43804427	chr15:43777087	ENSG00000140264
4078.40344976222	-0.345897518072564	0.0384557431486779	-8.99469077311163	2.36898150558258e-19	3.70333052319085e-18	ENSG00000147324	MFHAS1	protein_coding	chr8	8783354	8893645	chr8:8783354	MFHAS1	protein_coding	chr8	8783354	8893630	chr8:8783354	ENSG00000147324
141239.59011311	0.213410258958916	0.0237423409153939	8.98859382566385	2.50413642810808e-19	3.90811532506228e-18	ENSG00000167658	EEF2	protein_coding	chr19	3976056	3985469	chr19:3976056	EEF2	protein_coding	chr19	3976056	3985463	chr19:3976056	ENSG00000167658
1096.51220266703	-0.584475075207293	0.0650555393342705	-8.98424763192145	2.60510505953867e-19	4.06232220146635e-18	ENSG00000176390	CRLF3	protein_coding	chr17	30769388	30824776	chr17:30769388	CRLF3	protein_coding	chr17	30769388	30824692	chr17:30769388	ENSG00000176390
2852.12078631016	-0.43662058188274	0.0487049487242823	-8.96460407656808	3.11397553153466e-19	4.84779998725504e-18	ENSG00000196937	FAM3C	protein_coding	chr7	121348851	121396364	chr7:121348851	FAM3C	protein_coding	chr7	121348878	121396364	chr7:121348878	ENSG00000196937
2018.74491349211	0.49064008789918	0.0547732525103311	8.95765844481551	3.31645956026659e-19	5.15875421756604e-18	ENSG00000077150	NFKB2	protein_coding	chr10	102394110	102402529	chr10:102394110	NFKB2	protein_coding	chr10	102394110	102402524	chr10:102394110	ENSG00000077150
