baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
SERF2	4571.0698121749	0.335333650199159	0.0305566898474119	10.9741484393003	5.08830186964242e-28	1.57420986858212e-26	ENSG00000140264	SERF2	protein_coding	chr15	43777087	43802589	chr15:43777087	SERF2	protein_coding	chr15	43777087	43804427	chr15:43777087	ENSG00000140264
DAXX	3586.87854197325	0.389826069391927	0.0355483144282432	10.9660915197208	5.56252556350833e-28	1.71869806673781e-26	ENSG00000204209	DAXX	protein_coding	chr6	33318558	33329269	chr6:33318558	DAXX	protein_coding	chr6	33318558	33323016	chr6:33318558	ENSG00000204209
TMTC4	1029.21533161203	0.546738457244016	0.0498577357179406	10.9659704631809	5.5699752794323e-28	1.71877635108477e-26	ENSG00000125247	TMTC4	protein_coding	chr13	100603927	100675093	chr13:100603927	TMTC4	protein_coding	chr13	100603625	100675093	chr13:100603625	ENSG00000125247
SH3BGRL3	1027.69597182038	0.559691310065963	0.0510769169146467	10.9578131154871	6.09545147858287e-28	1.87850016921901e-26	ENSG00000142669	SH3BGRL3	protein_coding	chr1	26279176	26281522	chr1:26279176	SH3BGRL3	protein_coding	chr1	26280086	26281522	chr1:26280086	ENSG00000142669
PHC2	2047.87665574171	-0.456048038318968	0.0416469843501004	-10.9503255862479	6.6209200553131e-28	2.03780998197291e-26	ENSG00000134686	PHC2	protein_coding	chr1	33323623	33431052	chr1:33323623	PHC2	protein_coding	chr1	33323623	33431095	chr1:33323623	ENSG00000134686
KRT18	1182.87327325211	-0.500253908138896	0.0456966046866062	-10.9472883504083	6.84666318679534e-28	2.10457790931042e-26	ENSG00000111057	KRT18	protein_coding	chr12	52948871	52952901	chr12:52948871	KRT18	protein_coding	chr12	52948871	52952906	chr12:52948871	ENSG00000111057
ZNF746	1421.70081435095	-0.493224580173571	0.0450578597942793	-10.9464715462627	6.90866405053643e-28	2.1209065833292e-26	ENSG00000181220	ZNF746	protein_coding	chr7	149472794	149497817	chr7:149472794	ZNF746	protein_coding	chr7	149472696	149497817	chr7:149472696	ENSG00000181220
C9orf16	878.302946717882	0.793917307877172	0.072626233219486	10.9315501118976	8.14451074586385e-28	2.4970923575637e-26	ENSG00000171159	C9orf16	protein_coding	chr9	128160260	128163928	chr9:128160260	BBLN	protein_coding	chr9	128160265	128163924	chr9:128160265	ENSG00000171159
IRF2BP2	4929.00755792837	0.370450868099578	0.0339287414327622	10.9184971931162	9.40388744285226e-28	2.87951856006517e-26	ENSG00000168264	IRF2BP2	protein_coding	chr1	234604269	234609525	chr1:234604269	IRF2BP2	protein_coding	chr1	234604269	234610178	chr1:234604269	ENSG00000168264
RAP2A	4139.44134097815	0.353321254596314	0.0323746164762835	10.9135271102021	9.93262317057364e-28	3.03752588740052e-26	ENSG00000125249	RAP2A	protein_coding	chr13	97434222	97469128	chr13:97434222	RAP2A	protein_coding	chr13	97434169	97469128	chr13:97434169	ENSG00000125249
RNF125	1030.8589118459	-0.522649889015068	0.0479004581218234	-10.9111668135998	1.01939437276604e-27	3.11345462904657e-26	ENSG00000101695	RNF125	protein_coding	chr18	32018372	32073213	chr18:32018372	RNF125	protein_coding	chr18	32018825	32073219	chr18:32018825	ENSG00000101695
NPEPPS	7165.4153971326	-0.243405703644165	0.0223193470394239	-10.9055924984823	1.08384858089574e-27	3.30608422811159e-26	ENSG00000141279	NPEPPS	protein_coding	chr17	47522942	47623276	chr17:47522942	NPEPPS	protein_coding	chr17	47522942	47624665	chr17:47522942	ENSG00000141279
COL5A1	580.440722155542	-0.67060629037463	0.0615116146413372	-10.9021083950537	1.1261702509652e-27	3.43079722883326e-26	ENSG00000130635	COL5A1	protein_coding	chr9	134641774	134844843	chr9:134641774	COL5A1	protein_coding	chr9	134641803	134844843	chr9:134641803	ENSG00000130635
TACC3	6299.73027160744	0.259192098500554	0.0237828785841956	10.8982643788458	1.17476739507116e-27	3.57428591896555e-26	ENSG00000013810	TACC3	protein_coding	chr4	1721490	1745176	chr4:1721490	TACC3	protein_coding	chr4	1712858	1745171	chr4:1712858	ENSG00000013810
CBR4	1208.54173318509	-0.499144219040456	0.0458234414366776	-10.8927702370459	1.24785712750203e-27	3.79183455893873e-26	ENSG00000145439	CBR4	protein_coding	chr4	168863770	169010275	chr4:168863770	CBR4	protein_coding	chr4	168863770	169010275	chr4:168863770	ENSG00000145439
MRPS33	1524.1549548904	-0.522962727989567	0.0480319997645184	-10.8877983542939	1.31787705295941e-27	3.9985239995764e-26	ENSG00000090263	MRPS33	protein_coding	chr7	141002610	141015228	chr7:141002610	MRPS33	protein_coding	chr7	141002610	141015228	chr7:141002610	ENSG00000090263
NMU	182.807072596656	-1.29044732036772	0.118523352025669	-10.8877052354057	1.31922496720239e-27	3.9985239995764e-26	ENSG00000109255	NMU	protein_coding	chr4	55595229	55636698	chr4:55595229	NMU	protein_coding	chr4	55595229	55636698	chr4:55595229	ENSG00000109255
RPL17	20318.0907911313	0.244188072518433	0.0224336219989728	10.8849151746256	1.36025206267827e-27	4.11765022370189e-26	ENSG00000265681	RPL17	protein_coding	chr18	49488453	49492523	chr18:49488453	RPL17	protein_coding	chr18	49488453	49492508	chr18:49488453	ENSG00000265681
LINC01021	159.632929401965	-1.38417987065653	0.127170226661192	-10.8844649175964	1.3669905250711e-27	4.13281034187318e-26	ENSG00000250337	LINC01021	lincRNA	chr5	27472292	27496401	chr5:27472292	PURPL	lncRNA	chr5	27217714	27497871	chr5:27217714	ENSG00000250337
ZNF777	1053.05650972779	-0.581588834655861	0.0534714369410995	-10.8766262499454	1.48975153398375e-27	4.49825861411732e-26	ENSG00000196453	ZNF777	protein_coding	chr7	149431363	149461123	chr7:149431363	ZNF777	protein_coding	chr7	149431363	149461062	chr7:149431363	ENSG00000196453
PLEKHA8	2113.46660264478	-0.370729748286264	0.0341213943635367	-10.8650234025148	1.69179799682339e-27	5.10188173688509e-26	ENSG00000106086	PLEKHA8	protein_coding	chr7	30027404	30130483	chr7:30027404	PLEKHA8	protein_coding	chr7	30027404	30130483	chr7:30027404	ENSG00000106086
EML6	574.656603133033	0.767780968227881	0.0707620336366033	10.8501823473701	1.99027887715954e-27	5.99442884011078e-26	ENSG00000214595	EML6	protein_coding	chr2	54723499	54972025	chr2:54723499	EML6	protein_coding	chr2	54723499	54972025	chr2:54723499	ENSG00000214595
PRR13	3340.94594789327	0.328248301931934	0.0302585002845096	10.848135196574	2.03535499091979e-27	6.12247085681717e-26	ENSG00000205352	PRR13	protein_coding	chr12	53441605	53446645	chr12:53441605	PRR13	protein_coding	chr12	53441678	53446645	chr12:53441678	ENSG00000205352
LONP2	2837.51214207124	-0.535045456702861	0.0493239827493683	-10.8475720507325	2.04793145250896e-27	6.14611056492144e-26	ENSG00000102910	LONP2	protein_coding	chr16	48244296	48363122	chr16:48244296	LONP2	protein_coding	chr16	48244300	48363122	chr16:48244300	ENSG00000102910
TMSB15B	325.476056856901	-0.919058610578243	0.0847249714994056	-10.8475529033927	2.04836041269363e-27	6.14611056492144e-26	ENSG00000158427	TMSB15B	protein_coding	chrX	103918896	103966712	chrX:103918896	TMSB15B	protein_coding	chrX	103918896	103966712	chrX:103918896	ENSG00000158427
VPS53	1984.11573034427	-0.603385047816737	0.0556606625601404	-10.8404215843602	2.21448196192771e-27	6.63622172881825e-26	ENSG00000141252	VPS53	protein_coding	chr17	508668	721717	chr17:508668	VPS53	protein_coding	chr17	508503	721717	chr17:508503	ENSG00000141252
GPX4	7264.35311417834	0.334197170668539	0.0308332899220667	10.8388424171811	2.25303769910614e-27	6.7433023064475e-26	ENSG00000167468	GPX4	protein_coding	chr19	1103926	1106791	chr19:1103926	GPX4	protein_coding	chr19	1103994	1106791	chr19:1103994	ENSG00000167468
MPP1	1169.15250948589	-0.491381013521506	0.0453404863964526	-10.8375770216693	2.28441245754574e-27	6.8286492035072e-26	ENSG00000130830	MPP1	protein_coding	chrX	154778684	154821007	chrX:154778684	MPP1	protein_coding	chrX	154778684	154821007	chrX:154778684	ENSG00000130830
GLMP	1851.56579237822	0.531281373296326	0.0490385482318132	10.8339539495515	2.37666089243886e-27	7.09552109437621e-26	ENSG00000198715	GLMP	protein_coding	chr1	156290089	156295689	chr1:156290089	GLMP	protein_coding	chr1	156290089	156295689	chr1:156290089	ENSG00000198715
CACNA2D2	377.675181111373	-0.796876095425445	0.0736090634220174	-10.825787727481	2.59835187687167e-27	7.74769490976317e-26	ENSG00000007402	CACNA2D2	protein_coding	chr3	50362799	50504244	chr3:50362799	CACNA2D2	protein_coding	chr3	50362613	50504244	chr3:50362613	ENSG00000007402
DLD	6589.54652724134	-0.338859718197103	0.0313268697391761	-10.8169032213691	2.86287744507817e-27	8.52580609703829e-26	ENSG00000091140	DLD	protein_coding	chr7	107890970	107931730	chr7:107890970	DLD	protein_coding	chr7	107891162	107931730	chr7:107891162	ENSG00000091140
AKT1	3110.11044703133	-0.347675062723144	0.0321444987115916	-10.8160051224494	2.89105975768905e-27	8.59901260929581e-26	ENSG00000142208	AKT1	protein_coding	chr14	104769349	104795751	chr14:104769349	AKT1	protein_coding	chr14	104769349	104795751	chr14:104769349	ENSG00000142208
PRKAR2B	1085.7554724114	-0.547296748058949	0.0506121127250553	-10.8135526970012	2.96942584688504e-27	8.82111528942814e-26	ENSG00000005249	PRKAR2B	protein_coding	chr7	107044649	107161811	chr7:107044649	PRKAR2B	protein_coding	chr7	107044705	107161811	chr7:107044705	ENSG00000005249
RBM41	946.424001773483	-0.569738877051205	0.052729953813794	-10.8048430890558	3.26514775004169e-27	9.68755141142806e-26	ENSG00000089682	RBM41	protein_coding	chrX	107064420	107118823	chrX:107064420	RBM41	protein_coding	chrX	107061885	107118823	chrX:107061885	ENSG00000089682
BPTF	8996.11067753808	0.27879103296715	0.0258216036200052	10.7968132835544	3.56357685863856e-27	1.05598597632411e-25	ENSG00000171634	BPTF	protein_coding	chr17	67825524	67984378	chr17:67825524	BPTF	protein_coding	chr17	67825503	67984378	chr17:67825503	ENSG00000171634
BCORL1	3016.27048541992	0.38209368661668	0.0354149879615775	10.7890390088858	3.87823592928224e-27	1.14569782826881e-25	ENSG00000085185	BCORL1	protein_coding	chrX	129981107	130058083	chrX:129981107	BCORL1	protein_coding	chrX	129981107	130058071	chrX:129981107	ENSG00000085185
CFAP36	1113.08913441105	-0.572343485628927	0.0530488856610487	-10.7889822471647	3.88063177887099e-27	1.14569782826881e-25	ENSG00000163001	CFAP36	protein_coding	chr2	55519604	55545879	chr2:55519604	CFAP36	protein_coding	chr2	55519604	55545079	chr2:55519604	ENSG00000163001
GPS1	4666.82445770899	0.344484638086127	0.0319293045232746	10.7889803185352	3.88071320997096e-27	1.14569782826881e-25	ENSG00000169727	GPS1	protein_coding	chr17	82050691	82057470	chr17:82050691	GPS1	protein_coding	chr17	82050691	82057470	chr17:82050691	ENSG00000169727
NPM1	91106.6365850795	-0.268057099230154	0.0248530326631128	-10.7856897330686	4.02214608595289e-27	1.18598687798641e-25	ENSG00000181163	NPM1	protein_coding	chr5	171387116	171411137	chr5:171387116	NPM1	protein_coding	chr5	171387116	171411810	chr5:171387116	ENSG00000181163
CXorf23	224.209688465856	-1.17416303027841	0.109010253646776	-10.7711246511088	4.71209682954839e-27	1.38771542141719e-25	ENSG00000173681	CXorf23	protein_coding	chrX	19912860	19970298	chrX:19912860	BCLAF3	protein_coding	chrX	19912860	19991061	chrX:19912860	ENSG00000173681
HMG20B	2206.12812715229	0.408212205805351	0.0379118151860876	10.7674138999061	4.90587733363743e-27	1.44300460882508e-25	ENSG00000064961	HMG20B	protein_coding	chr19	3572777	3579088	chr19:3572777	HMG20B	protein_coding	chr19	3572777	3579088	chr19:3572777	ENSG00000064961
ASAP2	612.22448244289	-0.699649900037912	0.0650627908719583	-10.7534566326059	5.70815475090361e-27	1.67691965646472e-25	ENSG00000151693	ASAP2	protein_coding	chr2	9206765	9405683	chr2:9206765	ASAP2	protein_coding	chr2	9206765	9405683	chr2:9206765	ENSG00000151693
GUCY1B3	547.864355880058	-0.901531277062403	0.0838473830904955	-10.7520502588541	5.79587711348794e-27	1.70059863610007e-25	ENSG00000061918	GUCY1B3	protein_coding	chr4	155758992	155807591	chr4:155758992	GUCY1B1	protein_coding	chr4	155758992	155807811	chr4:155758992	ENSG00000061918
RHEB	4558.02998850292	-0.307912681264136	0.0286472268148724	-10.7484289231194	6.02795802626919e-27	1.76652453373513e-25	ENSG00000106615	RHEB	protein_coding	chr7	151466012	151520120	chr7:151466012	RHEB	protein_coding	chr7	151466012	151520120	chr7:151466012	ENSG00000106615
SRC	638.692706834707	-0.701789570229723	0.065299929364341	-10.7471719657473	6.11064817850521e-27	1.78856275852229e-25	ENSG00000197122	SRC	protein_coding	chr20	37344685	37406050	chr20:37344685	SRC	protein_coding	chr20	37344685	37406050	chr20:37344685	ENSG00000197122
ZNF385B	67.4473379194286	-2.04622126332026	0.190420599264737	-10.7457978350097	6.20233399082895e-27	1.81317680583793e-25	ENSG00000144331	ZNF385B	protein_coding	chr2	179441982	179861505	chr2:179441982	ZNF385B	protein_coding	chr2	179441982	179861612	chr2:179441982	ENSG00000144331
SATB1	1423.40971315168	0.511480742169442	0.0476497390683265	10.7341771890086	7.034279485375e-27	2.05387201991072e-25	ENSG00000182568	SATB1	protein_coding	chr3	18345387	18445588	chr3:18345387	SATB1	protein_coding	chr3	18345377	18445621	chr3:18345377	ENSG00000182568
CD59	1956.11541376998	-0.405271637806331	0.0377610625175288	-10.7325273916274	7.16103319346104e-27	2.08832865436659e-25	ENSG00000085063	CD59	protein_coding	chr11	33698261	33736445	chr11:33698261	CD59	protein_coding	chr11	33703010	33736479	chr11:33703010	ENSG00000085063
UAP1L1	784.563018340214	0.660235310644495	0.0615209581953009	10.7318762583078	7.21168066471727e-27	2.10053391458667e-25	ENSG00000197355	UAP1L1	protein_coding	chr9	137077501	137084539	chr9:137077501	UAP1L1	protein_coding	chr9	137077517	137084539	chr9:137077517	ENSG00000197355
ABCD3	5167.6191553105	-0.29746568438258	0.0277195449880002	-10.7312614442753	7.2598290454592e-27	2.11198242292019e-25	ENSG00000117528	ABCD3	protein_coding	chr1	94418455	94518666	chr1:94418455	ABCD3	protein_coding	chr1	94418389	94518666	chr1:94418389	ENSG00000117528
CAPNS1	5738.47862946693	0.412625755934769	0.0384636631029783	10.7276770501564	7.54694941723372e-27	2.19283868468626e-25	ENSG00000126247	CAPNS1	protein_coding	chr19	36139575	36150353	chr19:36139575	CAPNS1	protein_coding	chr19	36139953	36150353	chr19:36139953	ENSG00000126247
PINK1	1252.69797521411	-0.547918796423136	0.0510878191353175	-10.7250378993836	7.76552330321404e-27	2.25360581499349e-25	ENSG00000158828	PINK1	protein_coding	chr1	20633455	20651511	chr1:20633455	PINK1	protein_coding	chr1	20633458	20651511	chr1:20633458	ENSG00000158828
PPP2R2C	96.5530547006801	-1.79560231237752	0.167426454035496	-10.7247228206651	7.79203389889756e-27	2.25855506846201e-25	ENSG00000074211	PPP2R2C	protein_coding	chr4	6320578	6563600	chr4:6320578	PPP2R2C	protein_coding	chr4	6320578	6563600	chr4:6320578	ENSG00000074211
TFRC	9345.49822097452	-0.324371532455501	0.0302681870161103	-10.716582803022	8.5089183536297e-27	2.46335764797687e-25	ENSG00000072274	TFRC	protein_coding	chr3	196027183	196082189	chr3:196027183	TFRC	protein_coding	chr3	196012511	196082153	chr3:196012511	ENSG00000072274
ZNF76	1063.9520117504	0.53608334679335	0.0500709661577211	10.7064709936835	9.49111388493282e-27	2.74437970977888e-25	ENSG00000065029	ZNF76	protein_coding	chr6	35258909	35295985	chr6:35258909	ZNF76	protein_coding	chr6	35258909	35295985	chr6:35258909	ENSG00000065029
MOV10	1569.40976765936	-0.492876811091959	0.0461120187829081	-10.6886842975231	1.14990608163856e-26	3.32096213468625e-25	ENSG00000155363	MOV10	protein_coding	chr1	112673141	112700746	chr1:112673141	MOV10	protein_coding	chr1	112673141	112700756	chr1:112673141	ENSG00000155363
POMP	5227.44058583116	0.295587811425185	0.0276678373726945	10.6834447320014	1.21671267052581e-26	3.50965765976309e-25	ENSG00000132963	POMP	protein_coding	chr13	28659104	28678925	chr13:28659104	POMP	protein_coding	chr13	28659065	28678959	chr13:28659065	ENSG00000132963
FAM134B	162.85987711411	-1.6647448511503	0.155838425883607	-10.6825055612001	1.22908779432074e-26	3.54107754880056e-25	ENSG00000154153	FAM134B	protein_coding	chr5	16473038	16617058	chr5:16473038	RETREG1	protein_coding	chr5	16473038	16617101	chr5:16473038	ENSG00000154153
B9D1	556.974083046536	-0.714882513943283	0.0669986060469389	-10.6701102623305	1.40459607376393e-26	4.03698828228371e-25	ENSG00000108641	B9D1	protein_coding	chr17	19337554	19378182	chr17:19337554	B9D1	protein_coding	chr17	19334308	19378193	chr17:19334308	ENSG00000108641
AIMP1	2286.97659148239	-0.383415837095658	0.0359565393640757	-10.6633130962189	1.51116318230814e-26	4.33805546228938e-25	ENSG00000164022	AIMP1	protein_coding	chr4	106315544	106349226	chr4:106315544	AIMP1	protein_coding	chr4	106315544	106349456	chr4:106315544	ENSG00000164022
PARP16	401.127183577141	-0.753421269556775	0.0707419470810394	-10.6502761182652	1.73848625548113e-26	4.98463454092572e-25	ENSG00000138617	PARP16	protein_coding	chr15	65234460	65300618	chr15:65234460	PARP16	protein_coding	chr15	65234460	65300618	chr15:65234460	ENSG00000138617
ENSA	9493.33343369035	0.240076931334134	0.0225467605565791	10.6479567533297	1.78234171614436e-26	5.10425054537073e-25	ENSG00000143420	ENSA	protein_coding	chr1	150600851	150629612	chr1:150600851	ENSA	protein_coding	chr1	150600851	150629612	chr1:150600851	ENSG00000143420
LZTS2	1149.32777809304	0.626010039985282	0.0588387126336522	10.6394244871232	1.95332086929119e-26	5.58719947810189e-25	ENSG00000107816	LZTS2	protein_coding	chr10	100996618	101007836	chr10:100996618	LZTS2	protein_coding	chr10	100996618	101007836	chr10:100996618	ENSG00000107816
TBCA	3649.62466035676	-0.358515261018359	0.0337037757745673	-10.6372432399367	1.99958034966396e-26	5.71267668317871e-25	ENSG00000171530	TBCA	protein_coding	chr5	77691166	77868780	chr5:77691166	TBCA	protein_coding	chr5	77691166	77868780	chr5:77691166	ENSG00000171530
PHLPP2	1306.96553002057	-0.430291883918035	0.0404544206623019	-10.6364614020789	2.01642448203869e-26	5.75391664623799e-25	ENSG00000040199	PHLPP2	protein_coding	chr16	71637835	71724701	chr16:71637835	PHLPP2	protein_coding	chr16	71637835	71724701	chr16:71637835	ENSG00000040199
DCTN1	9284.40552561589	0.26134010771453	0.0245729029071796	10.6352964768429	2.04178323379455e-26	5.81932586586503e-25	ENSG00000204843	DCTN1	protein_coding	chr2	74361154	74392087	chr2:74361154	DCTN1	protein_coding	chr2	74361154	74392087	chr2:74361154	ENSG00000204843
CTNNAL1	2867.05030812945	-0.442975439321378	0.0416523884967459	-10.6350549226243	2.04708096647135e-26	5.82747101349246e-25	ENSG00000119326	CTNNAL1	protein_coding	chr9	108942569	109013529	chr9:108942569	CTNNAL1	protein_coding	chr9	108942569	109013522	chr9:108942569	ENSG00000119326
ACTN4	11101.1138283525	0.30790553245871	0.0289536436699938	10.6344312297319	2.06082281127045e-26	5.85960619337898e-25	ENSG00000130402	ACTN4	protein_coding	chr19	38647649	38731583	chr19:38647649	ACTN4	protein_coding	chr19	38647649	38731589	chr19:38647649	ENSG00000130402
OLMALINC	679.447123554408	0.636368196679105	0.0598444056566969	10.6337123695353	2.07677496064211e-26	5.89794211176886e-25	ENSG00000235823	OLMALINC	lincRNA	chr10	100373615	100383368	chr10:100373615	OLMALINC	lncRNA	chr10	100373099	100454043	chr10:100373099	ENSG00000235823
MDC1	8457.21748218412	0.205891550365447	0.0193789716222827	10.6244827836326	2.29279583011907e-26	6.49598287147852e-25	ENSG00000137337	MDC1	protein_coding	chr6	30699807	30717889	chr6:30699807	MDC1	protein_coding	chr6	30699807	30717447	chr6:30699807	ENSG00000137337
HSP90AA1	101717.574072376	-0.26654312118246	0.025129856200315	-10.6066313733669	2.7757685128036e-26	7.85503023220393e-25	ENSG00000080824	HSP90AA1	protein_coding	chr14	102080738	102139699	chr14:102080738	HSP90AA1	protein_coding	chr14	102080742	102139699	chr14:102080742	ENSG00000080824
METTL23	1254.782415092	0.507505971269722	0.0478488185728699	10.6064472730258	2.78124141300671e-26	7.86120353943812e-25	ENSG00000181038	METTL23	protein_coding	chr17	76726830	76733936	chr17:76726830	METTL23	protein_coding	chr17	76726830	76733936	chr17:76726830	ENSG00000181038
AFAP1	972.075436270696	-0.510292698899298	0.0481169352462576	-10.6052618747988	2.81673779393592e-26	7.95212357805739e-25	ENSG00000196526	AFAP1	protein_coding	chr4	7758714	7939926	chr4:7758714	AFAP1	protein_coding	chr4	7758714	7939926	chr4:7758714	ENSG00000196526
DCTD	913.292641432151	-0.519487218676936	0.0490325493309063	-10.5947421817917	3.15208351928309e-26	8.88835451883793e-25	ENSG00000129187	DCTD	protein_coding	chr4	182890060	182917936	chr4:182890060	DCTD	protein_coding	chr4	182890060	182917936	chr4:182890060	ENSG00000129187
FBXO3	2014.80451750613	-0.643277282225559	0.0607466808603837	-10.5895050250404	3.33349823681409e-26	9.38882923208347e-25	ENSG00000110429	FBXO3	protein_coding	chr11	33740939	33774543	chr11:33740939	FBXO3	protein_coding	chr11	33740939	33774543	chr11:33740939	ENSG00000110429
VDAC3	6938.16585290661	-0.330413925475	0.0312159429110164	-10.5847811939198	3.50598920685098e-26	9.8630207557631e-25	ENSG00000078668	VDAC3	protein_coding	chr8	42391624	42405897	chr8:42391624	VDAC3	protein_coding	chr8	42391624	42405937	chr8:42391624	ENSG00000078668
MYO6	2359.8095189893	-0.458274283845907	0.0433022466674067	-10.5831525871115	3.56748573345865e-26	1.00242152068149e-24	ENSG00000196586	MYO6	protein_coding	chr6	75749192	75919537	chr6:75749192	MYO6	protein_coding	chr6	75749201	75919537	chr6:75749201	ENSG00000196586
C17orf75	789.631358805208	-0.661318139663099	0.0624910586266807	-10.5826042028475	3.58843253300814e-26	1.00712247495143e-24	ENSG00000108666	C17orf75	protein_coding	chr17	32324565	32350023	chr17:32324565	C17orf75	protein_coding	chr17	32324565	32350023	chr17:32324565	ENSG00000108666
SURF4	6503.89132323686	-0.235171475517996	0.0222292365985846	-10.5793770503558	3.71419413412111e-26	1.04119498473414e-24	ENSG00000148248	SURF4	protein_coding	chr9	133361449	133376166	chr9:133361449	SURF4	protein_coding	chr9	133361450	133376166	chr9:133361450	ENSG00000148248
ZCRB1	1558.77531384771	-0.54086659928272	0.0511684897783053	-10.5703060931855	4.09156998926194e-26	1.14563959699334e-24	ENSG00000139168	ZCRB1	protein_coding	chr12	42312078	42326118	chr12:42312078	ZCRB1	protein_coding	chr12	42312086	42326257	chr12:42312086	ENSG00000139168
SMC2	6299.79313009091	-0.352445564458783	0.0333504604816792	-10.5679369750351	4.19623865027245e-26	1.17357100612538e-24	ENSG00000136824	SMC2	protein_coding	chr9	104094260	104141417	chr9:104094260	SMC2	protein_coding	chr9	104094260	104141419	chr9:104094260	ENSG00000136824
KIAA0907	4971.37090098142	0.298906358778967	0.0282854990402495	10.5674769376927	4.21686891727648e-26	1.17796137099686e-24	ENSG00000132680	KIAA0907	protein_coding	chr1	155913043	155934400	chr1:155913043	KHDC4	protein_coding	chr1	155913045	155934413	chr1:155913045	ENSG00000132680
RPRM	363.318583420037	0.868775428749584	0.0822287731746199	10.565345866278	4.31375558387523e-26	1.20361843884668e-24	ENSG00000177519	RPRM	protein_coding	chr2	153477338	153478808	chr2:153477338	RPRM	protein_coding	chr2	153477338	153478762	chr2:153477338	ENSG00000177519
VPS54	1411.44239026384	-0.430038422593185	0.0407478115287117	-10.5536569071979	4.88576762054475e-26	1.3616297998727e-24	ENSG00000143952	VPS54	protein_coding	chr2	63892146	64019072	chr2:63892146	VPS54	protein_coding	chr2	63892146	64019428	chr2:63892146	ENSG00000143952
GAPDH	78329.9432351224	0.198026969778419	0.0187695102796023	10.5504601254101	5.05489348498119e-26	1.40712209784721e-24	ENSG00000111640	GAPDH	protein_coding	chr12	6533927	6538374	chr12:6533927	GAPDH	protein_coding	chr12	6534512	6538374	chr12:6534512	ENSG00000111640
RENBP	134.189938898481	1.66020214345131	0.157410381496697	10.5469672817364	5.24632170949862e-26	1.4587095193209e-24	ENSG00000102032	RENBP	protein_coding	chrX	153935263	153944691	chrX:153935263	RENBP	protein_coding	chrX	153935269	153944687	chrX:153935269	ENSG00000102032
FAM3C	2051.10526521167	-0.449611587941691	0.0426401343355643	-10.5443285990469	5.39568590792384e-26	1.49675449738505e-24	ENSG00000196937	FAM3C	protein_coding	chr7	121348851	121396364	chr7:121348851	FAM3C	protein_coding	chr7	121348878	121396364	chr7:121348878	ENSG00000196937
FKBP8	5098.19334645888	0.41172916587459	0.0390471970284586	10.5443974781215	5.39173390591553e-26	1.49675449738505e-24	ENSG00000105701	FKBP8	protein_coding	chr19	18531751	18544077	chr19:18531751	FKBP8	protein_coding	chr19	18531751	18544077	chr19:18531751	ENSG00000105701
C3orf14	998.041099171786	-0.636135293823665	0.0603599766115179	-10.5390248561209	5.70877531880964e-26	1.58176786211658e-24	ENSG00000114405	C3orf14	protein_coding	chr3	62318973	62336213	chr3:62318973	C3orf14	protein_coding	chr3	62319015	62336213	chr3:62319015	ENSG00000114405
GFM1	4099.85537913221	-0.34415243805292	0.0326747218358793	-10.5326814955472	6.10695887915182e-26	1.69013448284661e-24	ENSG00000168827	GFM1	protein_coding	chr3	158644278	158692575	chr3:158644278	GFM1	protein_coding	chr3	158644527	158695581	chr3:158644527	ENSG00000168827
RHOA	26537.5004947556	0.215851155249724	0.0204967628261717	10.5309876042528	6.21786600381835e-26	1.71883694022219e-24	ENSG00000067560	RHOA	protein_coding	chr3	49359145	49412998	chr3:49359145	RHOA	protein_coding	chr3	49359139	49412998	chr3:49359139	ENSG00000067560
TPP1	3108.86869555494	0.312395016886442	0.0296751029765913	10.5271754956628	6.4748184195963e-26	1.78779841772992e-24	ENSG00000166340	TPP1	protein_coding	chr11	6612763	6619461	chr11:6612763	TPP1	protein_coding	chr11	6612768	6619448	chr11:6612768	ENSG00000166340
HPS1	1521.54035919002	0.570413690657693	0.0541957967622737	10.5250540583392	6.62234219430054e-26	1.82642056545813e-24	ENSG00000107521	HPS1	protein_coding	chr10	98416198	98446947	chr10:98416198	HPS1	protein_coding	chr10	98410939	98446963	chr10:98410939	ENSG00000107521
TIMP1	751.422176983065	-0.61069421276193	0.0580423200744756	-10.5215334600397	6.87454988417476e-26	1.89161001651648e-24	ENSG00000102265	TIMP1	protein_coding	chrX	47582313	47586789	chrX:47582313	TIMP1	protein_coding	chrX	47582408	47586789	chrX:47582408	ENSG00000102265
CREG1	2106.26528205109	-0.338731411786524	0.0322164210433157	-10.5142471080538	7.42716322416316e-26	2.04131606957322e-24	ENSG00000143162	CREG1	protein_coding	chr1	167529677	167553767	chr1:167529677	CREG1	protein_coding	chr1	167529117	167553805	chr1:167529117	ENSG00000143162
CHD7	5938.79844984118	0.293210104420941	0.0278893863628864	10.5133221866483	7.50038879234822e-26	2.05907225191316e-24	ENSG00000171316	CHD7	protein_coding	chr8	60678778	60868028	chr8:60678778	CHD7	protein_coding	chr8	60678740	60868028	chr8:60678740	ENSG00000171316
SNRPD1	6799.90092003413	-0.322085923458289	0.0306480811162438	-10.5091709408058	7.83795309190726e-26	2.14927292361783e-24	ENSG00000167088	SNRPD1	protein_coding	chr18	21612267	21633524	chr18:21612267	SNRPD1	protein_coding	chr18	21612314	21633524	chr18:21612314	ENSG00000167088
