baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
MYBL2	237.758722938501	-0.440159143575656	0.151647983218645	-2.90250575202862	0.00370190361607093	0.0531357964649391	ENSG00000101057	MYBL2	protein_coding	chr20	43667019	43716496	chr20:43667019	MYBL2	protein_coding	chr20	43667019	43716495	chr20:43667019	ENSG00000101057
NAPRT	120.659123029829	0.485881625254654	0.167420319417454	2.90216639739609	0.00370591636695427	0.0531357964649391	ENSG00000147813	NAPRT	protein_coding	chr8	143574785	143578649	chr8:143574785	NAPRT	protein_coding	chr8	143574785	143578649	chr8:143574785	ENSG00000147813
TENM3	13106.0222556168	0.150434887140979	0.0518307266340916	2.90242674394672	0.00370283750631321	0.0531357964649391	ENSG00000218336	TENM3	protein_coding	chr4	182143987	182803024	chr4:182143987	TENM3	protein_coding	chr4	182143987	182803024	chr4:182143987	ENSG00000218336
ZBTB44	789.237831607043	-0.164651886035929	0.0567338884429247	-2.90217876043472	0.00370577010892967	0.0531357964649391	ENSG00000196323	ZBTB44	protein_coding	chr11	130226677	130314686	chr11:130226677	ZBTB44	protein_coding	chr11	130226677	130314917	chr11:130226677	ENSG00000196323
AP1S2	995.724330372983	0.228455585285379	0.0788051202130736	2.89899418550063	0.00374361836623969	0.0533977320849134	ENSG00000182287	AP1S2	protein_coding	chrX	15825806	15855014	chrX:15825806	AP1S2	protein_coding	chrX	15825806	15854931	chrX:15825806	ENSG00000182287
GPRC5A	274.70510917401	-0.382131407672182	0.1317769410523	-2.89983516555086	0.00373358943466344	0.0533977320849134	ENSG00000013588	GPRC5A	protein_coding	chr12	12890782	12917937	chr12:12890782	GPRC5A	protein_coding	chr12	12891559	12917937	chr12:12891559	ENSG00000013588
PDE1C	3909.11723337956	0.19085409665379	0.0658268550937565	2.8993348745274	0.0037395526036946	0.0533977320849134	ENSG00000154678	PDE1C	protein_coding	chr7	31751179	32299329	chr7:31751179	PDE1C	protein_coding	chr7	31751179	32428131	chr7:31751179	ENSG00000154678
TLR3	134.939611936943	0.57921142490619	0.199764503486257	2.899471201329	0.00373792681244335	0.0533977320849134	ENSG00000164342	TLR3	protein_coding	chr4	186069152	186088069	chr4:186069152	TLR3	protein_coding	chr4	186068911	186088073	chr4:186068911	ENSG00000164342
TMEM126B	875.564170237978	0.263296706750902	0.0908257152443053	2.89892246972875	0.00374447472973427	0.0533977320849134	ENSG00000171204	TMEM126B	protein_coding	chr11	85628573	85636539	chr11:85628573	TMEM126B	protein_coding	chr11	85628573	85636539	chr11:85628573	ENSG00000171204
CDC25C	79.2795682841071	-0.510599414274757	0.176172068538941	-2.89829947794417	0.00375192141728959	0.0534005356503314	ENSG00000158402	CDC25C	protein_coding	chr5	138285265	138338355	chr5:138285265	CDC25C	protein_coding	chr5	138285269	138338355	chr5:138285269	ENSG00000158402
ERBB2	2917.11028407356	-0.11011445676128	0.0379900442683349	-2.89850825083299	0.00374942443433467	0.0534005356503314	ENSG00000141736	ERBB2	protein_coding	chr17	39687914	39730426	chr17:39687914	ERBB2	protein_coding	chr17	39687914	39730426	chr17:39687914	ENSG00000141736
SLC22A17	458.00195555156	0.308928318560985	0.106604868145692	2.89788190665729	0.00375692022360712	0.0534200693184909	ENSG00000092096	SLC22A17	protein_coding	chr14	23346306	23352912	chr14:23346306	SLC22A17	protein_coding	chr14	23346314	23352912	chr14:23346314	ENSG00000092096
GNB1L	151.562426062306	-0.354585616247507	0.12238216620711	-2.89736345773971	0.00376313507385367	0.0534568397038943	ENSG00000185838	GNB1L	protein_coding	chr22	19783224	19854939	chr22:19783224	GNB1L	protein_coding	chr22	19783223	19854939	chr22:19783223	ENSG00000185838
MEIS2	1127.51103403809	0.158240395317067	0.0546422408769348	2.89593531995614	0.00378030307168914	0.0536489831879121	ENSG00000134138	MEIS2	protein_coding	chr15	36889204	37101299	chr15:36889204	MEIS2	protein_coding	chr15	36889204	37101299	chr15:36889204	ENSG00000134138
DCUN1D4	1106.46178365496	0.184194216776654	0.0636171811125278	2.89535332366969	0.0037873197841603	0.0536968313190235	ENSG00000109184	DCUN1D4	protein_coding	chr4	51843000	51916837	chr4:51843000	DCUN1D4	protein_coding	chr4	51843000	51916837	chr4:51843000	ENSG00000109184
RNF146	907.691815048925	0.131305181732502	0.0453574246602814	2.89489940656802	0.00379280055065055	0.0537228316458012	ENSG00000118518	RNF146	protein_coding	chr6	127266610	127288567	chr6:127266610	RNF146	protein_coding	chr6	127266726	127288567	chr6:127266726	ENSG00000118518
HSPE1	2089.96523463303	-0.196836081269202	0.0680230576797307	-2.89366705913096	0.00380771674531738	0.0538823010329206	ENSG00000115541	HSPE1	protein_coding	chr2	197499994	197503457	chr2:197499994	HSPE1	protein_coding	chr2	197500140	197503449	chr2:197500140	ENSG00000115541
LAMTOR3	1237.03281978661	0.193081150247523	0.0667353990437529	2.89323437057648	0.00381296658941624	0.0539048088567088	ENSG00000109270	LAMTOR3	protein_coding	chr4	99878336	99894490	chr4:99878336	LAMTOR3	protein_coding	chr4	99878336	99894428	chr4:99878336	ENSG00000109270
ADGRB2	119.083511669492	-0.37066623705697	0.128206296094885	-2.89117031181247	0.00383810061076627	0.0541043637293761	ENSG00000121753	ADGRB2	protein_coding	chr1	31727117	31764893	chr1:31727117	ADGRB2	protein_coding	chr1	31727117	31764893	chr1:31727117	ENSG00000121753
ANAPC16	1037.36766066643	0.15585797453002	0.0539043697370172	2.89137922009668	0.00383554990753351	0.0541043637293761	ENSG00000166295	ANAPC16	protein_coding	chr10	72216000	72235860	chr10:72216000	ANAPC16	protein_coding	chr10	72216000	72235860	chr10:72216000	ENSG00000166295
MDK	168.219164503703	-0.392823145247204	0.135847944553576	-2.89163848991679	0.00383238644794697	0.0541043637293761	ENSG00000110492	MDK	protein_coding	chr11	46380756	46383837	chr11:46380756	MDK	protein_coding	chr11	46380756	46383837	chr11:46380756	ENSG00000110492
BTD	624.724405561063	0.20339511127121	0.0703891585757729	2.88958009140368	0.00385756726430339	0.05427490293262	ENSG00000169814	BTD	protein_coding	chr3	15601341	15645822	chr3:15601341	BTD	protein_coding	chr3	15601341	15722311	chr3:15601341	ENSG00000169814
LPCAT3	703.27132504917	0.259900547377329	0.0899384509326086	2.8897601046306	0.00385535914236939	0.05427490293262	ENSG00000111684	LPCAT3	protein_coding	chr12	6976186	7018510	chr12:6976186	LPCAT3	protein_coding	chr12	6976185	7018477	chr12:6976185	ENSG00000111684
CHST7	454.504830032951	0.249524412181434	0.0863763076087784	2.88880619106338	0.00386707336178643	0.0543567344393854	ENSG00000147119	CHST7	protein_coding	chrX	46573784	46598408	chrX:46573784	CHST7	protein_coding	chrX	46573765	46598496	chrX:46573765	ENSG00000147119
EPHA2	1254.22771638032	-0.182801011385482	0.0632908648231489	-2.88826850282857	0.00387369050432766	0.0543698050772345	ENSG00000142627	EPHA2	protein_coding	chr1	16124337	16156087	chr1:16124337	EPHA2	protein_coding	chr1	16124337	16156069	chr1:16124337	ENSG00000142627
SF3B2	7656.62911100628	-0.111800242733095	0.0387102401259442	-2.88813095370507	0.00387538492506254	0.0543698050772345	ENSG00000087365	SF3B2	protein_coding	chr11	66050729	66069308	chr11:66050729	SF3B2	protein_coding	chr11	66050729	66069308	chr11:66050729	ENSG00000087365
PLAGL1	1635.5762427775	0.119742997191981	0.0415013079569943	2.88528249076065	0.00391062585136991	0.0547079101771416	ENSG00000118495	PLAGL1	protein_coding	chr6	143940300	144064599	chr6:143940300	PLAGL1	protein_coding	chr6	143940300	144064599	chr6:143940300	ENSG00000118495
STT3B	11067.2579557556	0.132400263964151	0.0458868019051532	2.88536700025029	0.0039095761318155	0.0547079101771416	ENSG00000163527	STT3B	protein_coding	chr3	31532638	31637622	chr3:31532638	STT3B	protein_coding	chr3	31532638	31637616	chr3:31532638	ENSG00000163527
CRIPT	613.520119701857	0.20558050794535	0.0712685993447277	2.88458745977247	0.00391926876991949	0.0547768009959051	ENSG00000119878	CRIPT	protein_coding	chr2	46616416	46625742	chr2:46616416	CRIPT	protein_coding	chr2	46616416	46630176	chr2:46616416	ENSG00000119878
RP11-293M10.6	83.2799070697612	0.473328350288743	0.164151189045329	2.88349023264181	0.00393294843551547	0.0549158894820648	ENSG00000259319	RP11-293M10.6	antisense	chr14	75423683	75427741	chr14:75423683	JDP2-AS1	lncRNA	chr14	75423683	75427741	chr14:75423683	ENSG00000259319
AMMECR1	743.569195271991	0.235532708008193	0.0816945325930368	2.88309022075571	0.00393794635484797	0.0549172705130472	ENSG00000101935	AMMECR1	protein_coding	chrX	110194186	110440233	chrX:110194186	AMMECR1	protein_coding	chrX	110194186	110440318	chrX:110194186	ENSG00000101935
CUL4B	4790.56948326294	0.176827986038754	0.0613371467044374	2.88288574769914	0.00394050335566431	0.0549172705130472	ENSG00000158290	CUL4B	protein_coding	chrX	120524609	120575794	chrX:120524609	CUL4B	protein_coding	chrX	120505920	120604074	chrX:120505920	ENSG00000158290
ARRB2	149.649320053938	0.407417923055566	0.141390970041373	2.8814988887646	0.00395788630257441	0.0551073942563551	ENSG00000141480	ARRB2	protein_coding	chr17	4710489	4721499	chr17:4710489	ARRB2	protein_coding	chr17	4710596	4721499	chr17:4710596	ENSG00000141480
CEP250	476.806505749169	-0.555945923974293	0.193038670625519	-2.87997178064279	0.00397710766778308	0.055286297455922	ENSG00000126001	CEP250	protein_coding	chr20	35455164	35519280	chr20:35455164	CEP250	protein_coding	chr20	35455164	35519280	chr20:35455164	ENSG00000126001
NKRF	488.696020498604	0.164944063040391	0.0572745925659237	2.87988191012514	0.0039782414841679	0.055286297455922	ENSG00000186416	NKRF	protein_coding	chrX	119588337	119605895	chrX:119588337	NKRF	protein_coding	chrX	119588337	119606443	chrX:119588337	ENSG00000186416
RP5-991G20.1	120.245098070366	0.365194052862159	0.126877477261433	2.87832057150436	0.00399798640396633	0.0555083296105825	ENSG00000259768	RP5-991G20.1	antisense	chr16	72665170	72791624	chr16:72665170	ZFHX3-AS1	lncRNA	chr16	72665123	72828293	chr16:72665123	ENSG00000259768
RNPEP	3407.05307522485	-0.214430091595209	0.0745389056203269	-2.87675395567832	0.00401788744586744	0.0557133578569118	ENSG00000176393	RNPEP	protein_coding	chr1	201982372	202006147	chr1:201982372	RNPEP	protein_coding	chr1	201982372	202006147	chr1:201982372	ENSG00000176393
RP11-379H18.1	301.379907230815	0.226303538809203	0.0786715008329186	2.87656313167106	0.00402031765677124	0.0557133578569118	ENSG00000271122	RP11-379H18.1	antisense	chr7	35695214	35699413	chr7:35695214	HERPUD2-AS1	lncRNA	chr7	35695214	35699413	chr7:35695214	ENSG00000271122
ATP6V1G2	76.3816689528675	0.486539182645653	0.169267843845472	2.8743745509621	0.00404828557578745	0.0560482094144031	ENSG00000213760	ATP6V1G2	protein_coding	chr6	31544462	31548427	chr6:31544462	ATP6V1G2	protein_coding	chr6	31544444	31548427	chr6:31544444	ENSG00000213760
SUCO	2073.83945397999	0.195581412377248	0.0681205749038974	2.87110630897007	0.00409037938113302	0.0565778203412869	ENSG00000094975	SUCO	protein_coding	chr1	172532349	172611833	chr1:172532349	SUCO	protein_coding	chr1	172532349	172611833	chr1:172532349	ENSG00000094975
FGFR1	6390.10881717698	-0.125087440733722	0.0435952122387676	-2.86929307852954	0.00411390410164955	0.0566902912267536	ENSG00000077782	FGFR1	protein_coding	chr8	38411138	38468834	chr8:38411138	FGFR1	protein_coding	chr8	38400215	38468834	chr8:38400215	ENSG00000077782
MOV10	862.205822905594	-0.224525707470089	0.0782338012747118	-2.8699322263747	0.00410559786878815	0.0566902912267536	ENSG00000155363	MOV10	protein_coding	chr1	112673141	112700746	chr1:112673141	MOV10	protein_coding	chr1	112673141	112700756	chr1:112673141	ENSG00000155363
PTK2B	257.681885654985	0.233402620364646	0.0813439101392534	2.86933121317972	0.00411340808417651	0.0566902912267536	ENSG00000120899	PTK2B	protein_coding	chr8	27311482	27459391	chr8:27311482	PTK2B	protein_coding	chr8	27311482	27459391	chr8:27311482	ENSG00000120899
TRMU	447.173145530216	-0.206109547939861	0.0718495310590248	-2.86862760134844	0.00412256870731812	0.0567565977827133	ENSG00000100416	TRMU	protein_coding	chr22	46330875	46357340	chr22:46330875	TRMU	protein_coding	chr22	46330875	46357340	chr22:46330875	ENSG00000100416
TSEN54	79.3010341373102	-0.359438310237341	0.125376694089756	-2.8668670269773	0.00414557154609565	0.0570199948137581	ENSG00000182173	TSEN54	protein_coding	chr17	75516060	75524739	chr17:75516060	TSEN54	protein_coding	chr17	75515944	75524735	chr17:75515944	ENSG00000182173
SPG20	2118.65565184454	-0.141134604014557	0.0492504510321888	-2.86565099520237	0.00416152757787115	0.0570795742547672	ENSG00000133104	SPG20	protein_coding	chr13	36301638	36370180	chr13:36301638	SPART	protein_coding	chr13	36301638	36370180	chr13:36301638	ENSG00000133104
THAP3	233.013816609522	-0.232166048658561	0.0810059287431687	-2.86603773650506	0.00415644696078097	0.0570795742547672	ENSG00000041988	THAP3	protein_coding	chr1	6624866	6635586	chr1:6624866	THAP3	protein_coding	chr1	6624868	6635586	chr1:6624868	ENSG00000041988
TXNIP	1809.75189788382	0.259082581811802	0.0904047893747108	2.86580593355463	0.00415949147800184	0.0570795742547672	ENSG00000265972	TXNIP	protein_coding	chr1	145992435	145996600	chr1:145992435	TXNIP	protein_coding	chr1	145992435	145996579	chr1:145992435	ENSG00000265972
SIKE1	1246.234304268	0.200682271211931	0.0700596070834154	2.86445042395101	0.00417733538691721	0.0572430954276069	ENSG00000052723	SIKE1	protein_coding	chr1	114769479	114780685	chr1:114769479	SIKE1	protein_coding	chr1	114769479	114780685	chr1:114769479	ENSG00000052723
DAP	10392.6069173475	0.115819102401186	0.0404543170051915	2.86296027161508	0.0041970318442102	0.0574595502760784	ENSG00000112977	DAP	protein_coding	chr5	10679230	10761272	chr5:10679230	DAP	protein_coding	chr5	10679230	10761234	chr5:10679230	ENSG00000112977
SCFD1	3716.28727778652	0.127948129163032	0.0447062342693213	2.86197509708024	0.0042100998525839	0.0575315221970439	ENSG00000092108	SCFD1	protein_coding	chr14	30622112	30735812	chr14:30622112	SCFD1	protein_coding	chr14	30622291	30737694	chr14:30622291	ENSG00000092108
DUSP7	1039.08678396649	-0.161480352618967	0.056437962193546	-2.86120097790194	0.00422039416569428	0.0576187455559245	ENSG00000164086	DUSP7	protein_coding	chr3	52048919	52056550	chr3:52048919	DUSP7	protein_coding	chr3	52048919	52056571	chr3:52048919	ENSG00000164086
ZNF213	478.822416637362	-0.184623010473016	0.0645334031026223	-2.86089066431883	0.00422452715284082	0.0576217680449056	ENSG00000085644	ZNF213	protein_coding	chr16	3129777	3142805	chr16:3129777	ZNF213	protein_coding	chr16	3129777	3142804	chr16:3129777	ENSG00000085644
NEK1	1177.14201764761	0.200005287211499	0.0699192689323415	2.86051742624823	0.0042295030781581	0.0576362718264079	ENSG00000137601	NEK1	protein_coding	chr4	169393275	169612629	chr4:169393275	NEK1	protein_coding	chr4	169369704	169612632	chr4:169369704	ENSG00000137601
TMEM230	5694.83766218727	0.154530776599854	0.0540442485956476	2.85933805382389	0.00424526116141862	0.0577975435941383	ENSG00000089063	TMEM230	protein_coding	chr20	5068232	5113103	chr20:5068232	TMEM230	protein_coding	chr20	5068232	5113103	chr20:5068232	ENSG00000089063
MRPS2	867.501769603573	-0.238381026607854	0.0834003195051354	-2.85827474070019	0.00425951415382014	0.0578382956887698	ENSG00000122140	MRPS2	protein_coding	chr9	135499984	135504673	chr9:135499984	MRPS2	protein_coding	chr9	135499984	135504673	chr9:135499984	ENSG00000122140
NEDD1	963.961856327972	-0.142180793733045	0.0497493323278117	-2.85794375683634	0.00426395961699844	0.0578382956887698	ENSG00000139350	NEDD1	protein_coding	chr12	96907223	96953777	chr12:96907223	NEDD1	protein_coding	chr12	96907224	96953780	chr12:96907224	ENSG00000139350
PHLDA3	2551.41049814277	-0.188994474468664	0.0661257283059196	-2.8581080210461	0.00426175284937482	0.0578382956887698	ENSG00000174307	PHLDA3	protein_coding	chr1	201464383	201469237	chr1:201464383	PHLDA3	protein_coding	chr1	201464278	201469237	chr1:201464278	ENSG00000174307
PLPP6	270.135941287668	0.33693706135675	0.117892454388029	2.85800361953413	0.00426315528614314	0.0578382956887698	ENSG00000205808	PLPP6	protein_coding	chr9	4662315	4665258	chr9:4662315	PLPP6	protein_coding	chr9	4662294	4665258	chr9:4662294	ENSG00000205808
EIF4ENIF1	851.483952741753	-0.1496336956148	0.052368543243401	-2.85732018397621	0.00427234629201912	0.0578987426198102	ENSG00000184708	EIF4ENIF1	protein_coding	chr22	31436977	31496108	chr22:31436977	EIF4ENIF1	protein_coding	chr22	31436977	31496108	chr22:31436977	ENSG00000184708
ADAP1	141.21587596058	-0.399112941725662	0.139735115667512	-2.85621076576998	0.00428730428109951	0.0580480508868354	ENSG00000105963	ADAP1	protein_coding	chr7	897901	955407	chr7:897901	ADAP1	protein_coding	chr7	897900	955407	chr7:897900	ENSG00000105963
CEBPG	861.243851853085	0.15867196269427	0.0555889652178726	2.85437877953617	0.00431210844551698	0.0582773079781202	ENSG00000153879	CEBPG	protein_coding	chr19	33373330	33382686	chr19:33373330	CEBPG	protein_coding	chr19	33373685	33382686	chr19:33373685	ENSG00000153879
MZT2B	1427.91785369814	-0.243127522097156	0.0851964634448812	-2.85372786928474	0.00432095272049265	0.0582773079781202	ENSG00000152082	MZT2B	protein_coding	chr2	130181737	130190729	chr2:130181737	MZT2B	protein_coding	chr2	130181737	130190729	chr2:130181737	ENSG00000152082
PAIP1	2539.43031900884	-0.139253984049508	0.0487886353257003	-2.85422994760735	0.00431412925795739	0.0582773079781202	ENSG00000172239	PAIP1	protein_coding	chr5	43526267	43557758	chr5:43526267	PAIP1	protein_coding	chr5	43526267	43557758	chr5:43526267	ENSG00000172239
PPIC	3543.3025140923	0.192876534179071	0.067592906078022	2.85350261396417	0.00432401721675958	0.0582773079781202	ENSG00000168938	PPIC	protein_coding	chr5	123023250	123036741	chr5:123023250	PPIC	protein_coding	chr5	123023250	123036725	chr5:123023250	ENSG00000168938
MZT2A	326.250117145779	-0.363681043731284	0.127464379060116	-2.853197469073	0.00432817171708389	0.0582799794921049	ENSG00000173272	MZT2A	protein_coding	chr2	131464900	131492743	chr2:131464900	MZT2A	protein_coding	chr2	131464900	131492743	chr2:131464900	ENSG00000173272
PRKG1	1749.72902576391	0.195873797011606	0.0686578407568	2.85289771499559	0.00433225634561528	0.0582817061436152	ENSG00000185532	PRKG1	protein_coding	chr10	50991358	52298350	chr10:50991358	PRKG1	protein_coding	chr10	50990888	52298423	chr10:50990888	ENSG00000185532
CACNA1C	1066.83440875583	-0.222198418149058	0.0779774617113915	-2.8495210445738	0.00437851090273149	0.0588502227264029	ENSG00000151067	CACNA1C	protein_coding	chr12	1970786	2697950	chr12:1970786	CACNA1C	protein_coding	chr12	1970772	2697950	chr12:1970772	ENSG00000151067
SACM1L	2116.58365088855	-0.13588468982169	0.0477038076074213	-2.84850825619526	0.00439247136609777	0.0589840434767422	ENSG00000211456	SACM1L	protein_coding	chr3	45689056	45745424	chr3:45689056	SACM1L	protein_coding	chr3	45689056	45745409	chr3:45689056	ENSG00000211456
TNFRSF21	615.31491852214	-0.183700467302002	0.064584968754846	-2.84432230662368	0.00445060025173789	0.0597101933591538	ENSG00000146072	TNFRSF21	protein_coding	chr6	47231532	47309905	chr6:47231532	TNFRSF21	protein_coding	chr6	47231532	47309905	chr6:47231532	ENSG00000146072
HIST2H2BF	86.6448921415279	-0.428989123849417	0.150858269791269	-2.84365666160017	0.00445990781399885	0.0597543268233487	ENSG00000203814	HIST2H2BF	protein_coding	chr1	149782689	149812373	chr1:149782689	H2BC18	protein_coding	chr1	149782689	149812373	chr1:149782689	ENSG00000203814
MTSS1L	2750.74311794669	-0.222513883714848	0.0782612965394978	-2.8432174466027	0.00446605891198879	0.0597543268233487	ENSG00000132613	MTSS1L	protein_coding	chr16	70661204	70686066	chr16:70661204	MTSS2	protein_coding	chr16	70661204	70686053	chr16:70661204	ENSG00000132613
RANGAP1	5482.15880870733	-0.120198558825438	0.0422733261011392	-2.84336648925759	0.00446397074511777	0.0597543268233487	ENSG00000100401	RANGAP1	protein_coding	chr22	41245611	41286251	chr22:41245611	RANGAP1	protein_coding	chr22	41244779	41286187	chr22:41244779	ENSG00000100401
IDE	2383.10852106053	-0.154276163851011	0.0542715769096134	-2.8426696373306	0.0044737416187448	0.0598028019834207	ENSG00000119912	IDE	protein_coding	chr10	92451684	92574076	chr10:92451684	IDE	protein_coding	chr10	92451684	92574096	chr10:92451684	ENSG00000119912
DDX19B	1019.02858446213	0.182718418885265	0.0642915043416134	2.84203054130433	0.00448271970252152	0.0598210798154353	ENSG00000157349	DDX19B	protein_coding	chr16	70289663	70335283	chr16:70289663	DDX19B	protein_coding	chr16	70289663	70335305	chr16:70289663	ENSG00000157349
ZMAT2	2732.7329954413	0.154667293281596	0.0544221002933437	2.84199419809076	0.00448323074579055	0.0598210798154353	ENSG00000146007	ZMAT2	protein_coding	chr5	140698680	140706676	chr5:140698680	ZMAT2	protein_coding	chr5	140698680	140706686	chr5:140698680	ENSG00000146007
LITAF	1249.46923320911	-0.207245206324431	0.0729331484794386	-2.84157767277603	0.0044890915233641	0.0598450744169019	ENSG00000189067	LITAF	protein_coding	chr16	11547722	11636381	chr16:11547722	LITAF	protein_coding	chr16	11547722	11636381	chr16:11547722	ENSG00000189067
AP3S1	3945.57155276589	0.165688634216604	0.0583196546387824	2.84104278811043	0.00449662787324547	0.0598913428578473	ENSG00000177879	AP3S1	protein_coding	chr5	115841481	115914081	chr5:115841481	AP3S1	protein_coding	chr5	115841592	115914081	chr5:115841592	ENSG00000177879
PDGFC	4262.40567798732	0.127846753330377	0.045006601614726	2.84062223637312	0.00450256135704397	0.0599161981487034	ENSG00000145431	PDGFC	protein_coding	chr4	156760454	156971394	chr4:156760454	PDGFC	protein_coding	chr4	156760454	156971799	chr4:156760454	ENSG00000145431
RNF169	1046.19174070422	-0.200247687496884	0.0705159412282857	-2.8397506153766	0.00451488148195078	0.060025919774925	ENSG00000166439	RNF169	protein_coding	chr11	74748868	74842413	chr11:74748868	RNF169	protein_coding	chr11	74748849	74842413	chr11:74748849	ENSG00000166439
TSPAN14	1352.44851186748	-0.184837505284874	0.065120625495963	-2.83838651544176	0.00453422397014214	0.0602287225465859	ENSG00000108219	TSPAN14	protein_coding	chr10	80454166	80533123	chr10:80454166	TSPAN14	protein_coding	chr10	80454265	80533124	chr10:80454265	ENSG00000108219
FRRS1	151.770540256725	0.365923084628276	0.128967608277125	2.83732550767308	0.0045493205779131	0.0602662243104658	ENSG00000156869	FRRS1	protein_coding	chr1	99708703	99766631	chr1:99708703	FRRS1	protein_coding	chr1	99703970	99766635	chr1:99703970	ENSG00000156869
OSER1-AS1	55.861458272732	0.61794697595936	0.217773067042291	2.83757300364124	0.00454579500194639	0.0602662243104658	ENSG00000223891	OSER1-AS1	lincRNA	chr20	44210960	44226027	chr20:44210960	OSER1-DT	lncRNA	chr20	44210907	44226027	chr20:44210907	ENSG00000223891
ANKRD54	524.735287639863	-0.219381071086636	0.0773333989649488	-2.83682178751862	0.00455650371455402	0.0603071484448295	ENSG00000100124	ANKRD54	protein_coding	chr22	37830855	37849327	chr22:37830855	ANKRD54	protein_coding	chr22	37830855	37849327	chr22:37830855	ENSG00000100124
FASTKD1	507.632929371295	0.205838546896602	0.0725834696472058	2.83588739828899	0.00456985547574806	0.0604295700298426	ENSG00000138399	FASTKD1	protein_coding	chr2	169529749	169573875	chr2:169529749	FASTKD1	protein_coding	chr2	169528508	169573875	chr2:169528508	ENSG00000138399
STK39	2211.39117646033	-0.139316803693379	0.0491427035357503	-2.83494382013453	0.00458337449146567	0.0605074416765186	ENSG00000198648	STK39	protein_coding	chr2	167954020	168248141	chr2:167954020	STK39	protein_coding	chr2	167954020	168247595	chr2:167954020	ENSG00000198648
ICA1L	111.241019925976	-0.561686914801241	0.198220628962034	-2.83364510415727	0.00460204094413961	0.0606812825791619	ENSG00000163596	ICA1L	protein_coding	chr2	202773150	202871985	chr2:202773150	ICA1L	protein_coding	chr2	202773150	202871766	chr2:202773150	ENSG00000163596
PITPNA	3306.14374300718	-0.147416850185595	0.0520279927787872	-2.83341413558625	0.00460536785849589	0.0606812825791619	ENSG00000174238	PITPNA	protein_coding	chr17	1517718	1562816	chr17:1517718	PITPNA	protein_coding	chr17	1517718	1562792	chr17:1517718	ENSG00000174238
EBF3	102.551616191752	-0.440605695545409	0.155550575335808	-2.83255587190349	0.00461774954173151	0.0607357754457561	ENSG00000108001	EBF3	protein_coding	chr10	129835283	129963841	chr10:129835283	EBF3	protein_coding	chr10	129835233	129973053	chr10:129835233	ENSG00000108001
SLC38A4	78.0105303010703	0.424029547252309	0.149685795947921	2.83279749135207	0.00461426078988538	0.0607357754457561	ENSG00000139209	SLC38A4	protein_coding	chr12	46764761	46832408	chr12:46764761	SLC38A4	protein_coding	chr12	46764761	46832408	chr12:46764761	ENSG00000139209
GGCX	3491.31604733925	0.161848737680597	0.0571790797464274	2.83055863085502	0.0046466793823932	0.0610258551027331	ENSG00000115486	GGCX	protein_coding	chr2	85544723	85561547	chr2:85544723	GGCX	protein_coding	chr2	85544720	85561532	chr2:85544720	ENSG00000115486
MTERF3	292.316636828311	-0.227358749207254	0.0803256800584179	-2.83046155403731	0.0046480897037042	0.0610258551027331	ENSG00000156469	MTERF3	protein_coding	chr8	96239398	96261610	chr8:96239398	MTERF3	protein_coding	chr8	96239398	96261610	chr8:96239398	ENSG00000156469
MAPKAPK3	1911.95776161608	-0.233922118189236	0.0826554775324189	-2.83008610164387	0.00465354788369759	0.0610431111974615	ENSG00000114738	MAPKAPK3	protein_coding	chr3	50611520	50649297	chr3:50611520	MAPKAPK3	protein_coding	chr3	50611520	50649291	chr3:50611520	ENSG00000114738
RNF128	65.1282917779173	0.4633956741113	0.163781749893928	2.82934865704765	0.00466428546161951	0.0610751903423262	ENSG00000133135	RNF128	protein_coding	chrX	106693794	106796993	chrX:106693794	RNF128	protein_coding	chrX	106693794	106797016	chrX:106693794	ENSG00000133135
ZNF25	541.891457935132	-0.197053266259756	0.0696392915384267	-2.82962767004921	0.00466022025155705	0.0610751903423262	ENSG00000175395	ZNF25	protein_coding	chr10	37949572	37976633	chr10:37949572	ZNF25	protein_coding	chr10	37949573	37976647	chr10:37949573	ENSG00000175395
CAPN15	637.328037442547	-0.163157629022152	0.0576874266668554	-2.82830485686919	0.00467952208411965	0.0612202840330076	ENSG00000103326	CAPN15	protein_coding	chr16	527717	554636	chr16:527717	CAPN15	protein_coding	chr16	527712	554636	chr16:527712	ENSG00000103326
SEMA3D	537.875611663174	0.428545623005925	0.151536370911745	2.82800505533757	0.00468390668735797	0.0612232736570278	ENSG00000153993	SEMA3D	protein_coding	chr7	84995553	85186855	chr7:84995553	SEMA3D	protein_coding	chr7	84995553	85187056	chr7:84995553	ENSG00000153993
ANKRD16	64.9606491928231	-0.463768391326349	0.164117856884802	-2.82582529487867	0.00471589771880878	0.0614173129316064	ENSG00000134461	ANKRD16	protein_coding	chr10	5861617	5889906	chr10:5861617	ANKRD16	protein_coding	chr10	5861616	5889906	chr10:5861616	ENSG00000134461
ANKRD39	160.358438030477	-0.334552108439726	0.118376592734853	-2.82616774744543	0.00471085868847443	0.0614173129316064	ENSG00000213337	ANKRD39	protein_coding	chr2	96836611	96858095	chr2:96836611	ANKRD39	protein_coding	chr2	96836611	96858016	chr2:96836611	ENSG00000213337
