baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
FIG4	1654.31224021375	0.220152947718848	0.0644532484022654	3.41569980064977	0.000636183391090623	0.0109171066899374	ENSG00000112367	FIG4	protein_coding	chr6	109691312	109825428	chr6:109691312	FIG4	protein_coding	chr6	109690609	109878098	chr6:109690609	ENSG00000112367
NUP50-AS1	133.00619874233	-0.443129496118645	0.129785673957299	-3.41431748672384	0.000639420179510902	0.0109603635921314	ENSG00000226328	NUP50-AS1	lincRNA	chr22	45133020	45163781	chr22:45133020	NUP50-DT	lncRNA	chr22	45133020	45163811	chr22:45133020	ENSG00000226328
FAM114A2	1865.04616559494	0.22823372065115	0.0668536334060407	3.41393143533358	0.000640326879453009	0.0109636281250416	ENSG00000055147	FAM114A2	protein_coding	chr5	153990128	154038936	chr5:153990128	FAM114A2	protein_coding	chr5	153990148	154038936	chr5:153990148	ENSG00000055147
ELMOD2	2093.9194670612	0.263494338623522	0.0772335108312848	3.41165817515562	0.000645690273703959	0.0110431072844542	ENSG00000179387	ELMOD2	protein_coding	chr4	140524158	140553770	chr4:140524158	ELMOD2	protein_coding	chr4	140524168	140553770	chr4:140524168	ENSG00000179387
SCG5	474.574673106658	-0.331145230903847	0.0971025370213064	-3.4102634293807	0.000649001604459316	0.0110873521868959	ENSG00000166922	SCG5	protein_coding	chr15	32641676	32697098	chr15:32641676	SCG5	protein_coding	chr15	32641676	32697098	chr15:32641676	ENSG00000166922
RPS18	42738.1516145066	0.279080136798608	0.0818430961457711	3.40994109388943	0.00064976911956155	0.0110880890893296	ENSG00000231500	RPS18	protein_coding	chr6	33272010	33276510	chr6:33272010	RPS18	protein_coding	chr6	33272075	33276511	chr6:33272075	ENSG00000231500
LAMB3	670.365919012433	-0.461816906353375	0.135453557377071	-3.40941142703094	0.000651032146170279	0.0110972706697422	ENSG00000196878	LAMB3	protein_coding	chr1	209614870	209652466	chr1:209614870	LAMB3	protein_coding	chr1	209614870	209652425	chr1:209614870	ENSG00000196878
PRR5L	668.928440657042	0.318920044317847	0.0935559058290695	3.40887132128812	0.000652322415865232	0.0111068956837031	ENSG00000135362	PRR5L	protein_coding	chr11	36296288	36465204	chr11:36296288	PRR5L	protein_coding	chr11	36296288	36465204	chr11:36296288	ENSG00000135362
CARS2	2549.06097239796	-0.304262063521421	0.0893460136415768	-3.40543524126334	0.00066058678747497	0.0112226436802213	ENSG00000134905	CARS2	protein_coding	chr13	110641412	110713603	chr13:110641412	CARS2	protein_coding	chr13	110641412	110713603	chr13:110641412	ENSG00000134905
FOXL2NB	252.246769194871	-0.479944358631512	0.140968298228297	-3.40462617952759	0.000662546831808765	0.0112434638076461	ENSG00000206262	FOXL2NB	protein_coding	chr3	138947234	138953451	chr3:138947234	FOXL2NB	protein_coding	chr3	138947217	138953990	chr3:138947217	ENSG00000206262
NDUFA12	2938.71832905719	0.218323585382564	0.0641551941312421	3.40305392788524	0.000666371264805398	0.0112958415840268	ENSG00000184752	NDUFA12	protein_coding	chr12	94897055	95003770	chr12:94897055	NDUFA12	protein_coding	chr12	94895297	95003748	chr12:94895297	ENSG00000184752
TIGD5	218.907251063478	-0.398748033040294	0.117271219813029	-3.40022073340788	0.000673314751562692	0.0113757493401436	ENSG00000179886	TIGD5	protein_coding	chr8	143597835	143603224	chr8:143597835	TIGD5	protein_coding	chr8	143597831	143603224	chr8:143597831	ENSG00000179886
WNT5A	9385.56712099635	0.326880023176353	0.0961307246952712	3.40036990475775	0.000672947496921762	0.0113757493401436	ENSG00000114251	WNT5A	protein_coding	chr3	55465715	55490539	chr3:55465715	WNT5A	protein_coding	chr3	55465715	55490539	chr3:55465715	ENSG00000114251
KCND1	135.999011050481	0.535246898842487	0.157499200860953	3.39841025171313	0.000677786973659749	0.0114386826965929	ENSG00000102057	KCND1	protein_coding	chrX	48961378	48971569	chrX:48961378	KCND1	protein_coding	chrX	48961378	48971844	chrX:48961378	ENSG00000102057
CDC73	4286.08161093183	0.199836815881111	0.0588407044203598	3.39623425398633	0.000683198623705659	0.0115173142434609	ENSG00000134371	CDC73	protein_coding	chr1	193122017	193253901	chr1:193122017	CDC73	protein_coding	chr1	193121983	193254815	chr1:193121983	ENSG00000134371
SPTLC1	5038.78962640838	0.193809047251099	0.0571215586110959	3.39292295174613	0.000691510857049414	0.0116446168194229	ENSG00000090054	SPTLC1	protein_coding	chr9	92031999	92115384	chr9:92031999	SPTLC1	protein_coding	chr9	92000087	92115413	chr9:92000087	ENSG00000090054
VPS50	1421.80147831389	0.203920828797595	0.0601183797498994	3.39198810157448	0.000693874533091378	0.0116715796461865	ENSG00000004766	VPS50	protein_coding	chr7	93232340	93361121	chr7:93232340	VPS50	protein_coding	chr7	93232340	93361123	chr7:93232340	ENSG00000004766
TFEB	155.12010941862	-0.453553730070984	0.133848314412399	-3.3885651236036	0.000702593425551953	0.0118052662622654	ENSG00000112561	TFEB	protein_coding	chr6	41683978	41736259	chr6:41683978	TFEB	protein_coding	chr6	41683978	41736259	chr6:41683978	ENSG00000112561
SPCS3	9566.30000365885	0.232729478861405	0.0686924179322263	3.38799369518514	0.000704058827152905	0.0118169171789797	ENSG00000129128	SPCS3	protein_coding	chr4	176319964	176332245	chr4:176319964	SPCS3	protein_coding	chr4	176319966	176332245	chr4:176319966	ENSG00000129128
HTATSF1	3675.33442924491	0.159876186051224	0.0471942048031103	3.38762326260634	0.000705010301090995	0.0118199262637457	ENSG00000102241	HTATSF1	protein_coding	chrX	136497079	136512346	chrX:136497079	HTATSF1	protein_coding	chrX	136497079	136512346	chrX:136497079	ENSG00000102241
KCNJ8	1680.00263162084	0.246689263226672	0.0728299223271012	3.38719657174308	0.000706107757921408	0.0118253735782309	ENSG00000121361	KCNJ8	protein_coding	chr12	21764955	21775581	chr12:21764955	KCNJ8	protein_coding	chr12	21764955	21775600	chr12:21764955	ENSG00000121361
GIN1	298.889011591149	0.40711641603586	0.120242783148348	3.38578670067529	0.000709745271084528	0.0118733014912468	ENSG00000145723	GIN1	protein_coding	chr5	103086000	103120151	chr5:103086000	GIN1	protein_coding	chr5	103086000	103120138	chr5:103086000	ENSG00000145723
PANX1	1846.28010775968	0.188277482658605	0.0556283667900512	3.38455887747324	0.000712927271385453	0.011913512819975	ENSG00000110218	PANX1	protein_coding	chr11	94128928	94181972	chr11:94128928	PANX1	protein_coding	chr11	94128841	94181968	chr11:94128841	ENSG00000110218
ARHGEF6	894.56036748058	-0.243243837798821	0.0718874583216393	-3.38367558789599	0.00071522457790622	0.0119388687175687	ENSG00000129675	ARHGEF6	protein_coding	chrX	136665547	136782088	chrX:136665547	ARHGEF6	protein_coding	chrX	136665547	136780932	chrX:136665547	ENSG00000129675
BTF3L4	2460.54497291423	0.322726276840677	0.0953959413343225	3.3830189453203	0.000716936863902092	0.011954414570533	ENSG00000134717	BTF3L4	protein_coding	chr1	52056125	52090716	chr1:52056125	BTF3L4	protein_coding	chr1	52056199	52090716	chr1:52056199	ENSG00000134717
CXCL6	281.246663653379	0.680195228997756	0.201141203073176	3.38168022565868	0.000720439563649385	0.0119997479877923	ENSG00000124875	CXCL6	protein_coding	chr4	73836497	73849064	chr4:73836497	CXCL6	protein_coding	chr4	73836640	73849064	chr4:73836640	ENSG00000124875
RGL1	2043.43471766069	0.255454578615581	0.0756246259591443	3.37792849056322	0.000730340701795565	0.0121514403504182	ENSG00000143344	RGL1	protein_coding	chr1	183636085	183928531	chr1:183636085	RGL1	protein_coding	chr1	183636085	183928532	chr1:183636085	ENSG00000143344
NR3C1	12239.0230297036	0.148299501152801	0.0439072488069282	3.37756304898341	0.000731311857851138	0.0121543871966638	ENSG00000113580	NR3C1	protein_coding	chr5	143277931	143435512	chr5:143277931	NR3C1	protein_coding	chr5	143277931	143435512	chr5:143277931	ENSG00000113580
ZNF264	1402.40557299301	0.301325404392616	0.0892237877521474	3.37718686892851	0.000732312804098751	0.0121578222259648	ENSG00000083844	ZNF264	protein_coding	chr19	57191500	57222846	chr19:57191500	ZNF264	protein_coding	chr19	57191500	57222846	chr19:57191500	ENSG00000083844
HSBP1L1	313.978448803307	-0.403651178992316	0.119586256340904	-3.37539773668997	0.000737090799926626	0.0122238882713725	ENSG00000226742	HSBP1L1	protein_coding	chr18	79964561	79970822	chr18:79964561	HSBP1L1	protein_coding	chr18	79964582	79970822	chr18:79964582	ENSG00000226742
CLUAP1	1242.97545292841	-0.261800566149761	0.077622573138709	-3.37273753708128	0.00074424859469271	0.0122655518312899	ENSG00000103351	CLUAP1	protein_coding	chr16	3500924	3539048	chr16:3500924	CLUAP1	protein_coding	chr16	3500976	3539048	chr16:3500976	ENSG00000103351
MPST	963.028461033122	-0.341802874874647	0.101346952248915	-3.37260141809847	0.000744616580219753	0.0122655518312899	ENSG00000128309	MPST	protein_coding	chr22	37019635	37029822	chr22:37019635	MPST	protein_coding	chr22	37019635	37029821	chr22:37019635	ENSG00000128309
PDXDC2P	142.224088630508	-1.08490228017332	0.321723984500227	-3.37215231826323	0.000745831880362339	0.0122655518312899	ENSG00000196696	PDXDC2P	processed_transcript	chr16	69976297	70065948	chr16:69976297	PDXDC2P-NPIPB14P	lncRNA	chr16	69976297	70065948	chr16:69976297	ENSG00000196696
PSMG3-AS1	435.974779535455	-0.342676625893173	0.101592154843343	-3.37306189067047	0.000743372414317707	0.0122655518312899	ENSG00000230487	PSMG3-AS1	lincRNA	chr7	1570073	1589626	chr7:1570073	PSMG3-AS1	lncRNA	chr7	1570073	1589626	chr7:1570073	ENSG00000230487
RPF2	1498.24555221212	0.238308494323668	0.0706316086819077	3.37396384948416	0.000740940975191989	0.0122655518312899	ENSG00000197498	RPF2	protein_coding	chr6	110982015	111028263	chr6:110982015	RPF2	protein_coding	chr6	110982015	111028263	chr6:110982015	ENSG00000197498
TK2	3184.62280375314	-0.213392328279912	0.0632820085840584	-3.37208525858436	0.000746013507214402	0.0122655518312899	ENSG00000166548	TK2	protein_coding	chr16	66508003	66552544	chr16:66508003	TK2	protein_coding	chr16	66508003	66552544	chr16:66508003	ENSG00000166548
TMX3	6844.46144066273	0.228734135615585	0.0678186757276369	3.3727307878171	0.000744266836746025	0.0122655518312899	ENSG00000166479	TMX3	protein_coding	chr18	68673688	68715298	chr18:68673688	TMX3	protein_coding	chr18	68673688	68715108	chr18:68673688	ENSG00000166479
WTIP	781.979638737546	-0.240796590302604	0.0713967579977666	-3.37265440414166	0.000744473317097256	0.0122655518312899	ENSG00000142279	WTIP	protein_coding	chr19	34481638	34512304	chr19:34481638	WTIP	protein_coding	chr19	34481758	34512304	chr19:34481758	ENSG00000142279
EMILIN1	6863.88046998597	-0.355214192164116	0.105371340707271	-3.37107025287764	0.000748767606152145	0.0122797196688232	ENSG00000138080	EMILIN1	protein_coding	chr2	27078567	27086408	chr2:27078567	EMILIN1	protein_coding	chr2	27078615	27086403	chr2:27078615	ENSG00000138080
KIAA1958	1093.85041734992	0.221721653032532	0.0657706055717471	3.37113595207304	0.000748589053675796	0.0122797196688232	ENSG00000165185	KIAA1958	protein_coding	chr9	112486847	112669397	chr9:112486847	KIAA1958	protein_coding	chr9	112486827	112669397	chr9:112486827	ENSG00000165185
LUC7L	553.36406336918	-0.317915922304015	0.0943124107339506	-3.3708810943327	0.00074928190832174	0.0122797196688232	ENSG00000007392	LUC7L	protein_coding	chr16	188969	229463	chr16:188969	LUC7L	protein_coding	chr16	188969	229463	chr16:188969	ENSG00000007392
MLF1	370.365938746733	0.340165849795544	0.100929115659432	3.37034410311666	0.000750743719008054	0.0122905177613436	ENSG00000178053	MLF1	protein_coding	chr3	158571163	158607252	chr3:158571163	MLF1	protein_coding	chr3	158571163	158607252	chr3:158571163	ENSG00000178053
GABBR2	3549.34020089884	-0.324923894176602	0.0964187078035512	-3.36992583263634	0.000751884179564113	0.0122960375390896	ENSG00000136928	GABBR2	protein_coding	chr9	98288082	98709197	chr9:98288082	GABBR2	protein_coding	chr9	98288109	98708935	chr9:98288109	ENSG00000136928
ATG3	3288.6537713637	0.216240721635656	0.0642411360600703	3.36607872926554	0.000762449438044837	0.0124437284232861	ENSG00000144848	ATG3	protein_coding	chr3	112532509	112562046	chr3:112532509	ATG3	protein_coding	chr3	112532510	112562046	chr3:112532510	ENSG00000144848
COMMD8	1149.53549975421	0.212085813065376	0.0630356443114795	3.36453787982862	0.000766719587390639	0.0124852943874346	ENSG00000169019	COMMD8	protein_coding	chr4	47450796	47463719	chr4:47450796	COMMD8	protein_coding	chr4	47450787	47463702	chr4:47450787	ENSG00000169019
DPY30	1593.73945327242	0.294530602437848	0.087534892063765	3.36472228952194	0.000766207366471747	0.0124852943874346	ENSG00000162961	DPY30	protein_coding	chr2	31867809	32039812	chr2:31867809	DPY30	protein_coding	chr2	31867809	32039805	chr2:31867809	ENSG00000162961
HSF2	457.917405818403	-0.282320582007972	0.0839813620182243	-3.36170520724238	0.000774627744387287	0.0125951013957754	ENSG00000025156	HSF2	protein_coding	chr6	122399546	122433119	chr6:122399546	HSF2	protein_coding	chr6	122399551	122433119	chr6:122399551	ENSG00000025156
TMEM126B	1524.81768627552	0.363566551974497	0.108162108802656	3.36131160902042	0.000775732550628914	0.0125951013957754	ENSG00000171204	TMEM126B	protein_coding	chr11	85628573	85636539	chr11:85628573	TMEM126B	protein_coding	chr11	85628573	85636539	chr11:85628573	ENSG00000171204
VTA1	4579.90896208016	0.237767252500491	0.0707379396179197	3.36124085299565	0.000775931313530813	0.0125951013957754	ENSG00000009844	VTA1	protein_coding	chr6	142147162	142224689	chr6:142147162	VTA1	protein_coding	chr6	142147162	142224685	chr6:142147162	ENSG00000009844
UBE2J1	6768.83481379949	-0.172216449492246	0.0512444600284521	-3.36068424560679	0.000777496545874446	0.012607139436123	ENSG00000198833	UBE2J1	protein_coding	chr6	89326625	89352848	chr6:89326625	UBE2J1	protein_coding	chr6	89326625	89352722	chr6:89326625	ENSG00000198833
C16orf72	5302.27508508932	0.183616444173967	0.0546707500515102	3.35858652023186	0.000783421923755163	0.0126763629882878	ENSG00000182831	C16orf72	protein_coding	chr16	9091648	9121640	chr16:9091648	C16orf72	protein_coding	chr16	9091644	9121635	chr16:9091644	ENSG00000182831
NAB1	1997.09654636516	0.261937473398235	0.077988907056152	3.35865039382639	0.000783240885022117	0.0126763629882878	ENSG00000138386	NAB1	protein_coding	chr2	190646746	190692766	chr2:190646746	NAB1	protein_coding	chr2	190646746	190692766	chr2:190646746	ENSG00000138386
MEF2C	1081.41390749551	0.274345782931751	0.0816958274267874	3.35813702575703	0.000784697037513362	0.0126835877013907	ENSG00000081189	MEF2C	protein_coding	chr5	88717117	88904257	chr5:88717117	MEF2C	protein_coding	chr5	88717117	88904257	chr5:88717117	ENSG00000081189
RCN2	3543.84008162592	-0.22223965059954	0.0662052817212668	-3.35682659784153	0.000788425426897871	0.0127169947413337	ENSG00000117906	RCN2	protein_coding	chr15	76931619	76954392	chr15:76931619	RCN2	protein_coding	chr15	76931738	76954393	chr15:76931738	ENSG00000117906
SEC22A	1337.24819860409	0.261358743140157	0.0778553229798657	3.35697975599879	0.000787988818987591	0.0127169947413337	ENSG00000121542	SEC22A	protein_coding	chr3	123201927	123274130	chr3:123201927	SEC22A	protein_coding	chr3	123201927	123274136	chr3:123201927	ENSG00000121542
DHRS12	148.150608688254	0.44542079129995	0.1327456187246	3.35544627069041	0.000792370468088793	0.0127671734263528	ENSG00000102796	DHRS12	protein_coding	chr13	51767993	51804157	chr13:51767993	DHRS12	protein_coding	chr13	51767993	51804163	chr13:51767993	ENSG00000102796
EPC2	1220.55695720292	0.278174250345529	0.0829418084595658	3.3538483849329	0.00079696017892776	0.0128007024751807	ENSG00000135999	EPC2	protein_coding	chr2	148644440	148787568	chr2:148644440	EPC2	protein_coding	chr2	148644440	148787569	chr2:148644440	ENSG00000135999
RPP40	507.404376187849	0.312696832865351	0.0932349196050157	3.35385962888232	0.000796927796182368	0.0128007024751807	ENSG00000124787	RPP40	protein_coding	chr6	4994732	5004063	chr6:4994732	RPP40	protein_coding	chr6	4994717	5004063	chr6:4994717	ENSG00000124787
SS18L2	486.942513977884	0.287107511253657	0.0855945121958761	3.35427475299625	0.000795733086866465	0.0128007024751807	ENSG00000008324	SS18L2	protein_coding	chr3	42581840	42595114	chr3:42581840	SS18L2	protein_coding	chr3	42581840	42596934	chr3:42581840	ENSG00000008324
CLCC1	2516.89156534295	-0.220551948193613	0.0657680476515744	-3.35348176004938	0.000798016733494279	0.0128042370436026	ENSG00000121940	CLCC1	protein_coding	chr1	108929508	108963457	chr1:108929508	CLCC1	protein_coding	chr1	108881885	108963527	chr1:108881885	ENSG00000121940
TANK	2315.40032253457	0.172014496529972	0.0513213989352532	3.35171098408647	0.000803138154265001	0.0128729169919732	ENSG00000136560	TANK	protein_coding	chr2	161136908	161236221	chr2:161136908	TANK	protein_coding	chr2	161136908	161236230	chr2:161136908	ENSG00000136560
NUP35	442.163128921574	0.326617756448582	0.0974680908101756	3.35102240880749	0.000805137868188967	0.0128779993190894	ENSG00000163002	NUP35	protein_coding	chr2	183117513	183161680	chr2:183117513	NUP35	protein_coding	chr2	183117513	183161680	chr2:183117513	ENSG00000163002
MSRB2	983.785927202641	-0.28403636860965	0.0847825159367168	-3.35017621819173	0.000807601645639085	0.0129039231626278	ENSG00000148450	MSRB2	protein_coding	chr10	23095506	23122013	chr10:23095506	MSRB2	protein_coding	chr10	23095579	23122013	chr10:23095579	ENSG00000148450
WBP2	3680.26645661883	0.166652686374801	0.0497667766829832	3.34867350233243	0.000811994220063237	0.0129605792768592	ENSG00000132471	WBP2	protein_coding	chr17	75845699	75856507	chr17:75845699	WBP2	protein_coding	chr17	75845699	75856507	chr17:75845699	ENSG00000132471
ACE	194.93752352318	-0.965473289319225	0.288423991059848	-3.34740978297776	0.000815705335271768	0.012992717551514	ENSG00000159640	ACE	protein_coding	chr17	63477061	63498380	chr17:63477061	ACE	protein_coding	chr17	63477061	63498380	chr17:63477061	ENSG00000159640
UBAP2L	12188.8694932556	-0.151301622047897	0.0451957563563091	-3.34769532022172	0.000814865435646969	0.012992717551514	ENSG00000143569	UBAP2L	protein_coding	chr1	154220179	154271510	chr1:154220179	UBAP2L	protein_coding	chr1	154220179	154271510	chr1:154220179	ENSG00000143569
ZNF641	568.128122042235	0.262601281234028	0.0785038689099061	3.34507438780372	0.000822605044796898	0.013075405421294	ENSG00000167528	ZNF641	protein_coding	chr12	48337180	48351414	chr12:48337180	ZNF641	protein_coding	chr12	48337180	48351414	chr12:48337180	ENSG00000167528
ACADM	1359.3593475183	0.22129034444822	0.066160410506174	3.34475470685856	0.000823553714563167	0.0130769052996041	ENSG00000117054	ACADM	protein_coding	chr1	75724347	75787575	chr1:75724347	ACADM	protein_coding	chr1	75724431	75787575	chr1:75724431	ENSG00000117054
MSH3	1643.48809251897	0.218670260790195	0.0654030799094825	3.34342451598354	0.000827512033639417	0.0131261416569104	ENSG00000113318	MSH3	protein_coding	chr5	80654648	80876460	chr5:80654648	MSH3	protein_coding	chr5	80654652	80876815	chr5:80654652	ENSG00000113318
IMPA1	1100.7174943617	0.218255713136734	0.06537780102529	3.33837647816124	0.000842694880092371	0.0133321767977534	ENSG00000133731	IMPA1	protein_coding	chr8	81657961	81686693	chr8:81657961	IMPA1	protein_coding	chr8	81656914	81686331	chr8:81656914	ENSG00000133731
RASA4B	378.881116032036	-0.40691398918887	0.121882548602282	-3.33857466762268	0.000842093950476083	0.0133321767977534	ENSG00000170667	RASA4B	protein_coding	chr7	102482445	102517781	chr7:102482445	RASA4B	protein_coding	chr7	102479976	102517777	chr7:102479976	ENSG00000170667
TMEM45A	3054.23960916058	0.341368068263027	0.102259945886808	3.33823830340073	0.000843114074621106	0.0133321767977534	ENSG00000181458	TMEM45A	protein_coding	chr3	100492619	100577444	chr3:100492619	TMEM45A	protein_coding	chr3	100492619	100577444	chr3:100492619	ENSG00000181458
POM121	3700.03457672108	-0.200655864422242	0.0601453736513672	-3.33618119300987	0.000849377852744339	0.0134173651103794	ENSG00000196313	POM121	protein_coding	chr7	72879365	72951440	chr7:72879365	POM121	protein_coding	chr7	72879349	72951440	chr7:72879349	ENSG00000196313
BEX1	319.380723584011	-0.609221942774709	0.182663495391909	-3.33521452366608	0.000852336184274951	0.0134225411241735	ENSG00000133169	BEX1	protein_coding	chrX	103062651	103064240	chrX:103062651	BEX1	protein_coding	chrX	103062651	103064171	chrX:103062651	ENSG00000133169
PHLDB1	7090.85456134726	-0.223925365086105	0.0671340073825714	-3.33549826409197	0.000851466854405304	0.0134225411241735	ENSG00000019144	PHLDB1	protein_coding	chr11	118606440	118658038	chr11:118606440	PHLDB1	protein_coding	chr11	118606440	118658031	chr11:118606440	ENSG00000019144
SYTL2	485.913454185749	0.299360244265949	0.0897472976519638	3.33559062053161	0.00085118406824305	0.0134225411241735	ENSG00000137501	SYTL2	protein_coding	chr11	85694224	85811159	chr11:85694224	SYTL2	protein_coding	chr11	85694224	85811159	chr11:85694224	ENSG00000137501
B4GALT1-AS1	101.091498412473	0.609928697473454	0.182964233319398	3.3335952410366	0.000857313149446285	0.0134870425267978	ENSG00000233554	B4GALT1-AS1	antisense	chr9	33166975	33179983	chr9:33166975	B4GALT1-AS1	lncRNA	chr9	33166948	33182865	chr9:33166948	ENSG00000233554
RTN2	582.657007945972	0.318919838973547	0.0956861532113824	3.33297795208691	0.000859217509969134	0.0135031236397305	ENSG00000125744	RTN2	protein_coding	chr19	45485289	45497061	chr19:45485289	RTN2	protein_coding	chr19	45485294	45497055	chr19:45485294	ENSG00000125744
TSN	6157.64489491697	0.24109153616236	0.0723476716579015	3.33240214422338	0.000860997435173196	0.0135172181950729	ENSG00000211460	TSN	protein_coding	chr2	121737103	121767853	chr2:121737103	TSN	protein_coding	chr2	121737103	121767853	chr2:121737103	ENSG00000211460
CHSY3	560.790371577551	0.320117522228604	0.0961022789336291	3.33100864808508	0.000865319140676905	0.0135572569972788	ENSG00000198108	CHSY3	protein_coding	chr5	129904472	130186634	chr5:129904472	CHSY3	protein_coding	chr5	129904465	130186634	chr5:129904465	ENSG00000198108
EEF2KMT	730.725734640837	0.337683109539883	0.101372838134647	3.33110047773706	0.000865033727769118	0.0135572569972788	ENSG00000118894	EEF2KMT	protein_coding	chr16	5084304	5097808	chr16:5084304	EEF2KMT	protein_coding	chr16	5084284	5097795	chr16:5084284	ENSG00000118894
RNF169	1698.64193332019	-0.251119814032968	0.0754091210904854	-3.3300986724357	0.000868152131534898	0.0135877348439721	ENSG00000166439	RNF169	protein_coding	chr11	74748868	74842413	chr11:74748868	RNF169	protein_coding	chr11	74748849	74842413	chr11:74748849	ENSG00000166439
GPAM	2450.40952114096	0.263033080667278	0.0790007511426109	3.32950100933161	0.00087001748867618	0.0136030211431729	ENSG00000119927	GPAM	protein_coding	chr10	112149864	112215377	chr10:112149864	GPAM	protein_coding	chr10	112149865	112215377	chr10:112149865	ENSG00000119927
PLXNB2	11971.1670073151	-0.347373550424149	0.104359722159106	-3.32861704915758	0.000872783216907634	0.0136323394910257	ENSG00000196576	PLXNB2	protein_coding	chr22	50274979	50307627	chr22:50274979	PLXNB2	protein_coding	chr22	50274979	50307646	chr22:50274979	ENSG00000196576
MAP1LC3B	14436.9309505561	-0.178273389423772	0.0535653978407969	-3.32814459725705	0.000874264761567899	0.0136354426833185	ENSG00000140941	MAP1LC3B	protein_coding	chr16	87383995	87404779	chr16:87383995	MAP1LC3B	protein_coding	chr16	87383953	87404779	chr16:87383953	ENSG00000140941
SCARB2	16968.0811378314	-0.213166872277322	0.0640528205105206	-3.32798572456788	0.000874763488274567	0.0136354426833185	ENSG00000138760	SCARB2	protein_coding	chr4	76158737	76213893	chr4:76158737	SCARB2	protein_coding	chr4	76158737	76234536	chr4:76158737	ENSG00000138760
MEST	140.554867347259	0.51161220100727	0.153745812390286	3.32764966442491	0.000875819303856527	0.0136380122931148	ENSG00000106484	MEST	protein_coding	chr7	130486171	130506296	chr7:130486171	MEST	protein_coding	chr7	130486171	130506465	chr7:130486171	ENSG00000106484
ARFIP1	3616.1036489832	0.203815626348034	0.0612686594783301	3.32658863574648	0.000879160545101373	0.013662244125753	ENSG00000164144	ARFIP1	protein_coding	chr4	152687727	152918463	chr4:152687727	ARFIP1	protein_coding	chr4	152779937	152918463	chr4:152779937	ENSG00000164144
CTSZ	10852.0042455567	-0.485323787583328	0.145888926778777	-3.32666637762894	0.000878915330736989	0.013662244125753	ENSG00000101160	CTSZ	protein_coding	chr20	58995185	59007247	chr20:58995185	CTSZ	protein_coding	chr20	58985686	59008238	chr20:58985686	ENSG00000101160
GLT8D2	2348.02487846697	0.348696835703399	0.10489938042113	3.32410767636107	0.000887019405910299	0.0137703915276561	ENSG00000120820	GLT8D2	protein_coding	chr12	103988984	104064183	chr12:103988984	GLT8D2	protein_coding	chr12	103988987	104064183	chr12:103988987	ENSG00000120820
SLC26A6	173.524309895794	-0.447063482151522	0.134516317570089	-3.32348885419483	0.000888989752168564	0.0137869970987277	ENSG00000225697	SLC26A6	protein_coding	chr3	48625723	48635493	chr3:48625723	SLC26A6	protein_coding	chr3	48625723	48635493	chr3:48625723	ENSG00000225697
NPEPL1	1230.87329103868	-0.238949589057501	0.0719089424704126	-3.32294678309054	0.000890719053749955	0.0137998345705977	ENSG00000215440	NPEPL1	protein_coding	chr20	58689131	58719238	chr20:58689131	NPEPL1	protein_coding	chr20	58689131	58719238	chr20:58689131	ENSG00000215440
HNMT	209.877297137392	0.546119389075895	0.16443542225328	3.32117850030333	0.000896381885266963	0.0138595126442236	ENSG00000150540	HNMT	protein_coding	chr2	137964020	138016364	chr2:137964020	HNMT	protein_coding	chr2	137964020	138016364	chr2:137964020	ENSG00000150540
PTAR1	5016.43778160638	0.199327651266474	0.0600153993319003	3.32127509748193	0.000896071678290981	0.0138595126442236	ENSG00000188647	PTAR1	protein_coding	chr9	69709522	69759959	chr9:69709522	PTAR1	protein_coding	chr9	69709522	69760011	chr9:69709522	ENSG00000188647
CHN1	5139.30198259513	0.363829164910171	0.10964762477215	3.31816731704143	0.000906101895910437	0.0139534222542264	ENSG00000128656	CHN1	protein_coding	chr2	174799363	175005369	chr2:174799363	CHN1	protein_coding	chr2	174798809	175005381	chr2:174798809	ENSG00000128656
ZNF185	1854.94543558123	-0.40499416059644	0.122051982663924	-3.31821041950308	0.000905962075984039	0.0139534222542264	ENSG00000147394	ZNF185	protein_coding	chrX	152914442	152973480	chrX:152914442	ZNF185	protein_coding	chrX	152898067	152973481	chrX:152898067	ENSG00000147394
EVI5	1787.99029752716	-0.291291965271237	0.0877966582520427	-3.317802420623	0.000907286383700149	0.0139576207791942	ENSG00000067208	EVI5	protein_coding	chr1	92508696	92792404	chr1:92508696	EVI5	protein_coding	chr1	92508696	92792404	chr1:92508696	ENSG00000067208
SIM1	749.386294852837	0.280900739121484	0.0846770688481067	3.31731769819953	0.000908862057162085	0.0139678228001808	ENSG00000112246	SIM1	protein_coding	chr6	100385015	100464929	chr6:100385015	SIM1	protein_coding	chr6	100385009	100464921	chr6:100385009	ENSG00000112246
DCAF11	2539.13150445923	0.263920114786044	0.0795766110903446	3.31655383623225	0.000911350269585332	0.0139920146204039	ENSG00000100897	DCAF11	protein_coding	chr14	24114195	24125242	chr14:24114195	DCAF11	protein_coding	chr14	24114195	24125242	chr14:24114195	ENSG00000100897
SLC2A8	168.972670054542	-0.535216917285111	0.161587602817198	-3.31223997357394	0.000925521189314087	0.0141811339788095	ENSG00000136856	SLC2A8	protein_coding	chr9	127397138	127408424	chr9:127397138	SLC2A8	protein_coding	chr9	127397138	127408424	chr9:127397138	ENSG00000136856
