Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
COQ9	COQ9	2041.84830503898	-0.0388149578310856	0.0212103467460904	-1.83000109784816	0.0672497746754142	0.245254339117871	ENSG00000088682	protein_coding	chr16	57447425	57461275	chr16:57447425	COQ9	protein_coding	chr16	57447425	57461270	chr16:57447425	ENSG00000088682
CORO1A	CORO1A	44296.6099913175	0.0382793414023518	0.026952217731253	1.42026685091536	0.155530007928529	0.407252107382441	ENSG00000102879	protein_coding	chr16	30182827	30189076	chr16:30182827	CORO1A	protein_coding	chr16	30182827	30189076	chr16:30182827	ENSG00000102879
CORO1B	CORO1B	1995.86288734439	-0.138826080920996	0.0476160993477368	-2.91552821047266	0.00355087003616832	0.0328700136794812	ENSG00000172725	protein_coding	chr11	67435510	67443821	chr11:67435510	CORO1B	protein_coding	chr11	67435510	67443821	chr11:67435510	ENSG00000172725
CORO1C	CORO1C	20531.6221321558	0.00781221086625192	0.0209679072806957	0.372579426342863	0.70946148746844	0.877146522520626	ENSG00000110880	protein_coding	chr12	108645109	108731596	chr12:108645109	CORO1C	protein_coding	chr12	108645109	108731526	chr12:108645109	ENSG00000110880
CORO7	CORO7	4050.49953144705	-0.0470922497169241	0.0233748461600115	-2.0146549583495	0.0439408146942002	0.187045777619761	ENSG00000262246	protein_coding	chr16	4354542	4425705	chr16:4354542	CORO7	protein_coding	chr16	4354542	4425705	chr16:4354542	ENSG00000262246
COTL1	COTL1	23898.3516304178	-0.152503892497458	0.0583868326383865	-2.61195693628351	0.00900255932557107	0.06431968349078	ENSG00000103187	protein_coding	chr16	84565594	84618077	chr16:84565594	COTL1	protein_coding	chr16	84565596	84618078	chr16:84565596	ENSG00000103187
COX10	COX10	1698.79490714113	-0.0810120896540477	0.0241211730326925	-3.35854684779419	0.000783534388019717	0.0105581161765549	ENSG00000006695	protein_coding	chr17	14069496	14208677	chr17:14069496	COX10	protein_coding	chr17	14069490	14231736	chr17:14069490	ENSG00000006695
COX10-AS1	COX10-AS1	360.021453650111	0.122498080691427	0.0225244951195815	5.4384384662604	5.37495666198826e-08	4.31360091286291e-06	ENSG00000236088	processed_transcript	chr17	13756478	14069495	chr17:13756478	COX10-DT	lncRNA	chr17	13755574	14069495	chr17:13755574	ENSG00000236088
COX11	COX11	2088.60885674414	-0.0479108506158046	0.0274182481920797	-1.74740743026918	0.0805666895271175	0.275433193676145	ENSG00000166260	protein_coding	chr17	54951902	54968785	chr17:54951902	COX11	protein_coding	chr17	54951902	54968703	chr17:54951902	ENSG00000166260
COX14	COX14	1160.76476623951	-0.0212069048412111	0.0267951556165733	-0.791445481589003	0.428684078256079	0.69941703346536	ENSG00000178449	protein_coding	chr12	50111979	50120457	chr12:50111979	COX14	protein_coding	chr12	50112082	50120457	chr12:50112082	ENSG00000178449
COX15	COX15	4103.93666538696	-0.0665809851004191	0.0129378810323203	-5.14620477140673	2.65809262195771e-07	1.65862540993077e-05	ENSG00000014919	protein_coding	chr10	99711844	99732100	chr10:99711844	COX15	protein_coding	chr10	99710868	99732127	chr10:99710868	ENSG00000014919
COX16	COX16	2392.42663796519	-0.0123020983643313	0.0174784640000569	-0.703843218963135	0.481530415439397	0.737724770945165	ENSG00000133983	protein_coding	chr14	70325081	70359731	chr14:70325081	COX16	protein_coding	chr14	70325081	70416984	chr14:70325081	ENSG00000133983
COX17	COX17	3152.92295508859	-0.00648894875973703	0.0307894740364609	-0.210752179529043	0.83308065555029	0.933860416765603	ENSG00000138495	protein_coding	chr3	119654513	119677454	chr3:119654513	COX17	protein_coding	chr3	119654513	119677454	chr3:119654513	ENSG00000138495
COX18	COX18	1339.80186733858	-0.00127610836762734	0.0193798026110565	-0.0658473356637438	0.947499369574646	0.982230904155153	ENSG00000163626	protein_coding	chr4	73052362	73069755	chr4:73052362	COX18	protein_coding	chr4	73052362	73069755	chr4:73052362	ENSG00000163626
COX19	COX19	1092.19088396681	-0.0111462729573457	0.0211853885938316	-0.526130210355976	0.598797739745778	0.815768217702736	ENSG00000240230	protein_coding	chr7	898778	975599	chr7:898778	COX19	protein_coding	chr7	898778	975549	chr7:898778	ENSG00000240230
COX20	COX20	1847.15723866448	-0.114569993210964	0.0258257377422322	-4.43627184456421	9.15302483288769e-06	0.000309722877616347	ENSG00000203667	protein_coding	chr1	244835322	244845057	chr1:244835322	COX20	protein_coding	chr1	244835616	244845057	chr1:244835616	ENSG00000203667
COX4I1	COX4I1	17727.4271598245	-0.0635784984587439	0.0227527459556332	-2.7943219944845	0.00520086646736245	0.0437793233635714	ENSG00000131143	protein_coding	chr16	85798633	85807044	chr16:85798633	COX4I1	protein_coding	chr16	85798633	85807068	chr16:85798633	ENSG00000131143
COX5A	COX5A	9444.35736350711	-0.0331295495048791	0.0197688746865405	-1.67584397342733	0.0937687582884178	0.302726099204307	ENSG00000178741	protein_coding	chr15	74919791	74938168	chr15:74919791	COX5A	protein_coding	chr15	74919791	74938083	chr15:74919791	ENSG00000178741
COX5B	COX5B	5180.83462925223	-0.0768662582942355	0.0251848454715221	-3.05208377717277	0.00227258663071417	0.023410826154945	ENSG00000135940	protein_coding	chr2	97646040	97648383	chr2:97646040	COX5B	protein_coding	chr2	97646062	97648383	chr2:97646062	ENSG00000135940
COX6A1	COX6A1	8559.41187494754	-0.0387644223564923	0.0210259918127669	-1.84364298729321	0.0652351868686409	0.240585665782519	ENSG00000111775	protein_coding	chr12	120438090	120440742	chr12:120438090	COX6A1	protein_coding	chr12	120438090	120440737	chr12:120438090	ENSG00000111775
COX6B1	COX6B1	6148.11924546919	-0.0423655787578592	0.02655586768489	-1.59533777094261	0.110636723546037	0.334182602508436	ENSG00000126267	protein_coding	chr19	35648223	35658861	chr19:35648223	COX6B1	protein_coding	chr19	35648323	35658782	chr19:35648323	ENSG00000126267
COX6C	COX6C	6413.47239449326	-0.0390281423303748	0.0259514033732976	-1.50389332588204	0.132608835774319	0.371282904813844	ENSG00000164919	protein_coding	chr8	99873200	99894062	chr8:99873200	COX6C	protein_coding	chr8	99873200	99893707	chr8:99873200	ENSG00000164919
COX7A2	COX7A2	5209.39641299752	-0.0461657893934158	0.0328556596671311	-1.40510919157104	0.159988811300558	0.413357606860683	ENSG00000112695	protein_coding	chr6	75237675	75250323	chr6:75237675	COX7A2	protein_coding	chr6	75237675	75250323	chr6:75237675	ENSG00000112695
COX7A2L	COX7A2L	8869.99010073206	-0.0927067296541926	0.020700405737836	-4.47849819120908	7.51700073558541e-06	0.000265594184431606	ENSG00000115944	protein_coding	chr2	42333546	42425088	chr2:42333546	COX7A2L	protein_coding	chr2	42333546	42425088	chr2:42333546	ENSG00000115944
COX7B	COX7B	4598.96482552461	-0.0613647215138821	0.0246265052654668	-2.491816067785	0.0127091833360784	0.0812833402883339	ENSG00000131174	protein_coding	chrX	77899438	77907373	chrX:77899438	COX7B	protein_coding	chrX	77899440	77907376	chrX:77899440	ENSG00000131174
COX7C	COX7C	11333.4267459113	-0.0264440357062592	0.0256088616515968	-1.0326126973555	0.301785183695582	0.583746136646243	ENSG00000127184	protein_coding	chr5	86617904	86620962	chr5:86617904	COX7C	protein_coding	chr5	86617928	86620962	chr5:86617928	ENSG00000127184
COX8A	COX8A	7690.06003888141	-0.0148163267053457	0.0237685952838747	-0.623357271575807	0.533049769978688	0.77344810890881	ENSG00000176340	protein_coding	chr11	63974607	63976543	chr11:63974607	COX8A	protein_coding	chr11	63974620	63976543	chr11:63974620	ENSG00000176340
CPD	CPD	2517.0414504738	-0.0412135477238844	0.034433724809472	-1.1968948451533	0.2313475436401	0.50799364586542	ENSG00000108582	protein_coding	chr17	30378905	30469989	chr17:30378905	CPD	protein_coding	chr17	30378927	30469989	chr17:30378927	ENSG00000108582
CPEB2	CPEB2	1176.41308442304	-0.0550033998731748	0.0422712140567568	-1.30120227442067	0.193189226972445	0.459673439654742	ENSG00000137449	protein_coding	chr4	15002674	15070153	chr4:15002674	CPEB2	protein_coding	chr4	15002481	15070153	chr4:15002481	ENSG00000137449
CPEB4	CPEB4	5094.03028753369	-0.0731748047807879	0.0400547054344155	-1.82687162437388	0.0677190735808744	0.246239657289664	ENSG00000113742	protein_coding	chr5	173888280	173961976	chr5:173888280	CPEB4	protein_coding	chr5	173888349	173961980	chr5:173888349	ENSG00000113742
CPM	CPM	385.603124037661	0.13096336039836	0.129467719405111	1.01155223093542	0.311752195738473	0.594194355980166	ENSG00000135678	protein_coding	chr12	68842197	68971570	chr12:68842197	CPM	protein_coding	chr12	68842197	68971570	chr12:68842197	ENSG00000135678
CPNE1	CPNE1	6499.07682887657	0.122438393946059	0.0368132746736005	3.32593052456325	0.000881238909671779	0.0115709390813371	ENSG00000214078	protein_coding	chr20	35626031	35664956	chr20:35626031	CPNE1	protein_coding	chr20	35626031	35664956	chr20:35626031	ENSG00000214078
CPNE2	CPNE2	679.155881529364	-0.0115934891582609	0.0735622511572978	-0.157601065436002	0.874771163969823	0.952934165555948	ENSG00000140848	protein_coding	chr16	57092537	57148367	chr16:57092537	CPNE2	protein_coding	chr16	57092583	57148369	chr16:57092583	ENSG00000140848
CPNE3	CPNE3	10500.8059748486	0.0595084683147479	0.0273963787168953	2.17212898572063	0.0298459352092202	0.14535601507194	ENSG00000085719	protein_coding	chr8	86484830	86561498	chr8:86484830	CPNE3	protein_coding	chr8	86514435	86561498	chr8:86514435	ENSG00000085719
CPNE5	CPNE5	1863.26060563499	-0.13565530369096	0.0568233159437757	-2.38731762548291	0.0169718210797288	0.0989786418639015	ENSG00000124772	protein_coding	chr6	36740775	36840002	chr6:36740775	CPNE5	protein_coding	chr6	36740775	36839444	chr6:36740775	ENSG00000124772
CPNE7	CPNE7	341.013194282442	-0.118871041725061	0.0933592643683339	-1.27326454990128	0.202924181731737	0.472398255538778	ENSG00000178773	protein_coding	chr16	89575768	89597246	chr16:89575768	CPNE7	protein_coding	chr16	89575758	89597246	chr16:89575758	ENSG00000178773
CPNE8	CPNE8	1791.61640613255	0.0282882885460475	0.0648431270467988	0.43625731568484	0.662650047274905	0.853882609887905	ENSG00000139117	protein_coding	chr12	38646822	38907430	chr12:38646822	CPNE8	protein_coding	chr12	38646822	38907430	chr12:38646822	ENSG00000139117
CPOX	CPOX	8202.66578057312	-0.0916159498935776	0.0297456886710616	-3.07997407310684	0.00207018615272041	0.0219235050490119	ENSG00000080819	protein_coding	chr3	98521132	98593723	chr3:98521132	CPOX	protein_coding	chr3	98579446	98593648	chr3:98579446	ENSG00000080819
CPPED1	CPPED1	621.705099632252	-0.120047704073016	0.0616700093151764	-1.94661400908	0.0515810278090617	0.207314735200669	ENSG00000103381	protein_coding	chr16	12659799	12804017	chr16:12659799	CPPED1	protein_coding	chr16	12659799	12803887	chr16:12659799	ENSG00000103381
CPSF1	CPSF1	3748.15611076149	0.0234184470840706	0.0224615114939906	1.04260334796864	0.297132038027365	0.579191650139264	ENSG00000071894	protein_coding	chr8	144393229	144409349	chr8:144393229	CPSF1	protein_coding	chr8	144393229	144409335	chr8:144393229	ENSG00000071894
CPSF2	CPSF2	8295.4944185164	-0.033059666626461	0.0258642972087868	-1.27819698171539	0.20117998011445	0.470174601751889	ENSG00000165934	protein_coding	chr14	92121937	92172145	chr14:92121937	CPSF2	protein_coding	chr14	92121969	92172145	chr14:92121969	ENSG00000165934
CPSF3	CPSF3	5928.55098063333	-0.0705856452546137	0.0218262552018155	-3.23397873808157	0.00122078543584407	0.0148669152048227	ENSG00000119203	protein_coding	chr2	9423568	9473101	chr2:9423568	CPSF3	protein_coding	chr2	9423651	9473101	chr2:9423651	ENSG00000119203
CPSF3L	CPSF3L	3634.12961220555	0.0189912123331025	0.0146449999831391	1.29677107237741	0.194709966746214	0.461418823996996	ENSG00000127054	protein_coding	chr1	1311585	1324691	chr1:1311585	INTS11	protein_coding	chr1	1311585	1324687	chr1:1311585	ENSG00000127054
CPSF4	CPSF4	2213.71922702878	-0.0348447805460611	0.0153792023809738	-2.26570791403128	0.0234692726718997	0.123669384526768	ENSG00000160917	protein_coding	chr7	99438922	99457371	chr7:99438922	CPSF4	protein_coding	chr7	99438922	99457373	chr7:99438922	ENSG00000160917
CPSF6	CPSF6	7440.26986631435	0.0411868339284577	0.0220205753708066	1.87037955343621	0.0614311292567024	0.231077287426656	ENSG00000111605	protein_coding	chr12	69239537	69274358	chr12:69239537	CPSF6	protein_coding	chr12	69239569	69274358	chr12:69239569	ENSG00000111605
CPSF7	CPSF7	7483.59487621186	0.031099644781456	0.0191720261580359	1.62213657153919	0.104774109104071	0.324348181639303	ENSG00000149532	protein_coding	chr11	61402641	61430031	chr11:61402641	CPSF7	protein_coding	chr11	61402641	61430031	chr11:61402641	ENSG00000149532
CPT1A	CPT1A	1456.0407602419	-0.0553528876433844	0.0523172210473657	-1.05802423246583	0.290044394870476	0.571841950766195	ENSG00000110090	protein_coding	chr11	68754620	68844410	chr11:68754620	CPT1A	protein_coding	chr11	68754620	68844410	chr11:68754620	ENSG00000110090
CPT1B	CPT1B	602.923364580893	0.0978212795560933	0.0501806043661391	1.94938424500326	0.051249554593747	0.206409383016652	ENSG00000205560	protein_coding	chr22	50568861	50578465	chr22:50568861	CPT1B	protein_coding	chr22	50568861	50578465	chr22:50568861	ENSG00000205560
CPT2	CPT2	3215.09333172438	-0.0039394976971786	0.0179567957950322	-0.219387564582567	0.826348156114796	0.930453933253006	ENSG00000157184	protein_coding	chr1	53196429	53214197	chr1:53196429	CPT2	protein_coding	chr1	53196792	53214197	chr1:53196792	ENSG00000157184
CPTP	CPTP	1250.38322819994	0.0334161983453999	0.0231176704235246	1.44548294586792	0.148322279888158	0.395256220293873	ENSG00000224051	protein_coding	chr1	1324756	1328897	chr1:1324756	CPTP	protein_coding	chr1	1324756	1328896	chr1:1324756	ENSG00000224051
CPXM1	CPXM1	1423.47365460917	-0.131506305317767	0.120359834827703	-1.09260955289629	0.274565266608086	0.555377148203686	ENSG00000088882	protein_coding	chr20	2794069	2800637	chr20:2794069	CPXM1	protein_coding	chr20	2794074	2800627	chr20:2794074	ENSG00000088882
CR1	CR1	2463.68946316873	0.182194908773146	0.0894573699301473	2.0366673971682	0.0416833838099832	0.180752014653236	ENSG00000203710	protein_coding	chr1	207496147	207640647	chr1:207496147	CR1	protein_coding	chr1	207496147	207641765	chr1:207496147	ENSG00000203710
CR2	CR2	13493.9398767207	0.0533089820955353	0.0764487841215511	0.697316284465372	0.485604879150087	0.740633711877002	ENSG00000117322	protein_coding	chr1	207454230	207489895	chr1:207454230	CR2	protein_coding	chr1	207453024	207489895	chr1:207453024	ENSG00000117322
CRACR2A	CRACR2A	677.218388348947	0.0438853530721292	0.031982450688219	1.37216980336953	0.170010583396524	0.427438123268258	ENSG00000130038	protein_coding	chr12	3606633	3764819	chr12:3606633	CRACR2A	protein_coding	chr12	3606633	3764819	chr12:3606633	ENSG00000130038
CRADD	CRADD	335.783077336566	0.0491053867337363	0.026513775704119	1.85207068513096	0.0640156733883044	0.23773005872266	ENSG00000169372	protein_coding	chr12	93677375	93894840	chr12:93677375	CRADD	protein_coding	chr12	93677375	93894840	chr12:93677375	ENSG00000169372
CRAMP1	CRAMP1	990.995287625256	-0.0294048992390054	0.0336344442786666	-0.874249593523272	0.381982343408895	0.660911726377967	ENSG00000007545	protein_coding	chr16	1612325	1677908	chr16:1612325	CRAMP1	protein_coding	chr16	1612337	1677908	chr16:1612337	ENSG00000007545
CRAT	CRAT	447.216102818255	0.277277602336906	0.0538635403986901	5.14777900384077	2.63588774394764e-07	1.64855084969746e-05	ENSG00000095321	protein_coding	chr9	129094810	129111189	chr9:129094810	CRAT	protein_coding	chr9	129094142	129111189	chr9:129094142	ENSG00000095321
CRB3	CRB3	74.4795132570247	0.0239069053487112	0.055865422152897	0.42793743298459	0.668696673014282	0.857205821522742	ENSG00000130545	protein_coding	chr19	6463777	6467221	chr19:6463777	CRB3	protein_coding	chr19	6463777	6467221	chr19:6463777	ENSG00000130545
CRBN	CRBN	1798.65681257064	-0.0514715505950327	0.0174659407112884	-2.94696698253224	0.00320907466230358	0.0303990547571835	ENSG00000113851	protein_coding	chr3	3148992	3179710	chr3:3148992	CRBN	protein_coding	chr3	3144628	3179727	chr3:3144628	ENSG00000113851
CRCP	CRCP	2472.71651365715	-0.00241521945028194	0.0171284017809183	-0.141006702269945	0.887864647602498	0.957933280562879	ENSG00000241258	protein_coding	chr7	66114604	66154568	chr7:66114604	CRCP	protein_coding	chr7	66114604	66154568	chr7:66114604	ENSG00000241258
CREB1	CREB1	4730.4204158589	-0.00533544928833852	0.0192206197386347	-0.277589867594847	0.781327211063998	0.910952677865944	ENSG00000118260	protein_coding	chr2	207529737	207603431	chr2:207529737	CREB1	protein_coding	chr2	207529737	207605988	chr2:207529737	ENSG00000118260
CREB3	CREB3	2506.15214634268	0.0107455143565047	0.0266983698140321	0.402478294793004	0.687332059163341	0.866843871759589	ENSG00000107175	protein_coding	chr9	35732320	35737007	chr9:35732320	CREB3	protein_coding	chr9	35732598	35736999	chr9:35732598	ENSG00000107175
CREB3L1	CREB3L1	472.971920569186	0.101559302138722	0.101001672530155	1.00552099380731	0.314646045682063	0.596616972318526	ENSG00000157613	protein_coding	chr11	46277661	46321422	chr11:46277661	CREB3L1	protein_coding	chr11	46277662	46321409	chr11:46277662	ENSG00000157613
CREB3L2	CREB3L2	8606.62713945913	0.0727336630661016	0.0321259293534451	2.26401740058305	0.0235730445788507	0.123976077868203	ENSG00000182158	protein_coding	chr7	137874979	138002067	chr7:137874979	CREB3L2	protein_coding	chr7	137874979	138002086	chr7:137874979	ENSG00000182158
CREB3L4	CREB3L4	549.509064177789	-0.0429728558743612	0.025892429155518	-1.65966876326098	0.0969811066568674	0.309243786651047	ENSG00000143578	protein_coding	chr1	153967534	153974363	chr1:153967534	CREB3L4	protein_coding	chr1	153967534	153974361	chr1:153967534	ENSG00000143578
CREBBP	CREBBP	5668.78906536566	0.0341584400877137	0.0314716152109002	1.0853729577846	0.277756504461096	0.55871721786582	ENSG00000005339	protein_coding	chr16	3725054	3880726	chr16:3725054	CREBBP	protein_coding	chr16	3725054	3880713	chr16:3725054	ENSG00000005339
CREBL2	CREBL2	3093.22269888704	-0.0329918566084122	0.0222389579341078	-1.48351630081608	0.13793728879492	0.379830149691761	ENSG00000111269	protein_coding	chr12	12611827	12645108	chr12:12611827	CREBL2	protein_coding	chr12	12611827	12645108	chr12:12611827	ENSG00000111269
CREBRF	CREBRF	2340.0176186048	-0.0902284262910083	0.0705989096977264	-1.27804277257718	0.201234345255516	0.470245153378566	ENSG00000164463	protein_coding	chr5	173056352	173139284	chr5:173056352	CREBRF	protein_coding	chr5	173056352	173139284	chr5:173056352	ENSG00000164463
CREBZF	CREBZF	2961.59491631149	0.0154057548879971	0.0316782234025631	0.486320040496672	0.626740272519664	0.832573039754393	ENSG00000137504	protein_coding	chr11	85659708	85682908	chr11:85659708	CREBZF	protein_coding	chr11	85657742	85682908	chr11:85657742	ENSG00000137504
CREG1	CREG1	1140.04266627829	0.0773905712057862	0.0377518775424473	2.0499793982106	0.0403664412596454	0.176831506052755	ENSG00000143162	protein_coding	chr1	167529677	167553767	chr1:167529677	CREG1	protein_coding	chr1	167529117	167553805	chr1:167529117	ENSG00000143162
CRELD1	CRELD1	801.654191513804	-0.0233278666120452	0.0283576252594856	-0.822631175868368	0.41071776429202	0.684051882175005	ENSG00000163703	protein_coding	chr3	9933822	9945413	chr3:9933822	CRELD1	protein_coding	chr3	9933793	9945413	chr3:9933793	ENSG00000163703
CRELD2	CRELD2	2464.37422361356	0.0626718982870533	0.051613363751792	1.21425719486995	0.224649525888485	0.499188768892192	ENSG00000184164	protein_coding	chr22	49918167	49927540	chr22:49918167	CRELD2	protein_coding	chr22	49918167	49927540	chr22:49918167	ENSG00000184164
CREM	CREM	2352.16456053142	-0.0527161148517518	0.0355837171842182	-1.48146734021177	0.13848208172584	0.380829224242716	ENSG00000095794	protein_coding	chr10	35126791	35212958	chr10:35126791	CREM	protein_coding	chr10	35126791	35212958	chr10:35126791	ENSG00000095794
CRIM1	CRIM1	2319.26161632631	-0.297448498472954	0.107619751917074	-2.76388388910385	0.0057117860243189	0.0469277834036355	ENSG00000150938	protein_coding	chr2	36355926	36551135	chr2:36355926	CRIM1	protein_coding	chr2	36355778	36551135	chr2:36355778	ENSG00000150938
CRIP1	CRIP1	4835.1699173888	0.021518754676969	0.0606959462116591	0.354533638901166	0.722938998820941	0.883451394777098	ENSG00000213145	protein_coding	chr14	105486317	105488947	chr14:105486317	CRIP1	protein_coding	chr14	105486317	105488947	chr14:105486317	ENSG00000213145
CRIP3	CRIP3	88.1878785225976	0.0185231984509	0.0663392272329798	0.279219388339383	0.780076465372452	0.910380626935481	ENSG00000146215	protein_coding	chr6	43299710	43308797	chr6:43299710	CRIP3	protein_coding	chr6	43299710	43308826	chr6:43299710	ENSG00000146215
CRIPT	CRIPT	787.613668078429	-0.0848662230303388	0.0226177039187239	-3.75220328886182	0.000175287232490017	0.00337262830580521	ENSG00000119878	protein_coding	chr2	46616416	46625742	chr2:46616416	CRIPT	protein_coding	chr2	46616416	46630176	chr2:46616416	ENSG00000119878
CRK	CRK	2236.7094919861	-0.0234170085508625	0.0225072421004869	-1.04042105409067	0.298144324283754	0.58033301040737	ENSG00000167193	protein_coding	chr17	1420689	1463162	chr17:1420689	CRK	protein_coding	chr17	1420689	1463162	chr17:1420689	ENSG00000167193
CRKL	CRKL	9788.21453049084	-0.015516536969714	0.0161103024647034	-0.963143740082452	0.335475393876203	0.617687030711694	ENSG00000099942	protein_coding	chr22	20917426	20953749	chr22:20917426	CRKL	protein_coding	chr22	20917407	20953747	chr22:20917407	ENSG00000099942
CRLF3	CRLF3	3259.46486276206	0.00308533932028033	0.0184397042800127	0.167320433854496	0.867117926887044	0.949392830668067	ENSG00000176390	protein_coding	chr17	30769388	30824776	chr17:30769388	CRLF3	protein_coding	chr17	30769388	30824692	chr17:30769388	ENSG00000176390
CRLS1	CRLS1	2794.52580397619	-0.0592973496070137	0.0200895283553874	-2.95165464106637	0.00316076232040037	0.0300775444871677	ENSG00000088766	protein_coding	chr20	6006090	6040053	chr20:6006090	CRLS1	protein_coding	chr20	6006093	6040053	chr20:6006093	ENSG00000088766
CRNDE	CRNDE	44.312690736831	-0.0056543826438104	0.159538387105043	-0.0354421449684548	0.971727178981956	0.990246020244446	ENSG00000245694	lincRNA	chr16	54918863	54929189	chr16:54918863	CRNDE	lncRNA	chr16	54845189	54929189	chr16:54845189	ENSG00000245694
CRNKL1	CRNKL1	2574.60624171448	-0.0480186081580129	0.017742885037997	-2.70635852372257	0.00680255606588473	0.0527416187883898	ENSG00000101343	protein_coding	chr20	20034368	20056046	chr20:20034368	CRNKL1	protein_coding	chr20	20034368	20056046	chr20:20034368	ENSG00000101343
CROT	CROT	749.885749039382	0.0188160697336935	0.0337637821221996	0.557285604604171	0.577332309543197	0.802080991976642	ENSG00000005469	protein_coding	chr7	87345681	87399795	chr7:87345681	CROT	protein_coding	chr7	87345664	87399794	chr7:87345664	ENSG00000005469
CRTAP	CRTAP	3391.65303697351	0.0912161254439509	0.0448388507053028	2.03431006837031	0.041920342678663	0.181403665168714	ENSG00000170275	protein_coding	chr3	33113979	33147773	chr3:33113979	CRTAP	protein_coding	chr3	33114014	33147773	chr3:33114014	ENSG00000170275
CRTC1	CRTC1	303.246210210468	0.0436804295322266	0.0295261745242428	1.47937991412881	0.139038805306657	0.381588796244619	ENSG00000105662	protein_coding	chr19	18683677	18782333	chr19:18683677	CRTC1	protein_coding	chr19	18683678	18782333	chr19:18683678	ENSG00000105662
CRTC2	CRTC2	4729.66812963702	-0.00828724450743491	0.0244389879206738	-0.33909933317756	0.734534900757035	0.889273607600387	ENSG00000160741	protein_coding	chr1	153947669	153958625	chr1:153947669	CRTC2	protein_coding	chr1	153947669	153958615	chr1:153947669	ENSG00000160741
CRTC3	CRTC3	3426.37641843743	0.0675494937410281	0.0225014608183129	3.00200481588523	0.00268207932655098	0.0265660107222696	ENSG00000140577	protein_coding	chr15	90529925	90645345	chr15:90529925	CRTC3	protein_coding	chr15	90529923	90645345	chr15:90529923	ENSG00000140577
CRTC3-AS1	CRTC3-AS1	21.602894434294	0.0101110472540572	0.0549344986837453	0.18405642167167	0.853969192821668	0.943322337890548	ENSG00000259736	antisense	chr15	90620007	90717141	chr15:90620007	CRTC3-AS1	lncRNA	chr15	90620007	90717141	chr15:90620007	ENSG00000259736
CRY1	CRY1	384.562296293116	-0.843156595457433	0.0862242623371577	-9.77864666630011	1.39057413252458e-22	9.70050252550349e-20	ENSG00000008405	protein_coding	chr12	106991364	107093829	chr12:106991364	CRY1	protein_coding	chr12	106991364	107093549	chr12:106991364	ENSG00000008405
CRY2	CRY2	1345.48954354102	0.000374913030221212	0.0206279768216433	0.0181749782570943	0.985499263797764	0.994769132774848	ENSG00000121671	protein_coding	chr11	45847118	45883248	chr11:45847118	CRY2	protein_coding	chr11	45847118	45883248	chr11:45847118	ENSG00000121671
CRYAB	CRYAB	59.4343858973989	-0.269018236688559	0.159450962432586	-1.68715342061542	0.0915738552691396	0.298473500233882	ENSG00000109846	protein_coding	chr11	111908565	111923722	chr11:111908565	CRYAB	protein_coding	chr11	111908564	111923722	chr11:111908564	ENSG00000109846
CRYGS	CRYGS	44.3641666852754	0.0404576907162111	0.0473331376746994	0.854743477904626	0.392693175235379	0.669105688323024	ENSG00000213139	protein_coding	chr3	186538441	186546702	chr3:186538441	CRYGS	protein_coding	chr3	186538441	186546702	chr3:186538441	ENSG00000213139
CRYL1	CRYL1	958.947163154156	0.0502872957677721	0.0617320937639926	0.814605381117074	0.415298229274972	0.688173127251868	ENSG00000165475	protein_coding	chr13	20403667	20525857	chr13:20403667	CRYL1	protein_coding	chr13	20403666	20525873	chr13:20403666	ENSG00000165475
CRYM	CRYM	258.20704699172	-0.235843677125867	0.13151801596604	-1.79324235842156	0.0729341797361863	0.258432833277245	ENSG00000103316	protein_coding	chr16	21238874	21303083	chr16:21238874	CRYM	protein_coding	chr16	21238874	21303083	chr16:21238874	ENSG00000103316
CRYZ	CRYZ	8525.94175896888	-0.0116224358132222	0.0464801753737764	-0.250051462150452	0.802547551344574	0.920028176381277	ENSG00000116791	protein_coding	chr1	74705482	74733408	chr1:74705482	CRYZ	protein_coding	chr1	74705482	74733408	chr1:74705482	ENSG00000116791
CRYZL1	CRYZL1	1198.71818167868	0.0730243070325513	0.0144102111263508	5.0675390105158	4.02991931141909e-07	2.34269198261683e-05	ENSG00000205758	protein_coding	chr21	33589341	33643926	chr21:33589341	CRYZL1	protein_coding	chr21	33589341	33643926	chr21:33589341	ENSG00000205758
CS	CS	14771.7282868582	-0.0465039587647248	0.0144515306557485	-3.21792617491537	0.00129121047234153	0.0154614630521682	ENSG00000062485	protein_coding	chr12	56271699	56300392	chr12:56271699	CS	protein_coding	chr12	56271699	56300391	chr12:56271699	ENSG00000062485
CSDE1	CSDE1	63547.6938180442	-0.0288769946550648	0.0217291392657578	-1.32895253244435	0.183863630761166	0.447143464600722	ENSG00000009307	protein_coding	chr1	114716913	114758676	chr1:114716913	CSDE1	protein_coding	chr1	114716913	114758676	chr1:114716913	ENSG00000009307
CSE1L	CSE1L	11435.742999926	0.0177826459332038	0.028906919499381	0.615169178908344	0.538442999848822	0.77719947277236	ENSG00000124207	protein_coding	chr20	49046246	49096960	chr20:49046246	CSE1L	protein_coding	chr20	49046246	49096960	chr20:49046246	ENSG00000124207
